year,round,stage,fixture_id,fixture_date,team_name,team_id,opponent_name,opponent_id,team_win,team_home,fixture_length,fixture_location,opponent_rank_prev,division,team_rank_prev,team_rank,rank_diff,const,team_better,team_max_stage,next_fixture_date,next_opponent_name,next_fixture_days,next_team_win,next_team_points,distance,best_match,match_ratio,league,team_name_fin,team_size,mean_age,foreigners,mean_value,total_value,extra_time
2015,2nd Round,2,559763,2015-10-27 18:00:00+00:00,FSV Mainz 05,164,TSV 1860 Munich,786,0.0,1,90.0,Coface Arena,34.0,1.0,11.0,6.0,23.0,1,1,2,2015-10-31 14:30:00+00:00,FC Augsburg,3,,1,0,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,39.0,25.3,22.0,2.18,85.15,0
2016,1st Round,1,57395,2016-08-21 13:30:00+00:00,FSV Mainz 05,164,SpVgg Unterhaching,1314,1.0,0,120.0,Alpenbauer Sportpark,80.0,1.0,6.0,15.0,74.0,1,1,2,2016-08-27 13:30:00+00:00,Borussia Dortmund,6,0.0,0,327,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,39.0,24.3,23.0,2.48,96.73,1
2016,2nd Round,2,57371,2016-10-26 16:30:00+00:00,FSV Mainz 05,164,SpVgg Greuther Furth,178,0.0,0,90.0,Sportpark Ronhof Thomas Sommer,27.0,1.0,6.0,15.0,21.0,1,1,2,2016-10-29 13:30:00+00:00,FC Ingolstadt 04,2,1.0,3,206,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,39.0,24.3,23.0,2.48,96.73,0
2017,1st Round,1,57454,2017-08-12 13:30:00+00:00,FSV Mainz 05,164,Luneburger SK Hansa,1645,1.0,0,90.0,Sportanlage Sülzwiesen,80.0,1.0,15.0,14.0,65.0,1,1,4,2017-08-19 13:30:00+00:00,Hannover 96,7,0.0,0,355,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,33.0,25.3,19.0,2.98,98.35,0
2017,2nd Round,2,57424,2017-10-24 18:45:00+00:00,FSV Mainz 05,164,Holstein Kiel,191,1.0,1,120.0,Opel Arena,38.0,1.0,15.0,14.0,23.0,1,1,4,2017-10-27 18:30:00+00:00,Eintracht Frankfurt,2,,1,0,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,33.0,25.3,19.0,2.98,98.35,1
2017,3rd Round,3,57412,2017-12-19 17:30:00+00:00,FSV Mainz 05,164,VfB Stuttgart,172,1.0,1,90.0,OPEL ARENA (Mainz),19.0,1.0,15.0,14.0,4.0,1,1,4,2018-01-13 14:30:00+00:00,Hannover 96,24,0.0,0,0,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,33.0,25.3,19.0,2.98,98.35,0
2017,Quarter-finals,4,57403,2018-02-07 17:30:00+00:00,FSV Mainz 05,164,Eintracht Frankfurt,169,0.0,0,90.0,Commerzbank-Arena (Frankfurt am Main),11.0,1.0,15.0,14.0,-4.0,1,0,4,2018-02-10 14:30:00+00:00,1899 Hoffenheim,2,0.0,0,38,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,33.0,25.3,19.0,2.98,98.35,0
2018,1st Round,1,57495,2018-08-18 16:30:00+00:00,FSV Mainz 05,164,Erzgebirge Aue,190,1.0,0,90.0,Sparkassen Erzgebirgsstadion,33.0,1.0,14.0,12.0,19.0,1,1,2,2018-08-26 13:30:00+00:00,VfB Stuttgart,7,1.0,3,324,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,35.0,24.7,20.0,4.56,159.73,0
2018,2nd Round,2,57470,2018-10-30 19:45:00+00:00,FSV Mainz 05,164,FC Augsburg,170,0.0,0,120.0,WWK Arena,12.0,1.0,14.0,12.0,-2.0,1,0,2,2018-11-04 17:00:00+00:00,Werder Bremen,4,1.0,3,265,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,35.0,24.7,20.0,4.56,159.73,1
2019,1st Round,1,169041,2019-08-10 13:30:00+00:00,FSV Mainz 05,164,FC Kaiserslautern,745,0.0,0,90.0,Fritz-Walter-Stadion,45.0,1.0,12.0,13.0,33.0,1,1,1,2019-08-17 13:30:00+00:00,SC Freiburg,7,0.0,0,71,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,35.0,23.9,19.0,3.47,121.58,0
2020,1st Round,1,609062,2020-09-11 18:45:00+00:00,FSV Mainz 05,164,Havelse,9342,1.0,0,90.0,OPEL ARENA,80.0,1.0,13.0,12.0,67.0,1,1,2,2020-09-20 13:30:00+00:00,RB Leipzig,8,0.0,0,284,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,36.0,24.9,18.0,4.54,163.3,0
2020,2nd Round,2,646337,2020-12-23 19:45:00+00:00,FSV Mainz 05,164,Vfl Bochum,176,0.0,1,120.0,OPEL ARENA,26.0,1.0,13.0,12.0,13.0,1,1,2,2021-01-03 17:00:00+00:00,Bayern Munich,10,0.0,0,0,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,36.0,24.9,18.0,4.54,163.3,1
2021,1st Round,1,723347,2021-08-08 13:30:00+00:00,FSV Mainz 05,164,SV Elversberg,1660,1.0,0,120.0,URSAPHARM-Arena an der Kaiserlinde,80.0,1.0,12.0,8.0,68.0,1,1,3,2021-08-15 13:30:00+00:00,RB Leipzig,7,1.0,3,111,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,34.0,24.9,18.0,3.85,131.03,1
2021,2nd Round,2,788048,2021-10-26 18:45:00+00:00,FSV Mainz 05,164,Arminia Bielefeld,188,1.0,1,120.0,MEWA ARENA,15.0,1.0,12.0,8.0,3.0,1,1,3,2021-10-30 13:30:00+00:00,Arminia Bielefeld,3,1.0,3,0,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,34.0,24.9,18.0,3.85,131.03,1
2021,Round of 16,3,810125,2022-01-18 19:45:00+00:00,FSV Mainz 05,164,Vfl Bochum,176,0.0,0,90.0,Vonovia Ruhrstadion,19.0,1.0,12.0,8.0,7.0,1,1,3,2022-01-22 14:30:00+00:00,SpVgg Greuther Furth,3,0.0,0,182,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,34.0,24.9,18.0,3.85,131.03,0
2022,1st Round,1,864342,2022-07-31 16:01:00+00:00,FSV Mainz 05,164,Erzgebirge AUE,190,1.0,0,90.0,Erzgebirgsstadion,35.0,1.0,8.0,9.0,27.0,1,1,3,2022-08-06 13:30:00+00:00,Vfl Bochum,5,1.0,3,324,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,34.0,24.7,17.0,3.99,135.8,0
2022,2nd Round,2,958518,2022-10-18 16:00:00+00:00,FSV Mainz 05,164,VfB Lubeck,1625,1.0,0,90.0,Dietmar-Scholze-Stadion an der Lohmühle,80.0,1.0,8.0,9.0,72.0,1,1,3,2022-10-21 18:30:00+00:00,1.FC Köln,3,1.0,3,462,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,34.0,24.7,17.0,3.99,135.8,0
2022,Round of 16,3,968259,2023-02-01 19:45:00+00:00,FSV Mainz 05,164,Bayern Munich,157,0.0,1,90.0,MEWA ARENA,1.0,1.0,8.0,9.0,-7.0,1,0,3,2023-02-04 14:30:00+00:00,Union Berlin,2,0.0,0,0,1.FSV Mainz 05,0.9230769230769231,Bundesliga,1.FSV Mainz 05,34.0,24.7,17.0,3.99,135.8,0
2012,1st Round,1,559970,2012-08-18 13:30:00+00:00,Borussia Dortmund,165,Oberneuland,4263,1.0,0,90.0,Weserstadion,80.0,1.0,1.0,2.0,79.0,1,1,4,2012-08-24 18:30:00+00:00,Werder Bremen,6,1.0,3,201,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.2,10.0,9.75,302.3,0
2012,2nd Round,2,559956,2012-10-30 19:30:00+00:00,Borussia Dortmund,165,VfR Aalen,1327,1.0,0,90.0,Scholz Arena,38.0,1.0,1.0,2.0,37.0,1,1,4,2012-11-03 14:30:00+00:00,VfB Stuttgart,3,,1,285,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.2,10.0,9.75,302.3,0
2012,8th Finals,3,559941,2012-12-19 19:30:00+00:00,Borussia Dortmund,165,Hannover 96,166,1.0,1,90.0,Signal-Iduna-Park,7.0,1.0,1.0,2.0,6.0,1,1,4,2013-01-19 17:30:00+00:00,Werder Bremen,30,1.0,3,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.2,10.0,9.75,302.3,0
2012,Quarter-finals,4,559946,2013-02-27 19:30:00+00:00,Borussia Dortmund,165,Bayern Munich,157,0.0,0,90.0,Allianz-Arena,2.0,1.0,1.0,2.0,1.0,1,0,4,2013-03-02 14:30:00+00:00,Hannover 96,2,1.0,3,395,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.2,10.0,9.75,302.3,0
2013,1st Round,1,559913,2013-08-03 13:30:00+00:00,Borussia Dortmund,165,Wilhelmshaven,13941,1.0,0,90.0,Jade-Stadion,80.0,1.0,2.0,2.0,78.0,1,1,6,2013-08-10 13:30:00+00:00,FC Augsburg,7,1.0,3,255,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.7,12.0,10.52,326.05,0
2013,2nd Round,2,559889,2013-09-24 17:00:00+00:00,Borussia Dortmund,165,TSV 1860 Munich,786,1.0,0,120.0,Allianz-Arena,24.0,1.0,2.0,2.0,22.0,1,1,6,2013-09-28 13:30:00+00:00,SC Freiburg,3,1.0,3,404,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.7,12.0,10.52,326.05,1
2013,8th Finals,3,559875,2013-12-03 19:30:00+00:00,Borussia Dortmund,165,FC Saarbrucken,1639,1.0,0,90.0,Stadion Ludwigspark,47.0,1.0,2.0,2.0,45.0,1,1,6,2013-12-07 17:30:00+00:00,Bayer Leverkusen,3,0.0,0,264,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.7,12.0,10.52,326.05,0
2013,Quarter-finals,4,559880,2014-02-11 19:45:00+00:00,Borussia Dortmund,165,Eintracht Frankfurt,169,1.0,0,90.0,Commerzbank-Arena,6.0,1.0,2.0,2.0,4.0,1,1,6,2014-02-15 14:30:00+00:00,Eintracht Frankfurt,3,1.0,3,128,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.7,12.0,10.52,326.05,0
2013,Semi-finals,5,559884,2014-04-15 18:30:00+00:00,Borussia Dortmund,165,VfL Wolfsburg,161,1.0,1,90.0,Signal-Iduna-Park,11.0,1.0,2.0,2.0,9.0,1,1,6,2014-04-19 13:30:00+00:00,FSV Mainz 05,3,1.0,3,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.7,12.0,10.52,326.05,0
2013,Final,6,559886,2014-05-17 18:00:00+00:00,Borussia Dortmund,165,Bayern Munich,157,0.0,1,120.0,Olympiastadion Berlin,1.0,1.0,2.0,2.0,-1.0,1,0,6,2014-08-23 16:30:00+00:00,Bayer Leverkusen,97,0.0,0,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,24.7,12.0,10.52,326.05,1
2014,1st Round,1,559844,2014-08-16 13:30:00+00:00,Borussia Dortmund,165,Stuttgarter Kickers,12868,1.0,0,90.0,Mercedes-Benz-Arena,44.0,1.0,2.0,7.0,42.0,1,1,6,2014-08-23 16:30:00+00:00,Bayer Leverkusen,7,0.0,0,284,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.7,19.0,8.64,319.5,0
2014,2nd Round,2,559831,2014-10-28 19:30:00+00:00,Borussia Dortmund,165,FC St. Pauli,186,1.0,0,90.0,Millerntor-Stadion,26.0,1.0,2.0,7.0,24.0,1,1,6,2014-11-01 17:30:00+00:00,Bayern Munich,3,0.0,0,264,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.7,19.0,8.64,319.5,0
2014,8th Finals,3,559812,2015-03-03 19:30:00+00:00,Borussia Dortmund,165,Dynamo Dresden,183,1.0,0,90.0,Stadion Dresden,35.0,1.0,2.0,7.0,33.0,1,1,6,2015-03-07 14:30:00+00:00,Hamburger SV,3,,1,348,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.7,19.0,8.64,319.5,0
2014,Quarter-finals,4,559818,2015-04-07 18:30:00+00:00,Borussia Dortmund,165,1899 Hoffenheim,167,1.0,1,120.0,Signal-Iduna-Park,9.0,1.0,2.0,7.0,7.0,1,1,6,2015-04-11 13:30:00+00:00,Borussia Monchengladbach,3,0.0,0,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.7,19.0,8.64,319.5,1
2014,Semi-finals,5,559821,2015-04-28 18:30:00+00:00,Borussia Dortmund,165,Bayern Munich,157,1.0,0,120.0,Allianz-Arena,1.0,1.0,2.0,7.0,-1.0,1,0,6,2015-05-02 13:30:00+00:00,1899 Hoffenheim,3,,1,395,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.7,19.0,8.64,319.5,1
2014,Final,6,559823,2015-05-30 18:00:00+00:00,Borussia Dortmund,165,VfL Wolfsburg,161,0.0,1,90.0,Olympiastadion Berlin,5.0,1.0,2.0,7.0,3.0,1,0,6,2015-08-15 16:30:00+00:00,Borussia Monchengladbach,76,1.0,3,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.7,19.0,8.64,319.5,0
2015,1st Round,1,559793,2015-08-09 12:30:00+00:00,Borussia Dortmund,165,Chemnitzer FC,1328,1.0,0,90.0,Stadion an der Gellertstraße,41.0,1.0,7.0,2.0,34.0,1,1,6,2015-08-15 16:30:00+00:00,Borussia Monchengladbach,6,1.0,3,309,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,30.0,24.9,13.0,11.77,352.95,0
2015,2nd Round,2,559771,2015-10-28 18:00:00+00:00,Borussia Dortmund,165,SC Paderborn 07,185,1.0,1,90.0,Signal-Iduna-Park,18.0,1.0,7.0,2.0,11.0,1,1,6,2015-10-31 14:30:00+00:00,Werder Bremen,2,1.0,3,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,30.0,24.9,13.0,11.77,352.95,0
2015,3rd Round,3,559759,2015-12-16 19:30:00+00:00,Borussia Dortmund,165,FC Augsburg,170,1.0,0,90.0,WWK Arena,5.0,1.0,7.0,2.0,-2.0,1,1,6,2015-12-19 14:30:00+00:00,1.FC Köln,2,0.0,0,356,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,30.0,24.9,13.0,11.77,352.95,0
2015,Quarter-finals,4,559747,2016-02-09 19:30:00+00:00,Borussia Dortmund,165,VfB Stuttgart,172,1.0,0,90.0,Mercedes-Benz-Arena,14.0,1.0,7.0,2.0,7.0,1,1,6,2016-02-13 14:30:00+00:00,Hannover 96,3,1.0,3,277,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,30.0,24.9,13.0,11.77,352.95,0
2015,Semi-finals,5,559751,2016-04-20 18:30:00+00:00,Borussia Dortmund,165,Hertha Berlin,159,1.0,0,90.0,Olympiastadion Berlin,15.0,1.0,7.0,2.0,8.0,1,1,6,2016-04-23 13:30:00+00:00,VfB Stuttgart,2,1.0,3,331,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,30.0,24.9,13.0,11.77,352.95,0
2015,Final,6,559752,2016-05-21 18:00:00+00:00,Borussia Dortmund,165,Bayern Munich,157,0.0,0,120.0,Olympiastadion Berlin,1.0,1.0,7.0,2.0,-6.0,1,0,6,2016-08-27 13:30:00+00:00,FSV Mainz 05,97,1.0,3,395,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,30.0,24.9,13.0,11.77,352.95,1
2016,1st Round,1,57380,2016-08-22 18:45:00+00:00,Borussia Dortmund,165,Eintracht Trier,1627,1.0,0,90.0,Moselstadion,80.0,1.0,2.0,3.0,78.0,1,1,6,2016-08-27 13:30:00+00:00,FSV Mainz 05,4,1.0,3,230,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,25.2,17.0,12.6,390.65,0
2016,2nd Round,2,57365,2016-10-26 18:45:00+00:00,Borussia Dortmund,165,Union Berlin,182,1.0,1,120.0,Signal Iduna Park,24.0,1.0,2.0,3.0,22.0,1,1,6,2016-10-29 16:30:00+00:00,FC Schalke 04,2,,1,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,25.2,17.0,12.6,390.65,1
2016,3rd Round,3,57356,2017-02-08 19:45:00+00:00,Borussia Dortmund,165,Hertha Berlin,159,1.0,1,120.0,Signal Iduna Park,7.0,1.0,2.0,3.0,5.0,1,1,6,2017-02-11 14:30:00+00:00,SV Darmstadt 98,2,0.0,0,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,25.2,17.0,12.6,390.65,1
2016,Quarter-finals,4,57352,2017-03-14 17:30:00+00:00,Borussia Dortmund,165,Sportfreunde Lotte,1323,1.0,0,90.0,Stadion an der Bremer Brücke,80.0,1.0,2.0,3.0,78.0,1,1,6,2017-03-17 19:30:00+00:00,FC Ingolstadt 04,3,1.0,3,128,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,25.2,17.0,12.6,390.65,0
2016,Semi-finals,5,57350,2017-04-26 18:45:00+00:00,Borussia Dortmund,165,Bayern Munich,157,1.0,0,90.0,Allianz Arena,1.0,1.0,2.0,3.0,-1.0,1,0,6,2017-04-29 13:30:00+00:00,1.FC Köln,2,,1,395,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,25.2,17.0,12.6,390.65,0
2016,Final,6,57349,2017-05-27 18:00:00+00:00,Borussia Dortmund,165,Eintracht Frankfurt,169,1.0,0,90.0,Olympiastadion,16.0,1.0,2.0,3.0,14.0,1,1,6,2017-08-19 13:30:00+00:00,VfL Wolfsburg,83,1.0,3,128,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,31.0,25.2,17.0,12.6,390.65,0
2017,1st Round,1,57451,2017-08-12 13:30:00+00:00,Borussia Dortmund,165,FC Rielasingen-Arlen,1642,1.0,0,90.0,Schwarzwald-Stadion,80.0,1.0,3.0,4.0,77.0,1,1,3,2017-08-19 13:30:00+00:00,VfL Wolfsburg,7,1.0,3,395,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,35.0,25.0,20.0,16.41,574.2,0
2017,2nd Round,2,57422,2017-10-24 18:45:00+00:00,Borussia Dortmund,165,FC Magdeburg,179,1.0,0,90.0,MDCC-Arena,40.0,1.0,3.0,4.0,37.0,1,1,3,2017-10-28 13:30:00+00:00,Hannover 96,3,0.0,0,214,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,35.0,25.0,20.0,16.41,574.2,0
2017,3rd Round,3,57406,2017-12-20 19:45:00+00:00,Borussia Dortmund,165,Bayern Munich,157,0.0,0,90.0,Allianz Arena (München),1.0,1.0,3.0,4.0,-2.0,1,0,3,2018-01-14 17:00:00+00:00,VfL Wolfsburg,24,,1,395,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,35.0,25.0,20.0,16.41,574.2,0
2018,1st Round,1,57478,2018-08-20 18:45:00+00:00,Borussia Dortmund,165,SpVgg Greuther Furth,178,1.0,0,120.0,Sportpark Ronhof Thomas Sommer,34.0,1.0,4.0,2.0,30.0,1,1,3,2018-08-26 16:00:00+00:00,RB Leipzig,5,1.0,3,250,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,34.0,24.4,21.0,18.92,643.25,1
2018,2nd Round,2,57466,2018-10-31 17:30:00+00:00,Borussia Dortmund,165,Union Berlin,182,1.0,1,120.0,Signal Iduna Park,26.0,1.0,4.0,2.0,22.0,1,1,3,2018-11-03 14:30:00+00:00,VfL Wolfsburg,2,1.0,3,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,34.0,24.4,21.0,18.92,643.25,1
2018,3rd Round,3,57512,2019-02-05 19:45:00+00:00,Borussia Dortmund,165,Werder Bremen,162,0.0,1,120.0,Signal Iduna Park,11.0,1.0,4.0,2.0,7.0,1,1,3,2019-02-09 14:30:00+00:00,1899 Hoffenheim,3,,1,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,34.0,24.4,21.0,18.92,643.25,1
2019,1st Round,1,169045,2019-08-09 18:45:00+00:00,Borussia Dortmund,165,KFC Uerdingen 05,1322,1.0,0,90.0,Merkur Spiel-Arena,47.0,1.0,2.0,2.0,45.0,1,1,3,2019-08-17 13:30:00+00:00,FC Augsburg,7,1.0,3,154,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.5,21.0,17.68,654.05,0
2019,2nd Round,2,238927,2019-10-30 19:45:00+00:00,Borussia Dortmund,165,Borussia Monchengladbach,163,1.0,1,90.0,Signal-Iduna-Park,5.0,1.0,2.0,2.0,3.0,1,1,3,2019-11-02 14:30:00+00:00,VfL Wolfsburg,2,1.0,3,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.5,21.0,17.68,654.05,0
2019,3rd Round,3,250169,2020-02-04 19:45:00+00:00,Borussia Dortmund,165,Werder Bremen,162,0.0,0,90.0,wohninvest WESERSTADION,8.0,1.0,2.0,2.0,6.0,1,1,3,2020-02-08 17:30:00+00:00,Bayer Leverkusen,3,0.0,0,199,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.5,21.0,17.68,654.05,0
2020,1st Round,1,574016,2020-09-14 18:45:00+00:00,Borussia Dortmund,165,MSV Duisburg,187,1.0,0,90.0,Schauinsland-Reisen-Arena,41.0,1.0,2.0,3.0,39.0,1,1,6,2020-09-19 16:30:00+00:00,Borussia Monchengladbach,4,1.0,3,148,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,32.0,25.0,17.0,19.64,628.4,0
2020,2nd Round,2,646334,2020-12-22 19:00:00+00:00,Borussia Dortmund,165,Eintracht Braunschweig,744,1.0,0,90.0,Eintracht-Stadion,39.0,1.0,2.0,3.0,37.0,1,1,6,2021-01-03 14:30:00+00:00,VfL Wolfsburg,11,1.0,3,160,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,32.0,25.0,17.0,19.64,628.4,0
2020,Round of 16,3,655483,2021-02-02 19:45:00+00:00,Borussia Dortmund,165,SC Paderborn 07,185,1.0,1,120.0,Signal-Iduna-Park,18.0,1.0,2.0,3.0,16.0,1,1,6,2021-02-06 14:30:00+00:00,SC Freiburg,3,0.0,0,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,32.0,25.0,17.0,19.64,628.4,1
2020,Quarter-finals,4,675014,2021-03-02 19:45:00+00:00,Borussia Dortmund,165,Borussia Monchengladbach,163,1.0,0,90.0,Stadion im BORUSSIA-PARK,4.0,1.0,2.0,3.0,2.0,1,1,6,2021-03-06 17:30:00+00:00,Bayern Munich,3,0.0,0,169,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,32.0,25.0,17.0,19.64,628.4,0
2020,Semi-finals,5,682740,2021-05-01 18:30:00+00:00,Borussia Dortmund,165,Holstein Kiel,191,1.0,1,90.0,Signal-Iduna-Park,29.0,1.0,2.0,3.0,27.0,1,1,6,2021-05-08 13:30:00+00:00,RB Leipzig,6,1.0,3,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,32.0,25.0,17.0,19.64,628.4,0
2020,Final,6,700980,2021-05-13 18:45:00+00:00,Borussia Dortmund,165,RB Leipzig,173,1.0,0,90.0,Olympiastadion Berlin,3.0,1.0,2.0,3.0,1.0,1,0,6,2021-05-16 16:00:00+00:00,FSV Mainz 05,2,1.0,3,243,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,32.0,25.0,17.0,19.64,628.4,0
2021,1st Round,1,723355,2021-08-07 18:45:00+00:00,Borussia Dortmund,165,SV Wehen,1319,1.0,0,90.0,BRITA-Arena,42.0,1.0,3.0,2.0,39.0,1,1,3,2021-08-14 16:30:00+00:00,Eintracht Frankfurt,6,1.0,3,141,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,44.0,23.9,25.0,12.7,558.98,0
2021,2nd Round,2,788050,2021-10-26 18:00:00+00:00,Borussia Dortmund,165,FC Ingolstadt 04,184,1.0,1,90.0,Signal-Iduna-Park,39.0,1.0,3.0,2.0,36.0,1,1,3,2021-10-30 13:30:00+00:00,1.FC Köln,3,1.0,3,0,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,44.0,23.9,25.0,12.7,558.98,0
2021,Round of 16,3,810119,2022-01-18 19:45:00+00:00,Borussia Dortmund,165,FC St. Pauli,186,0.0,0,90.0,Millerntor-Stadion,28.0,1.0,3.0,2.0,25.0,1,1,3,2022-01-22 14:30:00+00:00,1899 Hoffenheim,3,1.0,3,264,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,44.0,23.9,25.0,12.7,558.98,0
2022,1st Round,1,864334,2022-07-29 18:45:00+00:00,Borussia Dortmund,165,TSV 1860 Munich,786,1.0,0,90.0,Städtisches Stadion an der Grünwalder Straße,40.0,1.0,2.0,2.0,38.0,1,1,4,2022-08-06 16:30:00+00:00,Bayer Leverkusen,7,1.0,3,404,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.6,19.0,15.34,567.55,0
2022,2nd Round,2,958523,2022-10-19 16:00:00+00:00,Borussia Dortmund,165,Hannover 96,166,1.0,0,90.0,Heinz von Heiden-Arena,29.0,1.0,2.0,2.0,27.0,1,1,4,2022-10-22 13:30:00+00:00,VfB Stuttgart,2,1.0,3,136,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.6,19.0,15.34,567.55,0
2022,Round of 16,3,968258,2023-02-08 19:45:00+00:00,Borussia Dortmund,165,Vfl Bochum,176,1.0,0,90.0,Vonovia Ruhrstadion,13.0,1.0,2.0,2.0,11.0,1,1,4,2023-02-11 14:30:00+00:00,Werder Bremen,2,1.0,3,116,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.6,19.0,15.34,567.55,0
2022,Quarter-finals,4,1008958,2023-04-05 18:45:00+00:00,Borussia Dortmund,165,RB Leipzig,173,0.0,0,90.0,Red Bull Arena,4.0,1.0,2.0,2.0,2.0,1,1,4,2023-04-08 13:30:00+00:00,Union Berlin,2,1.0,3,243,Borussia Dortmund,1.0,Bundesliga,Borussia Dortmund,37.0,24.6,19.0,15.34,567.55,0
2012,1st Round,1,559981,2012-08-19 12:30:00+00:00,Hannover 96,166,FC Nottingen,1638,1.0,0,90.0,Stadion an der Kreuzeiche,80.0,1.0,7.0,9.0,73.0,1,1,3,2012-08-26 15:30:00+00:00,FC Schalke 04,7,,1,392,Hannover 96,1.0,Bundesliga,Hannover 96,35.0,25.6,20.0,2.38,83.15,0
2012,2nd Round,2,559963,2012-10-31 19:30:00+00:00,Hannover 96,166,Dynamo Dresden,183,1.0,1,120.0,AWD-Arena,27.0,1.0,7.0,9.0,20.0,1,1,3,2012-11-03 14:30:00+00:00,FC Augsburg,2,1.0,3,0,Hannover 96,1.0,Bundesliga,Hannover 96,35.0,25.6,20.0,2.38,83.15,1
2012,8th Finals,3,559941,2012-12-19 19:30:00+00:00,Hannover 96,166,Borussia Dortmund,165,0.0,0,90.0,Signal-Iduna-Park,1.0,1.0,7.0,9.0,-6.0,1,0,3,2013-01-18 19:30:00+00:00,FC Schalke 04,30,0.0,0,136,Hannover 96,1.0,Bundesliga,Hannover 96,35.0,25.6,20.0,2.38,83.15,0
