league,division,year,position,team_name,team_id,points,played,win,draw,lose,goals_diff,goals_for,goals_against,national_rank
Segunda_Liga,2,2022,7,Vilafranquense,4717,46,34,12,10,12,6,42,36,25
Segunda_Liga,2,2022,8,Feirense,213,46,34,11,13,10,6,43,37,26
Segunda_Liga,2,2022,9,Torreense,4799,44,34,13,5,16,-3,38,41,27
Segunda_Liga,2,2022,10,Oliveirense,233,43,34,11,10,13,1,51,50,28
Segunda_Liga,2,2022,11,Tondela,218,40,34,8,16,10,0,35,35,29
Segunda_Liga,2,2022,12,Penafiel,235,39,34,9,12,13,-11,36,47,30
Segunda_Liga,2,2022,13,Nacional,225,39,34,10,9,15,-11,35,46,31
Segunda_Liga,2,2022,14,Benfica B,229,38,34,10,8,16,-6,52,58,32
Segunda_Liga,2,2022,15,Leixoes,244,38,34,10,9,15,-11,38,49,33
Segunda_Liga,2,2022,16,Belenenses,221,35,34,9,8,17,-18,41,59,34
Segunda_Liga,2,2022,17,Trofense,4801,32,34,8,8,18,-20,31,51,35
Segunda_Liga,2,2022,18,SC Covilha,236,28,34,7,7,20,-26,31,57,36
Primeira_Liga,1,2023,1,Sporting CP,228,90,34,29,3,2,67,96,29,1
Primeira_Liga,1,2023,2,Benfica,211,80,34,25,5,4,49,77,28,2
Primeira_Liga,1,2023,3,FC Porto,212,72,34,22,6,6,36,63,27,3
Primeira_Liga,1,2023,4,SC Braga,217,68,34,21,5,8,21,71,50,4
Primeira_Liga,1,2023,5,Guimaraes,224,63,34,19,6,9,14,52,38,5
Primeira_Liga,1,2023,6,Moreirense,215,55,34,16,7,11,1,36,35,6
Primeira_Liga,1,2023,7,Arouca,240,46,34,13,7,14,4,54,50,7
Primeira_Liga,1,2023,8,Famalicao,242,42,34,10,12,12,-4,37,41,8
Primeira_Liga,1,2023,9,Casa Pia,4716,38,34,10,8,16,-12,38,50,9
Primeira_Liga,1,2023,10,Farense,231,37,34,10,7,17,-5,46,51,10
Primeira_Liga,1,2023,11,Rio Ave,226,37,34,6,19,9,-5,38,43,11
Primeira_Liga,1,2023,12,GIL Vicente,762,36,34,9,9,16,-10,42,52,12
Primeira_Liga,1,2023,13,Estoril,230,33,34,9,6,19,-9,49,58,13
Primeira_Liga,1,2023,14,Estrela,15130,33,34,7,12,15,-20,33,53,14
Primeira_Liga,1,2023,15,Boavista,222,32,34,7,11,16,-23,39,62,15
Primeira_Liga,1,2023,16,Portimonense,216,32,34,8,8,18,-33,39,72,16
Primeira_Liga,1,2023,17,Vizela,810,26,34,5,11,18,-30,36,66,17
Primeira_Liga,1,2023,18,Chaves,223,23,34,5,8,21,-41,31,72,18
Segunda_Liga,2,2023,1,Santa Clara,227,73,34,21,10,3,29,48,19,19
Segunda_Liga,2,2023,2,Nacional,225,71,34,21,8,5,31,66,35,20
Segunda_Liga,2,2023,3,AVS,21595,64,34,20,4,10,16,50,34,21
Segunda_Liga,2,2023,4,Maritimo,214,64,34,18,10,6,23,52,29,22
Segunda_Liga,2,2023,5,Pacos Ferreira,234,52,34,14,10,10,7,42,35,23
Segunda_Liga,2,2023,6,Tondela,218,49,34,12,13,9,3,46,43,24
Segunda_Liga,2,2023,7,Torreense,4799,48,34,13,9,12,3,40,37,25
Segunda_Liga,2,2023,8,Benfica B,229,45,34,12,9,13,0,48,48,26
Segunda_Liga,2,2023,9,Mafra,245,44,34,11,11,12,-2,40,42,27
Segunda_Liga,2,2023,10,FC Porto B,243,44,34,12,8,14,0,51,51,28
Segunda_Liga,2,2023,11,Academico Viseu,238,43,34,9,16,9,-2,36,38,29
Segunda_Liga,2,2023,12,União de Leiria,4662,42,34,11,9,14,4,44,40,30
Segunda_Liga,2,2023,13,Penafiel,235,39,34,11,6,17,-8,31,39,31
Segunda_Liga,2,2023,14,Leixoes,244,37,34,7,16,11,-9,29,38,32
Segunda_Liga,2,2023,15,Oliveirense,233,34,34,8,10,16,-17,37,54,33
Segunda_Liga,2,2023,16,Feirense,213,31,34,8,7,19,-18,31,49,34
Segunda_Liga,2,2023,17,Vilaverdense,4814,27,34,8,4,22,-29,30,59,35
Segunda_Liga,2,2023,18,CF Os Belenenses,17692,26,34,6,8,20,-31,28,59,36
