team_name,opponent_name,team_city,opponent_city,distance
Leça,Lusitânia Lourosa,Leça da Palmeira,Santa Maria da Feira,27
Leça,Resende,Leça da Palmeira,Resende,78
Leça,SC Braga,Leça da Palmeira,Braga,47
Leça,Sporting CP,Leça da Palmeira,Lisbon,279
Louletano,AVS,Loulé,,7451
Louletano,Castrense,Loulé,Castro Verde,63
Louletano,Estrela,Loulé,Amadora,208
Louletano,Ferreiras,Loulé,Albufeira,20
Louletano,Imortal Albufeira,Loulé,Albufeira,20
Louletano,Salgueiros,Loulé,Porto,450
Loures,Beira-Mar,Loures,Aveiro,205
Loures,Gondomar,Loures,Gondomar,330
Loures,Oleiros,Loures,Oleiros,299
Loures,Oriental Lisboa,Loures,Lisbon,16
Loures,Portalegrense,Loures,Portalegre,162
Loures,Sporting CP,Loures,Lisbon,16
Loures,Vilafranquense,Loures,Vila Franca de Xira,21
Lourinhanense,Caldas,Lourinhã,Caldas da Rainha,23
Lourinhanense,Gafanha,Lourinhã,Gafanha da Nazaré,163
Lourinhanense,Peniche,Lourinhã,Peniche,15
Lourinhanense,União Santarém,Lourinhã,Santarém,43
Lusitano FCV,AD Fornos Algodres,Vildemoinhos,Fornos de Algodres,33
Lusitano FCV,AD Satao,Vildemoinhos,Sátão,18
Lusitano FCV,Academica,Vildemoinhos,Coimbra,65
Lusitano FCV,Academico Viseu,Vildemoinhos,Viseu,2
Lusitano FCV,Ançã,Vildemoinhos,Cantanhede,66
Lusitano FCV,Beira-Mar,Vildemoinhos,Aveiro,61
Lusitano FCV,Nacional,Vildemoinhos,Funchal,1196
Lusitano FCV,Sanjoanense,Vildemoinhos,São João da Madeira,55
Lusitano FCV,Sporting CP,Vildemoinhos,Lisbon,240
Lusitano FCV,Tocha,Vildemoinhos,Tocha,80
Lusitano FCV,Águias do Moradal,Vildemoinhos,Estreito,82
Lusitano GC Évora,FC Porto,Évora,Porto,283
Lusitano GC Évora,Farense,Évora,Faro,174
Lusitano GC Évora,Mortágua,Évora,Mortágua,205
Lusitano GC Évora,Oriental Lisboa,Évora,Lisbon,107
Lusitano GC Évora,Pêro Pinheiro,Évora,Sintra,126
Lusitano GC Évora,Santa Clara,Évora,Ponta Delgada,1558
Lusitano GC Évora,Vasco da Gama,Évora,Sines,110
Lusitano VRSA,Fabril Barreiro,Vila Real de Santo António,Barreiro,217
Lusitano VRSA,Louletano,Vila Real de Santo António,Loulé,54
Lusitano Évora 1911,Comércio Indústria,Évora,Setúbal,68
Lusitano Évora 1911,Fontinhas,Évora,Praia da Vitória,1667
Lusitano Évora 1911,Moncarapachense,Évora,Moncarapacho,165
Lusitano Évora 1911,Oriental Dragon,Évora,Lisbon,107
Lusitano Évora 1911,SC Covilha,Évora,Covilhã,194
Lusitânia,1º Dezembro,Angra do Heroísmo,Sintra,1550
Lusitânia,Amora,Angra do Heroísmo,Amora,1574
Lusitânia,Benfica,Angra do Heroísmo,Lisbon,1565
Lusitânia,Os Marialvas,Angra do Heroísmo,Cantanhede,1611
Lusitânia,Praiense,Angra do Heroísmo,Praia da Vitória,16
Lusitânia Lourosa,Academico Viseu,Santa Maria da Feira,Viseu,65
Lusitânia Lourosa,Régua,Santa Maria da Feira,Peso da Régua,67
Luzense,Camacha,,Camacha,6607
Macedo Cavaleiros,Forjães SC,Macedo de Cavaleiros,Esposende,148
Machico,Boavista,Machico,Porto,1182
Mafra,FC Porto,Mafra,Porto,250
Mafra,Feirense,Mafra,Santa Maria da Feira,234
Mafra,Maritimo,Mafra,Funchal,978
Mafra,União de Coimbra,Mafra,Coimbra,195
Manteigas,Bustelo,Manteigas,Oliveira de Azeméis,95
Maria da Fonte,Bragança,Póvoa de Lanhoso,Bragança,130
Maria da Fonte,Merelinense,Póvoa de Lanhoso,Braga,14
Maria da Fonte,Mirandês,Póvoa de Lanhoso,Miranda do Douro,168
Maria da Fonte,Montalegre,Póvoa de Lanhoso,Montalegre,50
Maria da Fonte,Pedras Salgadas,Póvoa de Lanhoso,Pedras Salgadas,58
Maria da Fonte,Penafiel,Póvoa de Lanhoso,Penafiel,43
Maria da Fonte,Santa Clara,Póvoa de Lanhoso,Ponta Delgada,1549
Maria da Fonte,Torreense,Póvoa de Lanhoso,Torres Vedras,277
Marinhense,Fátima,Marinha Grande,Fátima,5689
Marinhense,Oriental Lisboa,Marinha Grande,Lisbon,116
Marinhense,União Idanhense,Marinha Grande,Idanha-a-Nova,145
Marinhense,União de Leiria,Marinha Grande,Leiria,58
Maritimo,Estoril,Funchal,Estoril,958
Maritimo,Feirense,Funchal,Santa Maria da Feira,1184
Maritimo,Mortágua,Funchal,Mortágua,1158
Maritimo,Salgueiros,Funchal,Porto,1201
Merelinense,Cerveira,Braga,Vila Nova de Cerveira,47
Merelinense,Leixoes,Braga,Matosinhos,48
Merelinense,Moreirense,Braga,Moreira de Cónegos,24
Merelinense,Rabo Peixe,Braga,Rabo de Peixe,1525
Merelinense,Real,Braga,Queluz,320
Merelinense,U. Madeira,Braga,Funchal,1241
Merelinense,Vieira,Braga,Vieira do Minho,26
Minas de Argozelo,Cova De Piedade,Vimioso,Cova da Piedade,395
Mirandela,Academica,Mirandela,Coimbra,176
Mirandela,Atlético Arcos,Mirandela,Arcos de Valdevez,111
Mirandela,Chaves,Mirandela,Chaves,40
Mirandela,Fafe,Mirandela,Fafe,84
Mirandela,Feirense,Mirandela,Santa Maria da Feira,130
Mirandela,Maria da Fonte,Mirandela,Póvoa de Lanhoso,94
Mirandês,Coimbrões,Miranda do Douro,Vila Nova de Gaia,201
Moimenta da Beira,Cinfães,Moimenta da Beira,Cinfães,42
Moimenta da Beira,U. Madeira,Moimenta da Beira,Funchal,1241
Moitense,Ançã,Moita,Cantanhede,184
Moitense,SC Braga,Moita,Braga,327
Moncarapachense,Anadia,Moncarapacho,Anadia,378
Moncarapachense,Guimaraes,Moncarapacho,Guimarães,485
Moncarapachense,União Micaelense,Moncarapacho,,7458
Mondinense,Montalegre,Mondim de Basto,Montalegre,48
Montalegre,Academico Viseu,Montalegre,Viseu,129
Montalegre,Cerveira,Montalegre,Vila Nova de Cerveira,80
Montalegre,Marinhense,Montalegre,Marinha Grande,250
Montalegre,Oriental Lisboa,Montalegre,Lisbon,364
Montalegre,Pevidem,Montalegre,Guimarães,65
Montalegre,São João Ver,Montalegre,Santa Maria da Feira,116
Montalegre,Vila Cortez,Montalegre,Guarda,134
Montalegre,Águeda,Montalegre,Águeda,148
Monção,FC Barreirense,Monção,Barreiro,382
Monção,Rio Ave,Monção,Vila do Conde,83
Moreirense,FC Porto,Moreira de Cónegos,Porto,37
Moreirense,Felgueiras 1932,Moreira de Cónegos,Felgueiras,50
Moreirense,Guimaraes,Moreira de Cónegos,Guimarães,8
Moreirense,Mafra,Moreira de Cónegos,Mafra,287
Moreirense,Vilafranquense,Moreira de Cónegos,Vila Franca de Xira,273
Mortágua,AD Nogueirense,Mortágua,Nogueira do Cravo,59
Mortágua,Amora,Mortágua,Amora,210
Mortágua,Anadia,Mortágua,Anadia,17
Mortágua,Cova De Piedade,Mortágua,Cova da Piedade,207
Mortágua,Torreense,Mortágua,Torres Vedras,156
Mosteirense,Eléctrico,Mosteirô,Ponte de Sor,188
Mosteirense,Famalicao,Mosteirô,Famalicão,56
Moura,Aves,Moura,Vila das Aves,370
Moura,Beira-Mar,Moura,Aveiro,300
Moura,Beira-Mar Almada,Moura,Almada,165
Moura,Culatrense,Moura,Faro,131
Moura,Dumiense,Moura,Braga,393
Moura,GIL Vicente,Moura,Barcelos,392
Moura,Maritimo,Moura,Funchal,1057
Moura,Portimonense,Moura,Portimão,149
Nacional,Leixoes,Funchal,Matosinhos,1196
Nacional,Merelinense,Funchal,Braga,1242
Nacional,Mirandela,Funchal,Mirandela,1305
Nacional,Oliveirense,Funchal,Oliveira de Azeméis,1178
Nacional,SC Braga,Funchal,Braga,1243
Nacional,Tondela,Funchal,Tondela,1175
Naval 1º de Maio,Fafe,Figueira da Foz,Fafe,154
Naval 1º de Maio,Maritimo,Figueira da Foz,Funchal,1103
O Elvas,Lanheses,Elvas,,7653
O Elvas,Sacavenense,Elvas,Sacavém,169
Oleiros,Fátima,Oleiros,Fátima,5865
Oleiros,GIL Vicente,Oleiros,Barcelos,19
Oleiros,Mirandela,Oleiros,Mirandela,102
Oleiros,Sousense,Oleiros,Gondomar,42
Oleiros,Sporting CP,Oleiros,Lisbon,313
Oleiros,Varzim,Oleiros,Póvoa de Varzim,31
Olhanense,Almancilense,Olhão,Almancil,17
Olhanense,Armacenenses,Olhão,Armação de Pêra,46
Olhanense,Belenenses,Olhão,Lisbon,218
Olhanense,Benfica,Olhão,Lisbon,225
Olhanense,Juventude Évora,Olhão,Évora,180
Olhanense,Lamego,Olhão,Lamego,452
Olhanense,Lusitano GC Évora,Olhão,Évora,171
Olhanense,Monte Trigo,Olhão,Portel,152
Olhanense,Santa Cruz de Alvarenga,Olhão,Arouca,438
Olhanense,Silves,Olhão,Silves,58
Oliveira Hospital,Guimaraes,Oliveira do Hospital,Guimarães,126
Oliveira Hospital,Lusitano FCV,Oliveira do Hospital,Vildemoinhos,35
Oliveira Hospital,Lusitânia Lourosa,Oliveira do Hospital,Santa Maria da Feira,94
Oliveira Hospital,Rio Ave,Oliveira do Hospital,Vila do Conde,136
Oliveira Hospital,U. Madeira,Oliveira do Hospital,Funchal,1180
Oliveirense,Arronches e Benfica,Oliveira de Azeméis,Arronches,216
Oliveirense,Boavista,Oliveira de Azeméis,Porto,38
Oliveirense,Guarda Desportiva,Oliveira de Azeméis,Guarda,110
Oliveirense,Mafra,Oliveira de Azeméis,Mafra,225
Oliveirense,Maritimo,Oliveira de Azeméis,Funchal,1179
Oliveirense,Pacos Ferreira,Oliveira de Azeméis,Paços de Ferreira,50
Oliveirense,Penafiel,Oliveira de Azeméis,Penafiel,45
Oliveirense,SC Braga,Oliveira de Azeméis,Braga,82
Oliveirense,Santa Clara,Oliveira de Azeméis,Ponta Delgada,1521
Oliveirense,Sendim,Oliveira de Azeméis,Sendim,86
Oliveirense,Torreense,Oliveira de Azeméis,Torres Vedras,192
Olímpico do Montijo,Anadia,Montijo,Anadia,197
Olímpico do Montijo,Lusitânia,Montijo,Angra do Heroísmo,1586
Olímpico do Montijo,SC Braga,Montijo,Braga,320
Operário,Felgueiras 1932,"Lagoa, Azores",Felgueiras,1561
Oriental Dragon,1º Dezembro,Lisbon,Sintra,23
Oriental Dragon,Canelas 2010,Lisbon,Vila Nova de Gaia,267
Oriental Dragon,Fayal,Lisbon,Horta,1695
Oriental Dragon,Leixoes,Lisbon,Matosinhos,278
Oriental Dragon,Moreirense,Lisbon,Moreira de Cónegos,304
Oriental Lisboa,FC Barreirense,Lisbon,Barreiro,7
Oriental Lisboa,Famalicao,Lisbon,Famalicão,304
Oriental Lisboa,Ideal,Lisbon,Ponta Delgada,1450
Oriental Lisboa,Leixoes,Lisbon,Matosinhos,277
Oriental Lisboa,Lusitano VRSA,Lisbon,Vila Real de Santo António,226
Oriental Lisboa,Madalena,Lisbon,"Madalena, Pico Island",
Oriental Lisboa,Torreense,Lisbon,Torres Vedras,53
Os Limianos,Berço,Ponte de Lima,Guimarães,43
Os Limianos,Fontinhas,Ponte de Lima,Praia da Vitória,1608
Os Limianos,Mafra,Ponte de Lima,Mafra,324
Os Limianos,Montalegre,Ponte de Lima,Montalegre,67
Os Limianos,SC Covilha,Ponte de Lima,Covilhã,188
Os Limianos,Valenciano,Ponte de Lima,Valença,30
Os Marialvas,Vila Cortez,Cantanhede,Guarda,125
Os Vilanovenses,Pombal,,Pombal,7675
Ovarense,Oriental Dragon,Ovar,Lisbon,243
Pacos Ferreira,Casa Pia,Paços de Ferreira,Lisbon,290
Pacos Ferreira,Famalicao,Paços de Ferreira,Famalicão,19
Pacos Ferreira,Gafanha,Paços de Ferreira,Gafanha da Nazaré,76
Pacos Ferreira,Sanjoanense,Paços de Ferreira,São João da Madeira,43
Padernense,FC Serpa,,Serpa,7546
Pampilhosa,Oliveira Hospital,Pampilhosa,Oliveira do Hospital,54
Paredes,Academico Viseu,Paredes,Viseu,72
Paredes,Amarante,Paredes,Amarante,23
Paredes,Benfica,Paredes,Lisbon,283
Paredes,Castro Daire,Paredes,Castro Daire,49
Paredes,Florgrade,Paredes,,7807
Paredes,Moreirense,Paredes,Moreira de Cónegos,18
Paredes,Torreense,Paredes,Torres Vedras,236
Pedras Rubras,Amarante,Maia,Amarante,48
Pedras Rubras,Anadia,Maia,Anadia,91
Pedras Rubras,Camacha,Maia,Camacha,1197
Pedras Rubras,Leixoes,Maia,Matosinhos,7
Pedras Rubras,Mirandela,Maia,Mirandela,127
Pedras Rubras,Salgueiros,Maia,Porto,10
Pedras Rubras,Vizela,Maia,Vizela,33
Pedras Salgadas,Academica,Pedras Salgadas,Coimbra,163
Pedras Salgadas,Bragança,Pedras Salgadas,Bragança,76
Pedras Salgadas,Chaves,Pedras Salgadas,Chaves,20
Pedras Salgadas,Montalegre,Pedras Salgadas,Montalegre,34
Pedras Salgadas,Vila Pouca,Pedras Salgadas,Vila Pouca de Aguiar,5
Pedras Salgadas,Águeda,Pedras Salgadas,Águeda,127
Pedroso,Paredes,Vila Nova de Gaia,Paredes,24
Pedrógão São Pedro,União de Leiria,Penamacor,Leiria,91
Penafiel,Amarante,Penafiel,Amarante,19
Penafiel,GIL Vicente,Penafiel,Barcelos,46
Penafiel,Maritimo,Penafiel,Funchal,1221
Penafiel,Portimonense,Penafiel,Portimão,453
Penafiel,Santa Maria FC,Penafiel,,9143
Penafiel,Vitoria Setubal,Penafiel,Setúbal,302
Penalva Castelo,Acad. Coimbra/S.Futebol,Penalva do Castelo,Coimbra,83
Penalva Castelo,Amarante,Penalva do Castelo,Amarante,77
Penedo Gordo,Fabril Barreiro,Beja,Barreiro,124
Penedo Gordo,Praia Milfontes,Beja,Vila Nova de Milfontes,79
Peniche,Montalegre,Peniche,Montalegre,305
Pevidem,Belenenses,Guimarães,Lisbon,310
Pevidem,Berço,Guimarães,Guimarães,5
Pevidem,Trofense,Guimarães,Trofa,20
Pinhalnovense,Amora,Pinhal Novo,Amora,18
Pinhalnovense,Atlético CP,Pinhal Novo,Lisbon,21
Pinhalnovense,Estoril,Pinhal Novo,Estoril,42
Pinhalnovense,Lagoa,Pinhal Novo,Lagoa,1461
Pinhalnovense,Leiria e Marrazes,Pinhal Novo,Leiria,124
Pinhalnovense,Vale Formoso,Pinhal Novo,Covilhã,234
Pinhalnovense,Vitoria Setubal,Pinhal Novo,Setúbal,12
Pombal,GR Vigor Mocidade,Pombal,Coimbra,37
Pombal,Leça,Pombal,Leça da Palmeira,142
Pombal,Tondela,Pombal,Tondela,80
Ponte,Vilaverdense,,Vila Verde,9017
Ponte da Barca,Montalegre,Ponte da Barca,Montalegre,52
Portalegrense,Farense,Portalegre,Faro,261
Portalegrense,Marinhense,Portalegre,Marinha Grande,136
Portimonense,Mafra,Portimão,Mafra,207
Portimonense,SC Braga,Portimão,Braga,493
Porto Cruz,AR São Martinho,Porto Moniz,São Martinho,32
Porto Cruz,Camacha,Porto Moniz,Camacha,37
Portosantense,Gondomar,,Gondomar,7855
Portosantense,Nacional,,Funchal,6601
Praia Milfontes,Aljustrelense,Vila Nova de Milfontes,Aljustrel,56
Praia Milfontes,Valenciano,Vila Nova de Milfontes,Valença,468
Praiense,Alcains,Praia da Vitória,Alcains,1695
Praiense,Fabril Barreiro,Praia da Vitória,Barreiro,1565
Praiense,Farense,Praia da Vitória,Faro,1690
Praiense,Louletano,Praia da Vitória,Loulé,1681
Praiense,Pinhalnovense,Praia da Vitória,Pinhal Novo,1577
Praiense,Redondense,Praia da Vitória,Redondo,1695
Praiense,Vale Formoso,Praia da Vitória,Covilhã,1699
Praiense,Vilafranquense,Praia da Vitória,Vila Franca de Xira,1565
Pêro Pinheiro,AD Portomosense,Sintra,Porto de Mós,95
Pêro Pinheiro,Coruchense,Sintra,Coruche,70
Pêro Pinheiro,FC Serpa,Sintra,Serpa,180
Pêro Pinheiro,Fafe,Sintra,Fafe,305
Pêro Pinheiro,Ferreiras,Sintra,Albufeira,212
Pêro Pinheiro,Pombal,Sintra,Pombal,134
Pêro Pinheiro,Praiense,Sintra,Praia da Vitória,1540
Pêro Pinheiro,Vitoria Setubal,Sintra,Setúbal,51
Quarteirense SAD,CF Os Belenenses,,Lisbon,7539
Rabo Peixe,Academico Viseu,Rabo de Peixe,Viseu,1556
Rabo Peixe,CF Oliveira Douro,Rabo de Peixe,,6814
Rabo Peixe,Casa Pia,Rabo de Peixe,Lisbon,1435
Rabo Peixe,Castro Daire,Rabo de Peixe,Castro Daire,1558
Rabo Peixe,GIL Vicente,Rabo de Peixe,Barcelos,1510
Rabo Peixe,Ideal,Rabo de Peixe,Ponta Delgada,11
Rabo Peixe,Olímpico do Montijo,Rabo de Peixe,Montijo,1456
Rabo Peixe,Sanjoanense,Rabo de Peixe,São João da Madeira,1509
Rabo Peixe,Sertanense,Rabo de Peixe,Sertã,1533
Real,AR São Martinho,Queluz,São Martinho,971
Real,Arouca,Queluz,Arouca,256
Real,Belenenses,Queluz,Lisbon,12
Real,CD Olivais e Moscavide,Queluz,Lisbon,12
Real,Cova De Piedade,Queluz,Cova da Piedade,13
Real,Estrela Vendas Novas,Queluz,Vendas Novas,70
Real,FC Barreirense,Queluz,Barreiro,19
Real,Lusitânia,Queluz,Angra do Heroísmo,1560
Real,Mirandela,Queluz,Mirandela,350
Real,Olhanense,Queluz,Olhão,229
Real,Rabo Peixe,Queluz,Rabo de Peixe,1431
Rebordelo,Cinfães,Bragança,Cinfães,107
Rebordelo,Montalegre,Bragança,Montalegre,52
Rebordelo,Sandinenses,Bragança,,7912
Rebordelo,Varzim,Bragança,Póvoa de Varzim,139
Rebordosa,Lobão,Paredes,,7805
Rebordosa,SC Braga,Paredes,Braga,39
Recreativa de Lamelas,Camacha,Castro Daire,Camacha,1209
Recreativa de Lamelas,Tirsense,Castro Daire,Santo Tirso,68
Recreativo Canaviais,Guadalupe,Évora,"Guadalupe, Azores",1745
Resende,Felgueiras 1932,Resende,Felgueiras,107
Resende,Lamego,Resende,Lamego,108
Ribeirão,Santa Clara,Vila Nova de Famalicão,Ponta Delgada,1523
Rio Ave,Alverca,Vila do Conde,Alverca do Ribatejo,275
Rio Ave,Aves,Vila do Conde,Vila das Aves,28
Rio Ave,Boavista,Vila do Conde,Porto,24
Rio Ave,Famalicao,Vila do Conde,Famalicão,19
Rio Ave,Olhanense,Vila do Conde,Olhão,486
Rio Ave,SC Braga,Vila do Conde,Braga,36
Rio Ave,Silves,Vila do Conde,Silves,440
Rio Ave,Tondela,Vila do Conde,Tondela,109
Rio Tinto,Moura,Gondomar,Moura,354
Régua,Gondomar,Peso da Régua,Gondomar,81
SC Braga,Benfica,Braga,Lisbon,320
SC Braga,GIL Vicente,Braga,Barcelos,17
SC Braga,Moreirense,Braga,Moreira de Cónegos,22
SC Braga,Praiense,Braga,Praia da Vitória,1616
SC Braga,Santa Clara,Braga,Ponta Delgada,1538
SC Covilha,Freamunde,Covilhã,Freamunde,132
SC Covilha,Guimaraes,Covilhã,Guimarães,145
SC Covilha,Moreirense,Covilhã,Moreira de Cónegos,141
SC Covilha,Portimonense,Covilhã,Portimão,361
SC Paivense,Tirsense,Castelo de Paiva,Santo Tirso,38
Sacavenense,1º Dezembro,Sacavém,Sintra,23
Sacavenense,Alverca,Sacavém,Alverca do Ribatejo,13
Sacavenense,Arouca,Sacavém,Arouca,249
Sacavenense,Atlético CP,Sacavém,Lisbon,9
Sacavenense,Aves,Sacavém,Vila das Aves,292
Sacavenense,Fafe,Sacavém,Fafe,306
Sacavenense,Olhanense,Sacavém,Olhão,225
Sacavenense,Sintrense,Sacavém,Sintra,23
Sacavenense,Sporting CP,Sacavém,Lisbon,9
Sacavenense,Varzim,Sacavém,Póvoa de Varzim,289
Salgueiros,Foz,Porto,Porto,7
Salgueiros,SC Covilha,Porto,Covilhã,135
Salgueiros,Santa Maria FC,Porto,,9124
Sandinenses,CD Olivais e Moscavide,,Lisbon,7539
Sanjoanense,AD Nogueirense,São João da Madeira,Nogueira do Cravo,3
Sanjoanense,CF Os Belenenses,São João da Madeira,Lisbon,249
Sanjoanense,Canelas 2010,São João da Madeira,Vila Nova de Gaia,22
Sanjoanense,Crato,São João da Madeira,Crato,195
Sanjoanense,GIL Vicente,São João da Madeira,Barcelos,71
Sanjoanense,Ideal,São João da Madeira,Ponta Delgada,1519
Sanjoanense,Lusitano VRSA,São João da Madeira,Vila Real de Santo António,422
Sanjoanense,Os Marialvas,São João da Madeira,Cantanhede,62
Sanjoanense,Pedras Salgadas,São João da Madeira,Pedras Salgadas,104
Sanjoanense,Rio Ave,São João da Madeira,Vila do Conde,55
Sanjoanense,Sabugal,São João da Madeira,Sabugal,134
Sanjoanense,Salgueiros,São João da Madeira,Porto,31
Sanjoanense,Vitoria Setubal,São João da Madeira,Setúbal,266
Santa Clara,Belenenses,Ponta Delgada,Lisbon,1451
Santa Clara,Chaves,Ponta Delgada,Chaves,1614
Santa Clara,FC Porto,Ponta Delgada,Porto,1522
Santa Clara,Rio Ave,Ponta Delgada,Vila do Conde,1508
Santa Clara,Vianense,Ponta Delgada,Viana do Castelo,1507
Santa Cruz de Alvarenga,Gouveia,Arouca,Gouveia,76
Santa Eulália,Tirsense,Vizela,Santo Tirso,15
Santa Iria,Atlético Malveira,Santa Iria de Azóia,Malveira,19
Santa Iria,Guimaraes,Santa Iria de Azóia,Guimarães,296
Santa Iria,Lourinhanense,Santa Iria de Azóia,Lourinhã,49
Santa Iria,Praiense,Santa Iria de Azóia,Praia da Vitória,1561
Santa Marta Penaguião,Camacha,Vila Real,Camacha,1243
Santa Marta Penaguião,Cinfães,Vila Real,Cinfães,30
Santa Marta Penaguião,Leixoes,Vila Real,Matosinhos,76
Sertanense,Amarante,Sertã,Amarante,164
Sertanense,Beneditense,Sertã,Benedita,86
Sertanense,Benfica,Sertã,Lisbon,150
Sertanense,Benfica Castelo Branco,Sertã,Castelo Branco,50
Sertanense,Castro Daire,Sertã,Castro Daire,125
Sertanense,Estoril,Sertã,Estoril,164
Sertanense,Farense,Sertã,Faro,311
Sertanense,Lusitano FCV,Sertã,Vildemoinhos,97
Sertanense,Mafra,Sertã,Mafra,143
Sertanense,Marinhense,Sertã,Marinha Grande,71
Sertanense,Peniche,Sertã,Peniche,121
Sertanense,Tondela,Sertã,Tondela,80
Sertanense,U. Madeira,Sertã,Funchal,1119
Sesimbra,Oliveirense,Sesimbra,Oliveira de Azeméis,269
Silves,Chaves II,Silves,Chaves,487
Silves,Courense,Silves,Paredes de Coura,501
Silves,Paredes,Silves,Paredes,423
Sintra,Amarante,Sintra,Amarante,300
Sintra,Loures,Sintra,Loures,18
Sintra,Marinhense,Sintra,Marinha Grande,116
Sintrense,Estoril,Sintra,Estoril,10
Sintrense,FC Porto,Sintra,Porto,262
Sintrense,Fazendense,Sintra,Fazendas de Almeirim,81
Sintrense,Gafetense,Sintra,Gáfete,161
Sintrense,Operário,Sintra,"Lagoa, Azores",1421
Sintrense,Real,Sintra,Queluz,11
Sourense,Leixoes,Soure,Matosinhos,125
Sousense,Paredes,Gondomar,Paredes,18
Sporting CP,Dumiense,Lisbon,Braga,324
Sporting CP,Pacos Ferreira,Lisbon,Paços de Ferreira,292
Sporting CP,Praiense,Lisbon,Praia da Vitória,1557
Sporting CP,Varzim,Lisbon,Póvoa de Varzim,299
Sporting Mêda,Beira-Mar,Mêda,Aveiro,123
Sporting de Lourel,Beneditense,Sintra,Benedita,78
São João Ver,Lagos,Santa Maria da Feira,Lagos,427
São João Ver,Leixoes,Santa Maria da Feira,Matosinhos,28
São João Ver,Lusitânia Lourosa,Santa Maria da Feira,Santa Maria da Feira,4
São João Ver,Marinhense,Santa Maria da Feira,Marinha Grande,138
São João Ver,Mortágua,Santa Maria da Feira,Mortágua,68
São João Ver,Sanjoanense,Santa Maria da Feira,São João da Madeira,8
São Roque,Farense,"São Roque, São Miguel Island",Faro,
São Roque (Açores),Caldas,"São Roque, Azores",Caldas da Rainha,1661
São Roque (Açores),Estrela,"São Roque, Azores",Amadora,1659
São Roque (Açores),Torreense,"São Roque, Azores",Torres Vedras,1659
Tirsense,Leixoes,Santo Tirso,Matosinhos,25
Tirsense,Olímpico do Montijo,Santo Tirso,Montijo,295
Tocha,Esmoriz,Tocha,Esmoriz,72
Tocha,Rebordosa,Tocha,Paredes,104
Tondela,1º Dezembro,Tondela,Sintra,221
Tondela,Mafra,Tondela,Mafra,207
Tondela,Santa Clara,Tondela,Ponta Delgada,1550
Tondela,Vale Formoso,Tondela,Covilhã,63
Torcatense,Lusitano VRSA,Guimarães,Vila Real de Santo António,482
Torcatense,Maritimo,Guimarães,Funchal,1246
Torre de Moncorvo,Aguiar da Beira,Torre de Moncorvo,Aguiar da Beira,58
Torre de Moncorvo,Cinfães,Torre de Moncorvo,Cinfães,87
Torreense,Academico Viseu,Torres Vedras,Viseu,196
Torreense,Alverca,Torres Vedras,Alverca do Ribatejo,36
Torreense,Amora,Torres Vedras,Amora,63
Torreense,Coutada,Torres Vedras,Viseu,175
Torreense,Loures,Torres Vedras,Loures,38
Torreense,Mafra,Torres Vedras,Mafra,34
Torreense,Nacional,Torres Vedras,Funchal,1006
Torreense,Rio Ave,Torres Vedras,Vila do Conde,243
Torreense,União Almeirim,Torres Vedras,Almeirim,53
Trancoso,Oliveirense,Trancoso,Oliveira de Azeméis,96
Trofense,Arões,Trofa,Fafe,32
Trofense,Beira-Mar,Trofa,Aveiro,77
Trofense,Benfica,Trofa,Lisbon,292
Trofense,Caniçal,Trofa,Machico,1199
Trofense,Famalicao,Trofa,Famalicão,8
Trofense,Penafiel,Trofa,Penafiel,27
Trofense,SC Braga,Trofa,Braga,28
Trofense,Sintrense,Trofa,Sintra,290
Trofense,Vila Meã,Trofa,Amarante,33
Trofense,Vitoria Setubal,Trofa,Setúbal,313
Trofense,Vizela,Trofa,Vizela,21
Trofense,Águeda,Trofa,Águeda,84
U. Madeira,Chaves,Funchal,Chaves,1303
U. Madeira,Freamunde,Funchal,Freamunde,1222
U. Madeira,Guimaraes,Funchal,Guimarães,1238
U. Madeira,Lusitânia,Funchal,Angra do Heroísmo,1144
U. Madeira,Oriental Lisboa,Funchal,Lisbon,972
U. Madeira,Tirsense,Funchal,Santo Tirso,1220
U. Madeira,União Santiago,Funchal,Santiago do Cacém,953
U. Madeira,Vila Real,Funchal,Vila Real,1257
UD da Serra,Oliveirense,Marinha Grande,Oliveira de Azeméis,123
UD da Serra,Pedrógão São Pedro,Marinha Grande,Penamacor,151
União Almeirim,União Santarém,Almeirim,Santarém,41
União Ericeirense,Loures,Mafra,Loures,22
União Idanhense,AR São Martinho,Idanha-a-Nova,São Martinho,1187
União Idanhense,SC Covilha,Idanha-a-Nova,Covilhã,44
União Idanhense,Torreense,Idanha-a-Nova,Torres Vedras,186
União Idanhense,União de Tomar,Idanha-a-Nova,Tomar,106
União Micaelense,Alcochetense,,Alcochete,7552
União Montemor,Feirense,Montemor-o-Novo,Santa Maria da Feira,255
União Montemor,Vilaverdense,Montemor-o-Novo,Vila Verde,334
União Santarém,Farense,Santarém,Faro,268
União Santarém,Gavionenses,Santarém,Gavião,26
União Santarém,Loures,Santarém,Loures,107
União Santarém,Mafra,Santarém,Mafra,110
União Santarém,Proença-a-Nova,Santarém,,7649
União Santiago,Vasco da Gama Vidigueira,Santiago do Cacém,Vidigueira,81
União de Coimbra,Graciosa,Coimbra,Santa Cruz da Graciosa,1726
União de Leiria,Atlético Malveira,Leiria,Malveira,136
União de Leiria,Aves,Leiria,Vila das Aves,165
União de Leiria,Boavista,Leiria,Porto,144
União de Leiria,Crato,Leiria,Crato,88
