year,round,stage,fixture_id,fixture_date,team_name,team_id,opponent_name,opponent_id,team_win,team_home,fixture_length,fixture_location,opponent_rank_prev,opponent_league_rank_prev,opponent_division,team_division,team_rank_prev,team_league_rank_prev,team_rank,team_league_rank,rank_diff,team_rank_diff,team_better,team_max_stage,next_fixture_date,next_opponent_name,next_fixture_days,next_team_win,next_team_points,distance,city,league,team_size,mean_age,foreigners,mean_value,total_value,extra_time
2020,Round of 16,4,653237,2021-01-19 17:45:00+00:00,Vitesse,200,ADO Den Haag,198,1.0,1,90.0,GelreDome,17.0,17.0,1.0,1.0,7.0,7.0,4.0,4.0,10.0,-3.0,1,5,2021-01-23 17:45:00+00:00,Groningen,4,1.0,3,0.0,Arnhem,Eredivisie,31.0,22.7,16.0,1.02,31.5,0
2020,Quarter-finals,3,658915,2021-02-09 19:00:00+00:00,Vitesse,200,Excelsior,196,1.0,0,90.0,Van Donge & De Roo Stadion,25.0,7.0,2.0,1.0,7.0,7.0,4.0,4.0,18.0,-3.0,1,5,2021-02-14 15:45:00+00:00,Twente,4,0.0,0,7949.0,Arnhem,Eredivisie,31.0,22.7,16.0,1.02,31.5,0
2020,Semi-finals,2,676963,2021-03-02 20:00:00+00:00,Vitesse,200,VVV Venlo,204,1.0,1,90.0,GelreDome,13.0,13.0,1.0,1.0,7.0,7.0,4.0,4.0,6.0,-3.0,1,5,2021-03-07 15:45:00+00:00,AZ Alkmaar,4,1.0,3,0.0,Arnhem,Eredivisie,31.0,22.7,16.0,1.02,31.5,0
2020,Final,1,682096,2021-04-18 16:00:00+00:00,Vitesse,200,Ajax,194,0.0,0,90.0,Stadion Feijenoord,1.0,1.0,1.0,1.0,7.0,7.0,4.0,4.0,-6.0,-3.0,0,5,2021-04-25 14:45:00+00:00,Feyenoord,6,,1,70.0,Arnhem,Eredivisie,31.0,22.7,16.0,1.02,31.5,0
2021,2nd Round,5,810058,2021-12-15 17:00:00+00:00,Vitesse,200,Sparta Rotterdam,426,1.0,1,90.0,GelreDome,8.0,8.0,1.0,1.0,4.0,4.0,6.0,6.0,4.0,2.0,1,5,2021-12-18 17:45:00+00:00,Sparta Rotterdam,3,,1,0.0,Arnhem,Eredivisie,36.0,22.8,19.0,1.31,47.1,0
2021,Round of 16,4,818077,2022-01-18 19:00:00+00:00,Vitesse,200,DVS 33 Ermelo,1244,1.0,1,90.0,GelreDome,88.0,8.0,3.0,1.0,4.0,4.0,6.0,6.0,84.0,2.0,1,5,2022-01-22 17:45:00+00:00,Groningen,3,0.0,0,0.0,Arnhem,Eredivisie,36.0,22.8,19.0,1.31,47.1,0
2021,Quarter-finals,3,828024,2022-02-09 18:00:00+00:00,Vitesse,200,Ajax,194,0.0,0,90.0,Johan Cruijff Arena,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,-3.0,2.0,0,5,2022-02-12 19:00:00+00:00,PSV Eindhoven,3,0.0,0,70.0,Arnhem,Eredivisie,36.0,22.8,19.0,1.31,47.1,0
2022,1st Round,6,962555,2022-10-19 18:00:00+00:00,Vitesse,200,Kozakken Boys,1242,0.0,0,120.0,Sportpark De Zwaaier,88.0,8.0,3.0,1.0,6.0,6.0,10.0,10.0,82.0,4.0,1,6,2022-10-22 19:00:00+00:00,Emmen,3,1.0,3,35.0,Arnhem,Eredivisie,32.0,23.7,15.0,1.37,43.7,1
2017,1st Round,6,44888,2017-09-19 18:45:00+00:00,AZ Alkmaar,201,MVV,412,1.0,0,90.0,De Geusselt (Maastricht),25.0,7.0,2.0,1.0,6.0,6.0,3.0,3.0,19.0,-3.0,1,6,2017-09-24 14:45:00+00:00,Excelsior,4,0.0,0,82.0,Alkmaar,Eredivisie,34.0,23.2,10.0,2.08,70.68,0
2017,2nd Round,5,44854,2017-10-26 18:45:00+00:00,AZ Alkmaar,201,Almere City FC,419,1.0,0,90.0,Yanmar Stadion (Almere),26.0,8.0,2.0,1.0,6.0,6.0,3.0,3.0,20.0,-3.0,1,6,2017-10-29 15:45:00+00:00,Heerenveen,2,1.0,3,42.0,Alkmaar,Eredivisie,34.0,23.2,10.0,2.08,70.68,0
2017,8th Finals,4,44849,2017-12-20 18:45:00+00:00,AZ Alkmaar,201,Fortuna Sittard,205,1.0,0,90.0,Fortuna Sittard Stadion (Sittard),35.0,17.0,2.0,1.0,6.0,6.0,3.0,3.0,29.0,-3.0,1,6,2017-12-23 18:45:00+00:00,Heerenveen,3,1.0,3,196.0,Alkmaar,Eredivisie,34.0,23.2,10.0,2.08,70.68,0
2017,Quarter-finals,3,44844,2018-01-31 17:30:00+00:00,AZ Alkmaar,201,PEC Zwolle,193,1.0,1,90.0,AFAS Stadion (Alkmaar),14.0,14.0,1.0,1.0,6.0,6.0,3.0,3.0,8.0,-3.0,1,6,2018-02-04 13:30:00+00:00,Roda,3,,1,0.0,Alkmaar,Eredivisie,34.0,23.2,10.0,2.08,70.68,0
2017,Semi-finals,2,44841,2018-02-28 17:30:00+00:00,AZ Alkmaar,201,Twente,415,1.0,1,90.0,AFAS Stadion (Alkmaar),7.0,7.0,1.0,1.0,6.0,6.0,3.0,3.0,1.0,-3.0,1,6,2018-03-03 17:30:00+00:00,Excelsior,3,1.0,3,0.0,Alkmaar,Eredivisie,34.0,23.2,10.0,2.08,70.68,0
2017,Final,1,44839,2018-04-22 16:00:00+00:00,AZ Alkmaar,201,Feyenoord,209,0.0,1,90.0,Stadion Feijenoord (Rotterdam),1.0,1.0,1.0,1.0,6.0,6.0,3.0,3.0,-5.0,-3.0,0,6,2018-04-29 12:30:00+00:00,Ajax,6,0.0,0,0.0,Alkmaar,Eredivisie,34.0,23.2,10.0,2.08,70.68,0
2018,1st Round,6,44794,2018-09-27 15:00:00+00:00,AZ Alkmaar,201,Alcides,1231,1.0,0,90.0,Sportpark Ezinge (Alcides) (Meppel),88.0,8.0,3.0,1.0,3.0,3.0,4.0,4.0,85.0,1.0,1,6,2018-09-30 12:30:00+00:00,PEC Zwolle,2,,1,99.0,Alkmaar,Eredivisie,39.0,23.2,13.0,1.73,67.5,0
2018,2nd Round,5,44831,2018-10-31 18:45:00+00:00,AZ Alkmaar,201,VVV Venlo,204,1.0,1,90.0,AFAS Stadion (Alkmaar),10.0,10.0,1.0,1.0,3.0,3.0,4.0,4.0,7.0,1.0,1,6,2018-11-03 19:45:00+00:00,De Graafschap,3,1.0,3,0.0,Alkmaar,Eredivisie,39.0,23.2,13.0,1.73,67.5,0
2018,8th Finals,4,55940,2018-12-18 19:45:00+00:00,AZ Alkmaar,201,PEC Zwolle,193,1.0,1,90.0,AFAS Stadion (Alkmaar),5.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1,6,2018-12-22 18:45:00+00:00,PSV Eindhoven,3,0.0,0,0.0,Alkmaar,Eredivisie,39.0,23.2,13.0,1.73,67.5,0
2018,Quarter-finals,3,69833,2019-01-22 19:45:00+00:00,AZ Alkmaar,201,Vitesse,200,1.0,1,90.0,AFAS Stadion (Alkmaar),7.0,7.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,1,6,2019-01-27 15:45:00+00:00,Heerenveen,4,1.0,3,0.0,Alkmaar,Eredivisie,39.0,23.2,13.0,1.73,67.5,0
2018,Semi-finals,2,77301,2019-02-28 19:45:00+00:00,AZ Alkmaar,201,Willem II,195,0.0,0,120.0,Koning Willem II Stadion (Tilburg),14.0,14.0,1.0,1.0,3.0,3.0,4.0,4.0,11.0,1.0,1,6,2019-03-03 15:45:00+00:00,Fortuna Sittard,2,1.0,3,,Alkmaar,Eredivisie,39.0,23.2,13.0,1.73,67.5,1
2019,2nd Round,5,250179,2019-12-18 18:45:00+00:00,AZ Alkmaar,201,Groene Ster,1236,1.0,1,90.0,AFAS Stadion,88.0,8.0,3.0,1.0,4.0,4.0,2.0,2.0,84.0,-2.0,1,5,2019-12-21 18:45:00+00:00,Sparta Rotterdam,3,0.0,0,0.0,Alkmaar,Eredivisie,30.0,23.6,11.0,4.34,130.05,0
2019,8th Finals,4,296614,2020-01-21 17:30:00+00:00,AZ Alkmaar,201,FC OSS,423,1.0,0,90.0,Frans Heesen Stadion,24.0,6.0,2.0,1.0,4.0,4.0,2.0,2.0,20.0,-2.0,1,5,2020-01-25 17:30:00+00:00,Heerenveen,4,1.0,3,109.0,Alkmaar,Eredivisie,30.0,23.6,11.0,4.34,130.05,0
2019,Quarter-finals,3,321045,2020-02-12 17:30:00+00:00,AZ Alkmaar,201,NAC Breda,203,0.0,1,90.0,AFAS Stadion,18.0,18.0,1.0,1.0,4.0,4.0,2.0,2.0,14.0,-2.0,1,5,2020-02-15 17:30:00+00:00,Twente,3,0.0,0,0.0,Alkmaar,Eredivisie,30.0,23.6,11.0,4.34,130.05,0
2020,Round of 16,4,653238,2021-01-20 20:00:00+00:00,AZ Alkmaar,201,Ajax,194,0.0,1,90.0,AFAS Stadion,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,-1.0,1.0,0,4,2021-01-24 15:45:00+00:00,Feyenoord,3,1.0,3,0.0,Alkmaar,Eredivisie,42.0,23.3,12.0,3.23,135.53,0
2021,2nd Round,5,810052,2021-12-15 17:00:00+00:00,AZ Alkmaar,201,Heracles,206,1.0,1,90.0,AFAS Stadion,9.0,9.0,1.0,1.0,3.0,3.0,5.0,5.0,6.0,2.0,1,5,2021-12-18 19:00:00+00:00,Willem II,3,1.0,3,0.0,Alkmaar,Eredivisie,38.0,22.6,13.0,2.61,99.23,0
2021,Round of 16,4,818072,2022-01-19 20:00:00+00:00,AZ Alkmaar,201,Twente,415,1.0,0,90.0,De Grolsch Veste,10.0,10.0,1.0,1.0,3.0,3.0,5.0,5.0,7.0,2.0,1,5,2022-01-22 19:00:00+00:00,Cambuur,2,,1,143.0,Alkmaar,Eredivisie,38.0,22.6,13.0,2.61,99.23,0
2021,Quarter-finals,3,828023,2022-02-09 18:00:00+00:00,AZ Alkmaar,201,Waalwijk,417,1.0,0,90.0,Mandemakers Stadion,15.0,15.0,1.0,1.0,3.0,3.0,5.0,5.0,12.0,2.0,1,5,2022-02-13 11:15:00+00:00,GO Ahead Eagles,3,1.0,3,105.0,Alkmaar,Eredivisie,38.0,22.6,13.0,2.61,99.23,0
2021,Semi-finals,2,841811,2022-03-03 19:00:00+00:00,AZ Alkmaar,201,Ajax,194,0.0,1,90.0,AFAS Stadion,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,-2.0,2.0,0,5,2022-03-06 15:45:00+00:00,NEC Nijmegen,2,1.0,3,0.0,Alkmaar,Eredivisie,38.0,22.6,13.0,2.61,99.23,0
2022,2nd Round,5,968108,2023-01-11 17:45:00+00:00,AZ Alkmaar,201,Excelsior,196,1.0,0,90.0,Van Donge & De Roo Stadion,24.0,6.0,2.0,1.0,5.0,5.0,4.0,4.0,19.0,-1.0,1,5,2023-01-14 17:45:00+00:00,Heerenveen,3,1.0,3,7880.0,Alkmaar,Eredivisie,38.0,23.3,15.0,3.58,135.93,0
2022,Round of 16,4,989524,2023-02-07 17:45:00+00:00,AZ Alkmaar,201,Utrecht,207,0.0,1,120.0,AFAS Stadion,7.0,7.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0,-1.0,1,5,2023-02-10 19:00:00+00:00,Excelsior,3,1.0,3,0.0,Alkmaar,Eredivisie,38.0,23.3,15.0,3.58,135.93,1
2017,1st Round,6,44873,2017-09-21 16:30:00+00:00,Groningen,202,Hercules,1264,1.0,0,90.0,Stadion Galgenwaard (Utrecht),88.0,8.0,3.0,1.0,8.0,8.0,13.0,13.0,80.0,5.0,1,6,2017-09-24 12:30:00+00:00,Twente,2,1.0,3,183.0,Groningen,Eredivisie,31.0,23.0,13.0,0.977,30.3,0
2017,2nd Round,5,44857,2017-10-25 17:45:00+00:00,Groningen,202,Roda,414,0.0,0,90.0,Parkstad Limburg Stadion (Kerkrade),17.0,17.0,1.0,1.0,8.0,8.0,13.0,13.0,9.0,5.0,1,6,2017-10-29 13:30:00+00:00,Sparta Rotterdam,3,0.0,0,199.0,Groningen,Eredivisie,31.0,23.0,13.0,0.977,30.3,0
2018,1st Round,6,44793,2018-09-27 16:30:00+00:00,Groningen,202,Twente,415,0.0,1,90.0,Hitachi Capital Mobility Stadium (Groningen),17.0,17.0,1.0,1.0,13.0,13.0,8.0,8.0,4.0,-5.0,1,6,2018-09-30 12:30:00+00:00,Utrecht,2,,1,0.0,Groningen,Eredivisie,33.0,23.1,14.0,1.24,41.0,0
2019,1st Round,6,247666,2019-10-30 18:45:00+00:00,Groningen,202,Harkemase Boys,1258,1.0,0,90.0,Sportpark de Bosk (Harkema),88.0,8.0,3.0,1.0,8.0,8.0,9.0,9.0,80.0,1.0,1,6,2019-11-03 13:30:00+00:00,Willem II,3,1.0,3,30.0,Groningen,Eredivisie,37.0,22.2,15.0,0.822,30.4,0
2019,2nd Round,5,250183,2019-12-19 17:30:00+00:00,Groningen,202,Utrecht,207,0.0,1,90.0,Hitachi Capital Mobility Stadium,6.0,6.0,1.0,1.0,8.0,8.0,9.0,9.0,-2.0,1.0,0,6,2019-12-22 13:30:00+00:00,Emmen,2,1.0,3,0.0,Groningen,Eredivisie,37.0,22.2,15.0,0.822,30.4,0
2020,2nd Round,5,648117,2020-12-15 20:00:00+00:00,Groningen,202,Emmen,208,0.0,0,90.0,De Oude Meerdijk,12.0,12.0,1.0,1.0,9.0,9.0,7.0,7.0,3.0,-2.0,1,5,2020-12-19 15:30:00+00:00,Sparta Rotterdam,3,1.0,3,58.0,Groningen,Eredivisie,36.0,22.8,16.0,0.946,34.05,0
2021,1st Round,6,800885,2021-10-27 19:00:00+00:00,Groningen,202,Helmond Sport,424,1.0,1,90.0,Euroborg,30.0,12.0,2.0,1.0,7.0,7.0,12.0,12.0,23.0,5.0,1,6,2021-10-31 13:30:00+00:00,NEC Nijmegen,3,0.0,0,0.0,Groningen,Eredivisie,36.0,22.9,19.0,1.2,43.35,0
2021,2nd Round,5,810048,2021-12-15 19:00:00+00:00,Groningen,202,Excelsior,196,1.0,0,120.0,Van Donge & De Roo Stadion,27.0,9.0,2.0,1.0,7.0,7.0,12.0,12.0,20.0,5.0,1,6,2021-12-18 19:00:00+00:00,Heracles,3,0.0,0,8006.0,Groningen,Eredivisie,36.0,22.9,19.0,1.2,43.35,1
2021,Round of 16,4,818078,2022-01-19 17:45:00+00:00,Groningen,202,NEC Nijmegen,413,0.0,1,90.0,Euroborg,25.0,7.0,2.0,1.0,7.0,7.0,12.0,12.0,18.0,5.0,1,6,2022-01-22 17:45:00+00:00,Vitesse,3,1.0,3,0.0,Groningen,Eredivisie,36.0,22.9,19.0,1.2,43.35,0
2022,1st Round,6,962547,2022-10-19 16:45:00+00:00,Groningen,202,Dordrecht,409,1.0,0,90.0,Matchoholic Stadion,35.0,17.0,2.0,1.0,12.0,12.0,18.0,18.0,23.0,6.0,1,6,2022-10-23 12:30:00+00:00,PSV Eindhoven,3,1.0,3,206.0,Groningen,Eredivisie,45.0,23.0,23.0,1.08,48.78,0
2022,2nd Round,5,968103,2023-01-12 19:00:00+00:00,Groningen,202,Spakenburg,1249,0.0,1,90.0,Euroborg,88.0,8.0,3.0,1.0,12.0,12.0,18.0,18.0,76.0,6.0,1,6,2023-01-15 15:45:00+00:00,Feyenoord,2,0.0,0,0.0,Groningen,Eredivisie,45.0,23.0,23.0,1.08,48.78,0
2017,1st Round,6,44876,2017-09-20 17:45:00+00:00,NAC Breda,203,Achilles 29,806,0.0,0,90.0,Sportpark De Heikant (Groesbeek),38.0,20.0,2.0,2.0,23.0,5.0,15.0,15.0,15.0,-8.0,1,6,2017-09-23 17:45:00+00:00,Feyenoord,3,1.0,3,54.0,Breda,Eredivisie,36.0,23.0,20.0,0.476,17.15,0
2018,1st Round,6,44821,2018-09-25 16:30:00+00:00,NAC Breda,203,Waalwijk,417,0.0,0,90.0,Mandemakers Stadion (Waalwijk),36.0,18.0,2.0,1.0,15.0,15.0,18.0,18.0,21.0,3.0,1,6,2018-09-29 16:30:00+00:00,PSV Eindhoven,4,0.0,0,21.0,Breda,Eredivisie,40.0,23.8,21.0,0.431,17.25,0
2019,1st Round,6,242794,2019-10-29 19:45:00+00:00,NAC Breda,203,Emmen,208,1.0,1,90.0,Rat Verlegh Stadion (Breda),14.0,14.0,1.0,1.0,18.0,18.0,23.0,5.0,-4.0,5.0,0,6,2019-11-01 19:00:00+00:00,GO Ahead Eagles,2,,1,0.0,Breda,Eerste_Divisie,30.0,22.1,14.0,0.392,11.75,0
2019,2nd Round,5,250187,2019-12-18 18:45:00+00:00,NAC Breda,203,Sparta Nijkerk,1274,1.0,0,120.0,Sportpark De Ebbenhorst (Nijkerk),88.0,8.0,3.0,1.0,18.0,18.0,23.0,5.0,70.0,5.0,1,6,2019-12-21 18:45:00+00:00,Dordrecht,3,1.0,3,87.0,Breda,Eerste_Divisie,30.0,22.1,14.0,0.392,11.75,1
2019,8th Finals,4,296615,2020-01-23 19:45:00+00:00,NAC Breda,203,PSV Eindhoven,197,1.0,1,90.0,Rat Verlegh Stadion,2.0,2.0,1.0,1.0,18.0,18.0,23.0,5.0,-16.0,5.0,0,6,2020-01-26 13:45:00+00:00,GO Ahead Eagles,2,0.0,0,0.0,Breda,Eerste_Divisie,30.0,22.1,14.0,0.392,11.75,0
2019,Quarter-finals,3,321045,2020-02-12 17:30:00+00:00,NAC Breda,203,AZ Alkmaar,201,1.0,0,90.0,AFAS Stadion,4.0,4.0,1.0,1.0,18.0,18.0,23.0,5.0,-14.0,5.0,0,6,2020-02-17 19:00:00+00:00,Jong Ajax,5,1.0,3,113.0,Breda,Eerste_Divisie,30.0,22.1,14.0,0.392,11.75,0
2019,Semi-finals,2,324108,2020-03-05 19:45:00+00:00,NAC Breda,203,Feyenoord,209,0.0,0,90.0,De Kuip,3.0,3.0,1.0,1.0,18.0,18.0,23.0,5.0,-15.0,5.0,0,6,2020-03-08 13:30:00+00:00,Roda,2,1.0,3,93.0,Breda,Eerste_Divisie,30.0,22.1,14.0,0.392,11.75,0
2020,1st Round,6,640177,2020-10-26 20:00:00+00:00,NAC Breda,203,GO Ahead Eagles,410,0.0,0,90.0,De Adelaarshorst,24.0,6.0,2.0,2.0,23.0,5.0,23.0,5.0,1.0,0.0,1,6,2020-10-30 20:00:00+00:00,NEC Nijmegen,4,0.0,0,125.0,Breda,Eerste_Divisie,44.0,23.5,18.0,0.282,12.43,0
2021,1st Round,6,800869,2021-10-26 19:00:00+00:00,NAC Breda,203,VVV Venlo,204,1.0,1,120.0,Rat Verlegh Stadion,17.0,17.0,1.0,2.0,23.0,5.0,26.0,8.0,-6.0,3.0,0,6,2021-10-30 18:00:00+00:00,FC OSS,3,1.0,3,0.0,Breda,Eerste_Divisie,37.0,23.4,15.0,0.259,9.6,1
2021,2nd Round,5,810057,2021-12-14 20:00:00+00:00,NAC Breda,203,Utrecht,207,1.0,1,90.0,Rat Verlegh Stadion,6.0,6.0,1.0,2.0,23.0,5.0,26.0,8.0,-17.0,3.0,0,6,2021-12-17 19:00:00+00:00,ADO Den Haag,2,0.0,0,0.0,Breda,Eerste_Divisie,37.0,23.4,15.0,0.259,9.6,0
2021,Round of 16,4,818071,2022-01-19 19:00:00+00:00,NAC Breda,203,PEC Zwolle,193,1.0,1,90.0,Rat Verlegh Stadion,13.0,13.0,1.0,2.0,23.0,5.0,26.0,8.0,-10.0,3.0,0,6,2022-01-22 15:30:00+00:00,Emmen,2,0.0,0,0.0,Breda,Eerste_Divisie,37.0,23.4,15.0,0.259,9.6,0
2021,Quarter-finals,3,828022,2022-02-08 18:00:00+00:00,NAC Breda,203,PSV Eindhoven,197,0.0,0,90.0,Philips Stadion,2.0,2.0,1.0,2.0,23.0,5.0,26.0,8.0,-21.0,3.0,0,6,2022-02-13 11:15:00+00:00,Den Bosch,4,1.0,3,53.0,Breda,Eerste_Divisie,37.0,23.4,15.0,0.259,9.6,0
2022,1st Round,6,962554,2022-10-19 18:00:00+00:00,NAC Breda,203,Hercules,1264,1.0,0,90.0,Sportcomplex Zoudenbalch,88.0,8.0,3.0,2.0,26.0,8.0,24.0,6.0,62.0,-2.0,1,6,2022-10-22 18:00:00+00:00,Dordrecht,3,1.0,3,72.0,Breda,Eerste_Divisie,40.0,24.0,13.0,0.255,10.2,0
2022,2nd Round,5,968110,2023-01-10 19:00:00+00:00,NAC Breda,203,FC Eindhoven,422,1.0,1,120.0,Rat Verlegh Stadion,21.0,3.0,2.0,2.0,26.0,8.0,24.0,6.0,-5.0,-2.0,0,6,2023-01-13 19:00:00+00:00,Helmond Sport,3,,1,0.0,Breda,Eerste_Divisie,40.0,24.0,13.0,0.255,10.2,1
2022,Round of 16,4,989519,2023-02-07 20:00:00+00:00,NAC Breda,203,Heerenveen,210,0.0,1,90.0,Rat Verlegh Stadion,8.0,8.0,1.0,2.0,26.0,8.0,24.0,6.0,-18.0,-2.0,0,6,2023-02-10 19:00:00+00:00,De Graafschap,2,1.0,3,0.0,Breda,Eerste_Divisie,40.0,24.0,13.0,0.255,10.2,0
2017,1st Round,6,44872,2017-09-21 17:45:00+00:00,VVV Venlo,204,Blauw Geel,1263,1.0,0,90.0,Prins Willem Alexander Sportpark (Veghel),88.0,8.0,3.0,2.0,19.0,1.0,10.0,10.0,69.0,-9.0,1,6,2017-09-24 12:30:00+00:00,PEC Zwolle,2,,1,53.0,Venlo,Eredivisie,35.0,23.5,10.0,0.388,13.58,0
2017,2nd Round,5,44861,2017-10-25 16:30:00+00:00,VVV Venlo,204,Utrecht,207,1.0,1,90.0,Seacon Stadion De Koel (Venlo),4.0,4.0,1.0,2.0,19.0,1.0,10.0,10.0,-15.0,-9.0,0,6,2017-10-28 16:30:00+00:00,Heracles,3,0.0,0,0.0,Venlo,Eredivisie,35.0,23.5,10.0,0.388,13.58,0
2017,8th Finals,4,44850,2017-12-20 17:30:00+00:00,VVV Venlo,204,PSV Eindhoven,197,0.0,0,90.0,Philips Stadion (Eindhoven),3.0,3.0,1.0,2.0,19.0,1.0,10.0,10.0,-16.0,-9.0,0,6,2017-12-24 13:30:00+00:00,Heracles,3,1.0,3,49.0,Venlo,Eredivisie,35.0,23.5,10.0,0.388,13.58,0
2018,1st Round,6,44807,2018-09-25 17:45:00+00:00,VVV Venlo,204,Westlandia,1243,1.0,0,90.0,Sportpark De Hoge Bomen (Naaldwijk),88.0,8.0,3.0,1.0,10.0,10.0,12.0,12.0,78.0,2.0,1,6,2018-09-29 18:45:00+00:00,Excelsior,4,0.0,0,151.0,Venlo,Eredivisie,28.0,24.5,9.0,0.585,16.38,0
2018,2nd Round,5,44831,2018-10-31 18:45:00+00:00,VVV Venlo,204,AZ Alkmaar,201,0.0,0,90.0,AFAS Stadion (Alkmaar),3.0,3.0,1.0,1.0,10.0,10.0,12.0,12.0,-7.0,2.0,0,6,2018-11-10 19:45:00+00:00,Fortuna Sittard,10,1.0,3,170.0,Venlo,Eredivisie,28.0,24.5,9.0,0.585,16.38,0
2019,1st Round,6,247660,2019-10-30 18:45:00+00:00,VVV Venlo,204,Groene Ster,1236,0.0,0,120.0,Sportpark Pronsenbroek (Heerlen),88.0,8.0,3.0,1.0,12.0,12.0,13.0,13.0,76.0,1.0,1,6,2019-11-03 13:30:00+00:00,Feyenoord,3,0.0,0,53.0,Venlo,Eredivisie,32.0,24.7,16.0,0.376,12.03,1
2020,1st Round,6,640167,2020-10-27 18:45:00+00:00,VVV Venlo,204,Den Bosch,421,1.0,1,90.0,Covebo Stadion - De Koel -,29.0,11.0,2.0,1.0,13.0,13.0,17.0,17.0,16.0,4.0,1,6,2020-10-31 19:00:00+00:00,Groningen,4,0.0,0,0.0,Venlo,Eredivisie,33.0,25.2,18.0,0.416,13.73,0
2020,2nd Round,5,648116,2020-12-16 15:30:00+00:00,VVV Venlo,204,Almere City FC,419,1.0,0,90.0,Yanmar Stadion,27.0,9.0,2.0,1.0,13.0,13.0,17.0,17.0,14.0,4.0,1,6,2020-12-19 17:45:00+00:00,Twente,3,0.0,0,131.0,Venlo,Eredivisie,33.0,25.2,18.0,0.416,13.73,0
2020,Round of 16,4,653243,2021-01-21 20:00:00+00:00,VVV Venlo,204,GO Ahead Eagles,410,1.0,1,90.0,Covebo Stadion - De Koel -,24.0,6.0,2.0,1.0,13.0,13.0,17.0,17.0,11.0,4.0,1,6,2021-01-24 13:30:00+00:00,Twente,2,1.0,3,0.0,Venlo,Eredivisie,33.0,25.2,18.0,0.416,13.73,0
2020,Quarter-finals,3,658917,2021-02-17 15:30:00+00:00,VVV Venlo,204,NEC Nijmegen,413,1.0,0,120.0,Erve Asito,26.0,8.0,2.0,1.0,13.0,13.0,17.0,17.0,13.0,4.0,1,6,2021-02-20 19:00:00+00:00,AZ Alkmaar,3,0.0,0,57.0,Venlo,Eredivisie,33.0,25.2,18.0,0.416,13.73,1
2020,Semi-finals,2,676963,2021-03-02 20:00:00+00:00,VVV Venlo,204,Vitesse,200,0.0,0,90.0,GelreDome,7.0,7.0,1.0,1.0,13.0,13.0,17.0,17.0,-6.0,4.0,0,6,2021-03-06 15:30:00+00:00,Feyenoord,3,0.0,0,75.0,Venlo,Eredivisie,33.0,25.2,18.0,0.416,13.73,0
2021,1st Round,6,800869,2021-10-26 19:00:00+00:00,VVV Venlo,204,NAC Breda,203,0.0,0,120.0,Rat Verlegh Stadion,23.0,5.0,2.0,1.0,17.0,17.0,28.0,10.0,6.0,11.0,0,6,2021-10-29 18:00:00+00:00,Emmen,2,0.0,0,102.0,Venlo,Eerste_Divisie,38.0,22.4,11.0,0.227,8.63,1
2022,1st Round,6,962557,2022-10-20 18:00:00+00:00,VVV Venlo,204,Dongen,1285,1.0,0,90.0,Sportpark De Biezen,88.0,8.0,3.0,2.0,28.0,10.0,25.0,7.0,60.0,-3.0,1,6,2022-10-24 18:00:00+00:00,Jong Ajax,4,,1,90.0,Venlo,Eerste_Divisie,33.0,22.5,9.0,0.242,7.98,0
2022,2nd Round,5,968101,2023-01-11 19:00:00+00:00,VVV Venlo,204,Emmen,208,0.0,1,90.0,Covebo Stadion - De Koel -,19.0,1.0,2.0,2.0,28.0,10.0,25.0,7.0,-9.0,-3.0,0,6,2023-01-20 19:00:00+00:00,PEC Zwolle,9,0.0,0,0.0,Venlo,Eerste_Divisie,33.0,22.5,9.0,0.242,7.98,0
2017,1st Round,6,44895,2017-09-19 17:45:00+00:00,Fortuna Sittard,205,Noordwijk,1247,1.0,0,90.0,Sportpark Duinwetering (Noordwijk),88.0,8.0,3.0,2.0,35.0,17.0,21.0,3.0,53.0,-14.0,1,6,2017-09-22 18:00:00+00:00,Jong AZ,3,1.0,3,169.0,Sittard,Eerste_Divisie,33.0,21.2,17.0,0.241,7.95,0
2017,2nd Round,5,44864,2017-10-24 17:45:00+00:00,Fortuna Sittard,205,GO Ahead Eagles,410,1.0,1,90.0,Fortuna Sittard Stadion (Sittard),18.0,18.0,1.0,2.0,35.0,17.0,21.0,3.0,-17.0,-14.0,0,6,2017-10-27 18:00:00+00:00,De Graafschap,3,0.0,0,0.0,Sittard,Eerste_Divisie,33.0,21.2,17.0,0.241,7.95,0
2017,8th Finals,4,44849,2017-12-20 18:45:00+00:00,Fortuna Sittard,205,AZ Alkmaar,201,0.0,1,90.0,Fortuna Sittard Stadion (Sittard),6.0,6.0,1.0,2.0,35.0,17.0,21.0,3.0,-29.0,-14.0,0,6,2017-12-23 18:45:00+00:00,Jong Utrecht,3,1.0,3,0.0,Sittard,Eerste_Divisie,33.0,21.2,17.0,0.241,7.95,0
