year,round,stage,fixture_id,fixture_date,team_name,team_id,opponent_name,opponent_id,team_win,team_home,fixture_length,fixture_location,opponent_rank_prev,opponent_league_rank_prev,opponent_division,team_division,team_rank_prev,team_league_rank_prev,team_rank,team_league_rank,rank_diff,team_rank_diff,team_better,team_max_stage,next_fixture_date,next_opponent_name,next_fixture_days,next_team_win,next_team_points,distance,city,league,team_size,mean_age,foreigners,mean_value,total_value,extra_time
2018,1st Round,6,44813,2018-09-25 17:45:00+00:00,Fortuna Sittard,205,Helmond Sport,424,1.0,0,90.0,SolarUnie Stadion (Helmond),37.0,19.0,2.0,2.0,21.0,3.0,15.0,15.0,16.0,-6.0,1,6,2018-09-29 18:45:00+00:00,Ajax,4,0.0,0,56.0,Sittard,Eredivisie,44.0,22.5,27.0,0.484,21.3,0
2018,2nd Round,5,44837,2018-11-01 17:30:00+00:00,Fortuna Sittard,205,NEC Nijmegen,413,1.0,0,90.0,Goffertstadion (Nijmegen),19.0,1.0,2.0,2.0,21.0,3.0,15.0,15.0,-2.0,-6.0,1,6,2018-11-04 13:30:00+00:00,PEC Zwolle,2,1.0,3,95.0,Sittard,Eredivisie,44.0,22.5,27.0,0.484,21.3,0
2018,8th Finals,4,55942,2018-12-19 18:45:00+00:00,Fortuna Sittard,205,Cambuur,420,1.0,1,90.0,Fortuna Sittard Stadion (Sittard),30.0,12.0,2.0,2.0,21.0,3.0,15.0,15.0,9.0,-6.0,1,6,2018-12-22 17:30:00+00:00,Groningen,2,,1,0.0,Sittard,Eredivisie,44.0,22.5,27.0,0.484,21.3,0
2018,Quarter-finals,3,69835,2019-01-23 19:45:00+00:00,Fortuna Sittard,205,Feyenoord,209,0.0,0,90.0,Stadion Feijenoord (Rotterdam),4.0,4.0,1.0,2.0,21.0,3.0,15.0,15.0,-17.0,-6.0,0,6,2019-01-27 11:15:00+00:00,Vitesse,3,1.0,3,29.0,Sittard,Eredivisie,44.0,22.5,27.0,0.484,21.3,0
2019,1st Round,6,242791,2019-10-31 19:45:00+00:00,Fortuna Sittard,205,ADO Den Haag,198,1.0,1,90.0,Fortuna Sittard Stadion (Sittard),9.0,9.0,1.0,1.0,15.0,15.0,16.0,16.0,-6.0,1.0,0,6,2019-11-03 13:30:00+00:00,Utrecht,2,0.0,0,0.0,Sittard,Eredivisie,33.0,22.4,24.0,0.396,13.08,0
2019,2nd Round,5,250184,2019-12-17 19:45:00+00:00,Fortuna Sittard,205,PEC Zwolle,193,1.0,1,90.0,Fortuna Sittard Stadion (Sittard),13.0,13.0,1.0,1.0,15.0,15.0,16.0,16.0,-2.0,1.0,0,6,2019-12-21 19:45:00+00:00,Willem II,4,,1,0.0,Sittard,Eredivisie,33.0,22.4,24.0,0.396,13.08,0
2019,8th Finals,4,296608,2020-01-28 19:00:00+00:00,Fortuna Sittard,205,Feyenoord,209,0.0,1,120.0,Fortuna Sittard Stadion,3.0,3.0,1.0,1.0,15.0,15.0,16.0,16.0,-12.0,1.0,0,6,2020-02-02 13:30:00+00:00,Heerenveen,4,1.0,3,0.0,Sittard,Eredivisie,33.0,22.4,24.0,0.396,13.08,1
2020,1st Round,6,640171,2020-10-28 20:00:00+00:00,Fortuna Sittard,205,Roda,414,1.0,0,90.0,Parkstad Limburg Stadion,35.0,17.0,2.0,1.0,16.0,16.0,11.0,11.0,19.0,-5.0,1,6,2020-10-31 19:00:00+00:00,Ajax,2,0.0,0,162.0,Sittard,Eredivisie,37.0,24.2,23.0,0.501,18.55,0
2020,Round of 16,4,653239,2021-01-21 17:45:00+00:00,Fortuna Sittard,205,NEC Nijmegen,413,0.0,0,120.0,Goffertstadion,26.0,8.0,2.0,1.0,16.0,16.0,11.0,11.0,10.0,-5.0,1,6,2021-01-24 11:15:00+00:00,Ajax,2,0.0,0,95.0,Sittard,Eredivisie,37.0,24.2,23.0,0.501,18.55,1
2021,1st Round,6,800889,2021-10-27 18:00:00+00:00,Fortuna Sittard,205,FC OSS,423,1.0,1,90.0,Fortuna Sittard Stadion,28.0,10.0,2.0,1.0,11.0,11.0,15.0,15.0,17.0,4.0,1,6,2021-10-31 19:00:00+00:00,GO Ahead Eagles,4,0.0,0,0.0,Sittard,Eredivisie,38.0,24.8,24.0,0.476,18.08,0
2021,2nd Round,5,810051,2021-12-15 20:00:00+00:00,Fortuna Sittard,205,PSV Eindhoven,197,0.0,0,90.0,Philips Stadion,2.0,2.0,1.0,1.0,11.0,11.0,15.0,15.0,-9.0,4.0,0,6,2021-12-18 15:30:00+00:00,Utrecht,2,,1,56.0,Sittard,Eredivisie,38.0,24.8,24.0,0.476,18.08,0
2022,1st Round,6,962568,2022-10-19 19:00:00+00:00,Fortuna Sittard,205,NEC Nijmegen,413,0.0,0,90.0,Goffertstadion,11.0,11.0,1.0,1.0,15.0,15.0,13.0,13.0,-4.0,-2.0,0,6,2022-10-22 14:30:00+00:00,Feyenoord,2,,1,95.0,Sittard,Eredivisie,34.0,25.2,24.0,0.747,25.4,0
2017,1st Round,6,44897,2017-09-19 17:45:00+00:00,Heracles,206,Rijnsburgse Boys,1248,1.0,0,90.0,Sportpark Middelmors (Rijnsburg),88.0,8.0,3.0,1.0,10.0,10.0,11.0,11.0,78.0,1.0,1,6,2017-09-23 17:45:00+00:00,Roda,4,1.0,3,79.0,Almelo,Eredivisie,31.0,24.9,11.0,0.718,22.25,0
2017,2nd Round,5,44860,2017-10-25 16:30:00+00:00,Heracles,206,Hoek,1276,1.0,1,90.0,Polman Stadion (Almelo),88.0,8.0,3.0,1.0,10.0,10.0,11.0,11.0,78.0,1.0,1,6,2017-10-28 16:30:00+00:00,VVV Venlo,3,1.0,3,0.0,Almelo,Eredivisie,31.0,24.9,11.0,0.718,22.25,0
2017,8th Finals,4,44846,2017-12-21 19:45:00+00:00,Heracles,206,Feyenoord,209,0.0,0,90.0,Stadion Feijenoord (Rotterdam),1.0,1.0,1.0,1.0,10.0,10.0,11.0,11.0,-9.0,1.0,0,6,2017-12-24 13:30:00+00:00,VVV Venlo,2,0.0,0,76.0,Almelo,Eredivisie,31.0,24.9,11.0,0.718,22.25,0
2018,1st Round,6,44809,2018-09-25 17:45:00+00:00,Heracles,206,Den Bosch,421,1.0,0,90.0,Stadion De Vliert ('s-Hertogenbosch),28.0,10.0,2.0,1.0,11.0,11.0,7.0,7.0,17.0,-4.0,1,6,2018-09-30 10:15:00+00:00,Emmen,4,1.0,3,22.0,Almelo,Eredivisie,31.0,24.5,11.0,0.877,27.2,0
2018,2nd Round,5,44830,2018-10-31 17:30:00+00:00,Heracles,206,Vitesse,200,0.0,1,90.0,Polman Stadion (Almelo),7.0,7.0,1.0,1.0,11.0,11.0,7.0,7.0,-4.0,-4.0,0,6,2018-11-03 17:30:00+00:00,NAC Breda,3,0.0,0,0.0,Almelo,Eredivisie,31.0,24.5,11.0,0.877,27.2,0
2019,1st Round,6,242785,2019-10-30 17:30:00+00:00,Heracles,206,Waalwijk,417,1.0,1,90.0,Stadion Erve Asito (Almelo),26.0,8.0,2.0,1.0,7.0,7.0,8.0,8.0,19.0,1.0,1,6,2019-11-02 17:30:00+00:00,Waalwijk,3,0.0,0,0.0,Almelo,Eredivisie,32.0,23.8,17.0,0.702,22.48,0
2019,2nd Round,5,250173,2019-12-18 18:45:00+00:00,Heracles,206,Dordrecht,409,1.0,1,90.0,Polman Stadion,35.0,17.0,2.0,1.0,7.0,7.0,8.0,8.0,28.0,1.0,1,6,2019-12-21 17:30:00+00:00,Heerenveen,2,,1,0.0,Almelo,Eredivisie,32.0,23.8,17.0,0.702,22.48,0
2019,8th Finals,4,296609,2020-01-22 17:30:00+00:00,Heracles,206,Vitesse,200,0.0,1,90.0,Polman Stadion,5.0,5.0,1.0,1.0,7.0,7.0,8.0,8.0,-2.0,1.0,0,6,2020-01-25 18:45:00+00:00,Feyenoord,3,0.0,0,0.0,Almelo,Eredivisie,32.0,23.8,17.0,0.702,22.48,0
2020,1st Round,6,640169,2020-10-28 18:45:00+00:00,Heracles,206,Telstar,427,1.0,1,90.0,Stadion Erve Asito,28.0,10.0,2.0,1.0,8.0,8.0,9.0,9.0,20.0,1.0,1,6,2020-11-01 11:15:00+00:00,Utrecht,3,1.0,3,0.0,Almelo,Eredivisie,32.0,23.3,20.0,0.549,17.58,0
2020,Round of 16,4,653240,2021-01-20 17:45:00+00:00,Heracles,206,Feyenoord,209,0.0,0,90.0,Stadion Feijenoord,3.0,3.0,1.0,1.0,8.0,8.0,9.0,9.0,-5.0,1.0,0,6,2021-01-23 20:00:00+00:00,Heerenveen,3,1.0,3,76.0,Almelo,Eredivisie,32.0,23.3,20.0,0.549,17.58,0
2021,1st Round,6,800879,2021-10-26 18:00:00+00:00,Heracles,206,ASWH,1254,1.0,0,90.0,Sportpark Schildman,88.0,8.0,3.0,1.0,9.0,9.0,16.0,16.0,79.0,7.0,1,6,2021-10-30 16:45:00+00:00,Ajax,3,,1,39.0,Almelo,Eredivisie,37.0,23.7,24.0,0.496,18.35,0
2021,2nd Round,5,810052,2021-12-15 17:00:00+00:00,Heracles,206,AZ Alkmaar,201,0.0,0,90.0,AFAS Stadion,3.0,3.0,1.0,1.0,9.0,9.0,16.0,16.0,-6.0,7.0,0,6,2021-12-18 19:00:00+00:00,Groningen,3,1.0,3,115.0,Almelo,Eredivisie,37.0,23.7,24.0,0.496,18.35,0
2022,1st Round,6,962564,2022-10-18 19:00:00+00:00,Heracles,206,Roda,414,1.0,0,120.0,Parkstad Limburg Stadion,23.0,5.0,2.0,1.0,16.0,16.0,19.0,1.0,7.0,3.0,1,6,2022-10-21 18:00:00+00:00,FC Eindhoven,2,1.0,3,74.0,Almelo,Eerste_Divisie,38.0,23.7,22.0,0.368,13.98,1
2022,2nd Round,5,968106,2023-01-12 17:45:00+00:00,Heracles,206,GO Ahead Eagles,410,0.0,1,90.0,Erve Asito,13.0,13.0,1.0,1.0,16.0,16.0,19.0,1.0,-3.0,3.0,0,6,2023-01-15 13:30:00+00:00,PEC Zwolle,2,0.0,0,0.0,Almelo,Eerste_Divisie,38.0,23.7,22.0,0.368,13.98,0
2017,1st Round,6,44877,2017-09-20 17:45:00+00:00,Utrecht,207,Ajax Amateurs,1266,1.0,0,90.0,Amsterdam ArenA (Amsterdam),88.0,8.0,3.0,1.0,4.0,4.0,6.0,6.0,84.0,2.0,1,6,2017-09-24 10:30:00+00:00,PSV Eindhoven,3,0.0,0,101.0,Utrecht,Eredivisie,36.0,24.6,17.0,1.3,46.63,0
2017,2nd Round,5,44861,2017-10-25 16:30:00+00:00,Utrecht,207,VVV Venlo,204,0.0,0,90.0,Seacon Stadion De Koel (Venlo),19.0,1.0,2.0,1.0,4.0,4.0,6.0,6.0,15.0,2.0,1,6,2017-10-29 13:30:00+00:00,NAC Breda,3,,1,108.0,Utrecht,Eredivisie,36.0,24.6,17.0,1.3,46.63,0
2018,1st Round,6,44792,2018-09-27 17:45:00+00:00,Utrecht,207,MVV,412,1.0,1,90.0,Stadion Galgenwaard (Utrecht),32.0,14.0,2.0,1.0,6.0,6.0,6.0,6.0,26.0,0.0,1,6,2018-09-30 12:30:00+00:00,Groningen,2,,1,0.0,Utrecht,Eredivisie,35.0,24.5,18.0,1.3,45.33,0
2018,2nd Round,5,44834,2018-10-31 18:45:00+00:00,Utrecht,207,ASWH,1254,1.0,1,90.0,Stadion Galgenwaard (Utrecht),88.0,8.0,3.0,1.0,6.0,6.0,6.0,6.0,82.0,0.0,1,6,2018-11-04 13:30:00+00:00,ADO Den Haag,3,1.0,3,0.0,Utrecht,Eredivisie,35.0,24.5,18.0,1.3,45.33,0
2018,8th Finals,4,55945,2018-12-20 19:45:00+00:00,Utrecht,207,Feyenoord,209,0.0,0,90.0,Stadion Feijenoord (Rotterdam),4.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,-2.0,0.0,0,6,2018-12-23 11:15:00+00:00,Ajax,2,0.0,0,110.0,Utrecht,Eredivisie,35.0,24.5,18.0,1.3,45.33,0
2019,1st Round,6,247668,2019-10-31 17:30:00+00:00,Utrecht,207,Excelsior '31,6263,1.0,0,90.0,Sportpark De Koerbelt (Rijssen),88.0,8.0,3.0,1.0,6.0,6.0,6.0,6.0,82.0,0.0,1,6,2019-11-03 13:30:00+00:00,Fortuna Sittard,2,1.0,3,133.0,Utrecht,Eredivisie,42.0,24.0,20.0,1.16,48.58,0
2019,2nd Round,5,250183,2019-12-19 17:30:00+00:00,Utrecht,207,Groningen,202,1.0,0,90.0,Hitachi Capital Mobility Stadium,8.0,8.0,1.0,1.0,6.0,6.0,6.0,6.0,2.0,0.0,1,6,2019-12-22 13:30:00+00:00,Feyenoord,2,0.0,0,160.0,Utrecht,Eredivisie,42.0,24.0,20.0,1.16,48.58,0
2019,8th Finals,4,296610,2020-01-21 19:45:00+00:00,Utrecht,207,FC Eindhoven,422,1.0,0,120.0,Jan Louwers Stadion,32.0,14.0,2.0,1.0,6.0,6.0,6.0,6.0,26.0,0.0,1,6,2020-01-24 19:00:00+00:00,ADO Den Haag,2,1.0,3,75.0,Utrecht,Eredivisie,42.0,24.0,20.0,1.16,48.58,1
2019,Quarter-finals,3,321043,2020-02-13 17:30:00+00:00,Utrecht,207,GO Ahead Eagles,410,1.0,0,90.0,De Adelaarshorst,23.0,5.0,2.0,1.0,6.0,6.0,6.0,6.0,17.0,0.0,1,6,2020-02-16 15:45:00+00:00,Willem II,2,,1,76.0,Utrecht,Eredivisie,42.0,24.0,20.0,1.16,48.58,0
2019,Semi-finals,2,324109,2020-03-04 19:45:00+00:00,Utrecht,207,Ajax,194,1.0,1,90.0,Stadion Galgenwaard,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,-5.0,0.0,0,6,2020-03-08 11:15:00+00:00,Sparta Rotterdam,3,1.0,3,0.0,Utrecht,Eredivisie,42.0,24.0,20.0,1.16,48.58,0
2020,1st Round,6,640172,2020-10-27 20:00:00+00:00,Utrecht,207,Dordrecht,409,1.0,0,90.0,Riwal Hoogwerkers Stadion,37.0,19.0,2.0,1.0,6.0,6.0,6.0,6.0,31.0,0.0,1,6,2020-11-01 11:15:00+00:00,Heracles,4,0.0,0,47.0,Utrecht,Eredivisie,38.0,24.5,16.0,1.23,46.63,0
2020,2nd Round,5,648115,2020-12-16 20:00:00+00:00,Utrecht,207,Ajax,194,0.0,0,90.0,Johan Cruijff Arena,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,-5.0,0.0,0,6,2020-12-19 20:00:00+00:00,Fortuna Sittard,3,,1,31.0,Utrecht,Eredivisie,38.0,24.5,16.0,1.23,46.63,0
2021,1st Round,6,800890,2021-10-26 16:45:00+00:00,Utrecht,207,SteDoCo,3905,1.0,0,90.0,Sportpark SteDoCo,88.0,8.0,3.0,1.0,6.0,6.0,7.0,7.0,82.0,1.0,1,6,2021-10-31 15:45:00+00:00,Willem II,4,1.0,3,26.0,Utrecht,Eredivisie,43.0,24.2,15.0,1.08,46.6,0
2021,2nd Round,5,810057,2021-12-14 20:00:00+00:00,Utrecht,207,NAC Breda,203,0.0,0,90.0,Rat Verlegh Stadion,23.0,5.0,2.0,1.0,6.0,6.0,7.0,7.0,17.0,1.0,1,6,2021-12-18 15:30:00+00:00,Fortuna Sittard,3,,1,60.0,Utrecht,Eredivisie,43.0,24.2,15.0,1.08,46.6,0
2022,1st Round,6,962546,2022-10-20 16:45:00+00:00,Utrecht,207,Sportlust '46,3904,1.0,0,90.0,Sportpark Cromwijck,88.0,8.0,3.0,1.0,7.0,7.0,7.0,7.0,81.0,0.0,1,6,2022-10-23 14:45:00+00:00,Sparta Rotterdam,2,1.0,3,17.0,Utrecht,Eredivisie,42.0,24.5,19.0,1.34,56.2,0
2022,2nd Round,5,968102,2023-01-12 19:00:00+00:00,Utrecht,207,Blauw Geel,1263,1.0,0,90.0,Prins Willem Alexander Sportpark,88.0,8.0,3.0,1.0,7.0,7.0,7.0,7.0,81.0,0.0,1,6,2023-01-15 13:30:00+00:00,GO Ahead Eagles,2,,1,58.0,Utrecht,Eredivisie,42.0,24.5,19.0,1.34,56.2,0
2022,Round of 16,4,989524,2023-02-07 17:45:00+00:00,Utrecht,207,AZ Alkmaar,201,1.0,0,120.0,AFAS Stadion,5.0,5.0,1.0,1.0,7.0,7.0,7.0,7.0,-2.0,0.0,0,6,2023-02-12 13:30:00+00:00,Vitesse,4,0.0,0,65.0,Utrecht,Eredivisie,42.0,24.5,19.0,1.34,56.2,1
2022,Quarter-finals,3,1004770,2023-02-28 19:00:00+00:00,Utrecht,207,Spakenburg,1249,0.0,1,90.0,Stadion Galgenwaard,88.0,8.0,3.0,1.0,7.0,7.0,7.0,7.0,81.0,0.0,1,6,2023-03-03 19:00:00+00:00,Fortuna Sittard,3,0.0,0,0.0,Utrecht,Eredivisie,42.0,24.5,19.0,1.34,56.2,0
2017,1st Round,6,44890,2017-09-19 17:45:00+00:00,Emmen,208,NEC Nijmegen,413,0.0,1,90.0,JenS Vesting Stadion (Emmen),16.0,16.0,1.0,2.0,27.0,9.0,22.0,4.0,-11.0,-5.0,0,6,2017-09-22 18:00:00+00:00,GO Ahead Eagles,3,,1,0.0,Emmen,Eerste_Divisie,30.0,24.5,3.0,0.158,4.74,0
2018,1st Round,6,44795,2018-09-27 15:00:00+00:00,Emmen,208,OFC Oostzaan,1232,1.0,0,90.0,Sportpark OFC (Oostzaan),88.0,8.0,3.0,2.0,22.0,4.0,14.0,14.0,66.0,-8.0,1,6,2018-09-30 10:15:00+00:00,Heracles,2,0.0,0,144.0,Emmen,Eredivisie,38.0,25.2,9.0,0.359,13.63,0
2018,2nd Round,5,44832,2018-10-31 18:45:00+00:00,Emmen,208,HSV ODIN 59,1245,0.0,1,90.0,De Oude Meerdijk (Emmen),88.0,8.0,3.0,2.0,22.0,4.0,14.0,14.0,66.0,-8.0,1,6,2018-11-04 11:15:00+00:00,Heerenveen,3,,1,0.0,Emmen,Eredivisie,38.0,25.2,9.0,0.359,13.63,0
2019,1st Round,6,242794,2019-10-29 19:45:00+00:00,Emmen,208,NAC Breda,203,0.0,0,90.0,Rat Verlegh Stadion (Breda),18.0,18.0,1.0,1.0,14.0,14.0,12.0,12.0,4.0,-2.0,1,6,2019-11-03 11:15:00+00:00,Vitesse,4,1.0,3,198.0,Emmen,Eredivisie,36.0,24.8,17.0,0.367,13.23,0
2020,1st Round,6,640168,2020-10-28 18:45:00+00:00,Emmen,208,FC Eindhoven,422,1.0,1,90.0,De Oude Meerdijk,31.0,13.0,2.0,1.0,12.0,12.0,16.0,16.0,19.0,4.0,1,6,2020-11-01 13:30:00+00:00,Feyenoord,3,0.0,0,0.0,Emmen,Eredivisie,37.0,25.1,19.0,0.395,14.63,0
2020,2nd Round,5,648117,2020-12-15 20:00:00+00:00,Emmen,208,Groningen,202,1.0,1,90.0,De Oude Meerdijk,9.0,9.0,1.0,1.0,12.0,12.0,16.0,16.0,-3.0,4.0,0,6,2020-12-18 19:00:00+00:00,PEC Zwolle,2,,1,0.0,Emmen,Eredivisie,37.0,25.1,19.0,0.395,14.63,0
2020,Round of 16,4,653242,2021-01-20 15:30:00+00:00,Emmen,208,Heerenveen,210,0.0,1,90.0,De Oude Meerdijk,10.0,10.0,1.0,1.0,12.0,12.0,16.0,16.0,-2.0,4.0,0,6,2021-01-23 15:30:00+00:00,ADO Den Haag,3,,1,0.0,Emmen,Eredivisie,37.0,25.1,19.0,0.395,14.63,0
2021,1st Round,6,800874,2021-10-26 18:00:00+00:00,Emmen,208,FC Volendam,416,1.0,0,90.0,Kras Stadion,24.0,6.0,2.0,1.0,16.0,16.0,19.0,1.0,8.0,3.0,1,6,2021-10-29 18:00:00+00:00,VVV Venlo,3,1.0,3,131.0,Emmen,Eerste_Divisie,35.0,23.8,11.0,0.263,9.2,0
2021,2nd Round,5,810050,2021-12-14 19:00:00+00:00,Emmen,208,Excelsior Maassluis,17129,0.0,1,90.0,De Oude Meerdijk,88.0,8.0,3.0,1.0,16.0,16.0,19.0,1.0,72.0,3.0,1,6,2021-12-17 19:00:00+00:00,MVV,3,1.0,3,0.0,Emmen,Eerste_Divisie,35.0,23.8,11.0,0.263,9.2,0
2022,1st Round,6,962563,2022-10-19 18:00:00+00:00,Emmen,208,ADO '20,3886,1.0,0,120.0,Sportpark De Vlotter veld 1,88.0,8.0,3.0,2.0,19.0,1.0,16.0,16.0,69.0,-3.0,1,6,2022-10-22 19:00:00+00:00,Vitesse,3,0.0,0,113.0,Emmen,Eredivisie,39.0,25.1,16.0,0.378,14.73,1
2022,2nd Round,5,968101,2023-01-11 19:00:00+00:00,Emmen,208,VVV Venlo,204,1.0,0,90.0,Covebo Stadion - De Koel -,28.0,10.0,2.0,2.0,19.0,1.0,16.0,16.0,9.0,-3.0,1,6,2023-01-15 15:45:00+00:00,Cambuur,3,,1,163.0,Emmen,Eredivisie,39.0,25.1,16.0,0.378,14.73,0
2022,Round of 16,4,989518,2023-02-08 17:45:00+00:00,Emmen,208,PSV Eindhoven,197,0.0,0,90.0,Philips Stadion,2.0,2.0,1.0,2.0,19.0,1.0,16.0,16.0,-17.0,-3.0,0,6,2023-02-11 20:00:00+00:00,Fortuna Sittard,3,0.0,0,178.0,Emmen,Eredivisie,39.0,25.1,16.0,0.378,14.73,0
2017,1st Round,6,44875,2017-09-20 18:45:00+00:00,Feyenoord,209,ADO Den Haag,198,1.0,1,90.0,Stadion Feijenoord (Rotterdam),11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,10.0,3.0,1,6,2017-09-23 17:45:00+00:00,NAC Breda,2,0.0,0,0.0,Rotterdam,Eredivisie,32.0,24.1,12.0,3.26,104.2,0
2017,2nd Round,5,44856,2017-10-25 18:45:00+00:00,Feyenoord,209,Avv Swift,1269,1.0,1,90.0,Stadion Feijenoord (Rotterdam),88.0,8.0,3.0,1.0,1.0,1.0,4.0,4.0,87.0,3.0,1,6,2017-10-28 16:30:00+00:00,Roda,2,,1,0.0,Rotterdam,Eredivisie,32.0,24.1,12.0,3.26,104.2,0
2017,8th Finals,4,44846,2017-12-21 19:45:00+00:00,Feyenoord,209,Heracles,206,1.0,1,90.0,Stadion Feijenoord (Rotterdam),10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,9.0,3.0,1,6,2017-12-24 15:45:00+00:00,Roda,2,1.0,3,0.0,Rotterdam,Eredivisie,32.0,24.1,12.0,3.26,104.2,0
2017,Quarter-finals,3,44843,2018-01-31 19:45:00+00:00,Feyenoord,209,PSV Eindhoven,197,1.0,1,90.0,Stadion Feijenoord (Rotterdam),3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,0,6,2018-02-04 13:30:00+00:00,VVV Venlo,3,0.0,0,0.0,Rotterdam,Eredivisie,32.0,24.1,12.0,3.26,104.2,0
2017,Semi-finals,2,44840,2018-02-28 19:45:00+00:00,Feyenoord,209,Willem II,195,1.0,1,90.0,Stadion Feijenoord (Rotterdam),13.0,13.0,1.0,1.0,1.0,1.0,4.0,4.0,12.0,3.0,1,6,2018-03-03 19:45:00+00:00,NAC Breda,3,0.0,0,0.0,Rotterdam,Eredivisie,32.0,24.1,12.0,3.26,104.2,0
2017,Final,1,44839,2018-04-22 16:00:00+00:00,Feyenoord,209,AZ Alkmaar,201,1.0,0,90.0,Stadion Feijenoord (Rotterdam),6.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,1,6,2018-04-29 12:30:00+00:00,Sparta Rotterdam,6,1.0,3,174.0,Rotterdam,Eredivisie,32.0,24.1,12.0,3.26,104.2,0
2018,1st Round,6,44791,2018-09-27 18:45:00+00:00,Feyenoord,209,Gemert,1230,1.0,0,90.0,SolarUnie Stadion (Helmond),88.0,8.0,3.0,1.0,4.0,4.0,3.0,3.0,84.0,-1.0,1,6,2018-09-30 14:45:00+00:00,Vitesse,2,1.0,3,40.0,Rotterdam,Eredivisie,35.0,23.9,16.0,3.04,106.55,0
2018,2nd Round,5,44838,2018-11-01 19:45:00+00:00,Feyenoord,209,ADO Den Haag,198,1.0,1,90.0,Stadion Feijenoord (Rotterdam),8.0,8.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,-1.0,1,6,2018-11-11 15:45:00+00:00,Heracles,9,1.0,3,0.0,Rotterdam,Eredivisie,35.0,23.9,16.0,3.04,106.55,0
2018,8th Finals,4,55945,2018-12-20 19:45:00+00:00,Feyenoord,209,Utrecht,207,1.0,1,90.0,Stadion Feijenoord (Rotterdam),6.0,6.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,-1.0,1,6,2018-12-23 13:30:00+00:00,ADO Den Haag,2,,1,0.0,Rotterdam,Eredivisie,35.0,23.9,16.0,3.04,106.55,0
2018,Quarter-finals,3,69835,2019-01-23 19:45:00+00:00,Feyenoord,209,Fortuna Sittard,205,1.0,1,90.0,Stadion Feijenoord (Rotterdam),21.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,17.0,-1.0,1,6,2019-01-27 13:30:00+00:00,Ajax,3,1.0,3,0.0,Rotterdam,Eredivisie,35.0,23.9,16.0,3.04,106.55,0
2018,Semi-finals,2,77300,2019-02-27 19:45:00+00:00,Feyenoord,209,Ajax,194,0.0,1,90.0,Stadion Feijenoord (Rotterdam),2.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,-2.0,-1.0,0,6,2019-03-03 15:45:00+00:00,Emmen,3,1.0,3,0.0,Rotterdam,Eredivisie,35.0,23.9,16.0,3.04,106.55,0
2019,2nd Round,5,250178,2019-12-19 19:45:00+00:00,Feyenoord,209,Cambuur,420,1.0,0,90.0,Cambuur-Stadion,28.0,10.0,2.0,1.0,3.0,3.0,3.0,3.0,25.0,0.0,1,5,2019-12-22 13:30:00+00:00,Utrecht,2,1.0,3,219.0,Rotterdam,Eredivisie,38.0,24.2,19.0,2.7,102.73,0
2019,8th Finals,4,296608,2020-01-28 19:00:00+00:00,Feyenoord,209,Fortuna Sittard,205,1.0,0,120.0,Fortuna Sittard Stadion,15.0,15.0,1.0,1.0,3.0,3.0,3.0,3.0,12.0,0.0,1,5,2020-02-01 18:45:00+00:00,Emmen,3,1.0,3,29.0,Rotterdam,Eredivisie,38.0,24.2,19.0,2.7,102.73,1
2019,Quarter-finals,3,322970,2020-02-13 19:45:00+00:00,Feyenoord,209,Heerenveen,210,1.0,0,90.0,Abe Lenstra Stadion,11.0,11.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,0.0,1,5,2020-02-16 15:45:00+00:00,PEC Zwolle,2,1.0,3,196.0,Rotterdam,Eredivisie,38.0,24.2,19.0,2.7,102.73,0
2019,Semi-finals,2,324108,2020-03-05 19:45:00+00:00,Feyenoord,209,NAC Breda,203,1.0,1,90.0,De Kuip,18.0,18.0,1.0,1.0,3.0,3.0,3.0,3.0,15.0,0.0,1,5,2020-03-08 13:30:00+00:00,Willem II,2,1.0,3,0.0,Rotterdam,Eredivisie,38.0,24.2,19.0,2.7,102.73,0
2020,Round of 16,4,653240,2021-01-20 17:45:00+00:00,Feyenoord,209,Heracles,206,1.0,1,90.0,Stadion Feijenoord,8.0,8.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,1,4,2021-01-24 15:45:00+00:00,AZ Alkmaar,3,0.0,0,0.0,Rotterdam,Eredivisie,36.0,24.3,15.0,3.01,108.38,0
2020,Quarter-finals,3,658918,2021-02-17 17:45:00+00:00,Feyenoord,209,Heerenveen,210,0.0,0,90.0,Abe Lenstra Stadion,10.0,10.0,1.0,1.0,3.0,3.0,5.0,5.0,7.0,2.0,1,4,2021-02-21 11:15:00+00:00,Twente,3,,1,196.0,Rotterdam,Eredivisie,36.0,24.3,15.0,3.01,108.38,0
