League,Division,Year,Position,Team,Team_id,Points,Played,Win,Draw,Lose,GoalsDiff,GoalsFor,GoalsAgainst,NationalRank
Eredivisie,1,2023,16,Waalwijk,417,21,25,6,3,16,-19,23,42,16
Eredivisie,1,2023,17,Vitesse,200,16,25,4,4,17,-32,20,52,17
Eredivisie,1,2023,18,FC Volendam,416,14,25,3,5,17,-37,26,63,18
Eerste_Divisie,2,2023,1,Willem II,195,60,29,18,6,5,31,58,27,19
Eerste_Divisie,2,2023,2,Roda,414,55,29,15,10,4,25,50,25,20
Eerste_Divisie,2,2023,3,ADO Den Haag,198,55,30,15,10,5,24,62,38,21
Eerste_Divisie,2,2023,4,Groningen,202,54,29,16,6,7,28,53,25,22
Eerste_Divisie,2,2023,5,Dordrecht,409,53,30,14,11,5,14,57,43,23
Eerste_Divisie,2,2023,6,De Graafschap,199,52,30,16,4,10,5,44,39,24
Eerste_Divisie,2,2023,7,NAC Breda,203,46,29,13,7,9,10,51,41,25
Eerste_Divisie,2,2023,8,Jong AZ,418,43,30,12,7,11,-1,46,47,26
Eerste_Divisie,2,2023,9,VVV Venlo,204,42,29,11,9,9,0,45,45,27
Eerste_Divisie,2,2023,10,Helmond Sport,424,41,30,11,8,11,1,45,44,28
Eerste_Divisie,2,2023,11,Cambuur,420,39,29,11,6,12,3,62,59,29
Eerste_Divisie,2,2023,12,Emmen,208,39,29,11,6,12,-4,39,43,30
Eerste_Divisie,2,2023,13,MVV,412,37,29,10,7,12,0,49,49,31
Eerste_Divisie,2,2023,14,FC Eindhoven,422,37,30,8,13,9,-5,38,43,32
Eerste_Divisie,2,2023,15,Jong Ajax,425,33,30,8,9,13,-8,44,52,33
Eerste_Divisie,2,2023,16,Jong PSV,411,28,30,7,7,16,-19,46,65,34
Eerste_Divisie,2,2023,17,FC OSS,423,26,30,8,2,20,-26,24,50,35
Eerste_Divisie,2,2023,18,Telstar,427,24,29,6,6,17,-22,29,51,36
Eerste_Divisie,2,2023,19,Den Bosch,421,23,29,5,8,16,-25,27,52,37
Eerste_Divisie,2,2023,20,Jong Utrecht,428,23,30,5,8,17,-31,25,56,38
Tweede_Divisie,3,2023,1,Spakenburg,1249,57,24,18,3,3,29,57,28,39
Tweede_Divisie,3,2023,2,De Treffers,1277,49,24,15,4,5,16,48,32,40
Tweede_Divisie,3,2023,3,Quick Boys,1272,46,24,14,4,6,18,51,33,41
Tweede_Divisie,3,2023,4,Katwijk,1237,44,24,14,2,8,13,43,30,42
Tweede_Divisie,3,2023,5,GVVV Veenendaal,1261,39,24,11,6,7,2,37,35,43
Tweede_Divisie,3,2023,6,HHC,1278,38,24,11,5,8,12,36,24,44
Tweede_Divisie,3,2023,7,ACV,3911,38,24,12,2,10,3,40,37,45
Tweede_Divisie,3,2023,8,Almere City II,9130,36,24,10,6,8,7,41,34,46
Tweede_Divisie,3,2023,9,AFC Amsterdam,1252,36,24,10,6,8,4,42,38,47
Tweede_Divisie,3,2023,10,Koninklijke HFC,1246,35,24,9,8,7,7,42,35,48
Tweede_Divisie,3,2023,11,Sparta Rotterdam II,10320,35,24,11,2,11,4,41,37,49
Tweede_Divisie,3,2023,12,Rijnsburgse Boys,1248,34,24,10,4,10,1,38,37,50
Tweede_Divisie,3,2023,13,Noordwijk,1247,29,24,6,11,7,1,32,31,51
Tweede_Divisie,3,2023,14,ADO '20,3886,26,24,8,2,14,-15,26,41,52
Tweede_Divisie,3,2023,15,SVV Scheveningen,1250,19,24,4,7,13,-22,28,50,53
Tweede_Divisie,3,2023,16,Kozakken Boys,1242,16,24,3,7,14,-18,25,43,54
Tweede_Divisie,3,2023,17,Excelsior Maassluis,17129,15,24,3,6,15,-23,27,50,55
Tweede_Divisie,3,2023,18,FC Lisse,1257,11,24,2,5,17,-39,26,65,56
