year,round,stage,fixture_id,fixture_date,team_name,team_id,opponent_name,opponent_id,team_win,team_home,fixture_length,fixture_location,opponent_rank_prev,opponent_league_rank_prev,opponent_division,team_division,team_rank_prev,team_league_rank_prev,team_rank,team_league_rank,rank_diff,team_rank_diff,team_better,team_max_stage,next_fixture_date,next_opponent_name,next_fixture_days,next_team_win,next_team_points,distance,city,league,team_size,mean_age,foreigners,mean_value,total_value,extra_time
2015,Quarter-finals,3,559747,2016-02-09 19:30:00+00:00,Borussia Dortmund,165,VfB Stuttgart,172,1,0,90,Mercedes-Benz-Arena,14.0,14.0,1.0,1.0,7.0,7.0,2.0,2.0,7.0,-5.0,1,4,2016-02-13 14:30:00+00:00,Hannover 96,3,1.0,3,325.0,Dortmund,Bundesliga,30.0,24.9,13.0,11.77,352.95,0
2015,Semi-finals,2,559751,2016-04-20 18:30:00+00:00,Borussia Dortmund,165,Hertha Berlin,159,1,0,90,Olympiastadion Berlin,15.0,15.0,1.0,1.0,7.0,7.0,2.0,2.0,8.0,-5.0,1,4,2016-04-23 13:30:00+00:00,VfB Stuttgart,2,1.0,3,419.0,Dortmund,Bundesliga,30.0,24.9,13.0,11.77,352.95,0
2015,Final,1,559752,2016-05-21 18:00:00+00:00,Borussia Dortmund,165,Bayern Munich,157,0,0,120,Olympiastadion Berlin,1.0,1.0,1.0,1.0,7.0,7.0,2.0,2.0,-6.0,-5.0,0,4,2016-08-27 13:30:00+00:00,FSV Mainz 05,97,1.0,3,473.0,Dortmund,Bundesliga,30.0,24.9,13.0,11.77,352.95,1
2016,3rd Round,4,57356,2017-02-08 19:45:00+00:00,Borussia Dortmund,165,Hertha Berlin,159,1,1,120,Signal Iduna Park,7.0,7.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1,4,2017-02-11 14:30:00+00:00,SV Darmstadt 98,2,0.0,0,0.0,Dortmund,Bundesliga,31.0,25.2,17.0,12.6,390.65,1
2016,Quarter-finals,3,57352,2017-03-14 17:30:00+00:00,Borussia Dortmund,165,Sportfreunde Lotte,1323,1,0,90,Stadion an der Bremer Brücke,21.0,0.0,4.0,1.0,2.0,2.0,3.0,3.0,19.0,1.0,1,4,2017-03-17 19:30:00+00:00,FC Ingolstadt 04,3,1.0,3,96.0,Dortmund,Bundesliga,31.0,25.2,17.0,12.6,390.65,0
2016,Semi-finals,2,57350,2017-04-26 18:45:00+00:00,Borussia Dortmund,165,Bayern Munich,157,1,0,90,Allianz Arena,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,-1.0,1.0,0,4,2017-04-29 13:30:00+00:00,1.FC Köln,2,,1,473.0,Dortmund,Bundesliga,31.0,25.2,17.0,12.6,390.65,0
2016,Final,1,57349,2017-05-27 18:00:00+00:00,Borussia Dortmund,165,Eintracht Frankfurt,169,1,0,90,Olympiastadion,16.0,16.0,1.0,1.0,2.0,2.0,3.0,3.0,14.0,1.0,1,4,2017-08-19 13:30:00+00:00,VfL Wolfsburg,83,1.0,3,174.0,Dortmund,Bundesliga,31.0,25.2,17.0,12.6,390.65,0
2017,3rd Round,4,57406,2017-12-20 19:45:00+00:00,Borussia Dortmund,165,Bayern Munich,157,0,0,90,Allianz Arena (München),1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,-2.0,1.0,0,4,2018-01-14 17:00:00+00:00,VfL Wolfsburg,24,,1,473.0,Dortmund,Bundesliga,35.0,25.0,20.0,16.41,574.2,0
2018,3rd Round,4,57512,2019-02-05 19:45:00+00:00,Borussia Dortmund,165,Werder Bremen,162,0,1,120,Signal Iduna Park,11.0,11.0,1.0,1.0,4.0,4.0,2.0,2.0,7.0,-2.0,1,4,2019-02-09 14:30:00+00:00,1899 Hoffenheim,3,,1,0.0,Dortmund,Bundesliga,34.0,24.4,21.0,18.92,643.25,1
2019,3rd Round,4,250169,2020-02-04 19:45:00+00:00,Borussia Dortmund,165,Werder Bremen,162,0,0,90,wohninvest WESERSTADION,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,0.0,1,4,2020-02-08 17:30:00+00:00,Bayer Leverkusen,3,0.0,0,203.0,Dortmund,Bundesliga,37.0,24.5,21.0,17.68,654.05,0
2020,Round of 16,4,655483,2021-02-02 19:45:00+00:00,Borussia Dortmund,165,SC Paderborn 07,185,1,1,120,Signal-Iduna-Park,18.0,18.0,1.0,1.0,2.0,2.0,3.0,3.0,16.0,1.0,1,4,2021-02-06 14:30:00+00:00,SC Freiburg,3,0.0,0,0.0,Dortmund,Bundesliga,32.0,25.0,17.0,19.64,628.4,1
2020,Quarter-finals,3,675014,2021-03-02 19:45:00+00:00,Borussia Dortmund,165,Borussia Monchengladbach,163,1,0,90,Stadion im BORUSSIA-PARK,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1,4,2021-03-06 17:30:00+00:00,Bayern Munich,3,0.0,0,77.0,Dortmund,Bundesliga,32.0,25.0,17.0,19.64,628.4,0
2020,Semi-finals,2,682740,2021-05-01 18:30:00+00:00,Borussia Dortmund,165,Holstein Kiel,191,1,1,90,Signal-Iduna-Park,29.0,11.0,2.0,1.0,2.0,2.0,3.0,3.0,27.0,1.0,1,4,2021-05-08 13:30:00+00:00,RB Leipzig,6,1.0,3,0.0,Dortmund,Bundesliga,32.0,25.0,17.0,19.64,628.4,0
2020,Final,1,700980,2021-05-13 18:45:00+00:00,Borussia Dortmund,165,RB Leipzig,173,1,0,90,Olympiastadion Berlin,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,0,4,2021-05-16 16:00:00+00:00,FSV Mainz 05,2,1.0,3,346.0,Dortmund,Bundesliga,32.0,25.0,17.0,19.64,628.4,0
2021,Round of 16,4,810119,2022-01-18 19:45:00+00:00,Borussia Dortmund,165,FC St. Pauli,186,0,0,90,Millerntor-Stadion,28.0,10.0,2.0,1.0,3.0,3.0,2.0,2.0,25.0,-1.0,1,4,2022-01-22 14:30:00+00:00,1899 Hoffenheim,3,1.0,3,290.0,Dortmund,Bundesliga,44.0,23.9,25.0,12.7,558.98,0
2022,Round of 16,4,968258,2023-02-08 19:45:00+00:00,Borussia Dortmund,165,Vfl Bochum,176,1,0,90,Vonovia Ruhrstadion,13.0,13.0,1.0,1.0,2.0,2.0,2.0,2.0,11.0,0.0,1,4,2023-02-11 14:30:00+00:00,Werder Bremen,2,1.0,3,10.0,Dortmund,Bundesliga,37.0,24.6,19.0,15.34,567.55,0
2022,Quarter-finals,3,1008958,2023-04-05 18:45:00+00:00,Borussia Dortmund,165,RB Leipzig,173,0,0,90,Red Bull Arena,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,4,2023-04-08 13:30:00+00:00,Union Berlin,2,1.0,3,346.0,Dortmund,Bundesliga,37.0,24.6,19.0,15.34,567.55,0
2023,Round of 16,4,1141474,2023-12-06 19:45:00+00:00,Borussia Dortmund,165,VfB Stuttgart,172,0,0,90,MHP Arena,16.0,16.0,1.0,1.0,2.0,2.0,5.0,5.0,14.0,3.0,1,4,2023-12-09 17:30:00+00:00,RB Leipzig,2,0.0,0,325.0,Dortmund,,,,,,,0
2012,8th Finals,4,559941,2012-12-19 19:30:00+00:00,Hannover 96,166,Borussia Dortmund,165,0,0,90,Signal-Iduna-Park,1.0,1.0,1.0,1.0,7.0,7.0,9.0,9.0,-6.0,2.0,0,4,2013-01-18 19:30:00+00:00,FC Schalke 04,30,0.0,0,193.0,Hannover,Bundesliga,35.0,25.6,20.0,2.38,83.15,0
2016,3rd Round,4,57357,2017-02-08 19:45:00+00:00,Hannover 96,166,Eintracht Frankfurt,169,0,1,90,HDI Arena,16.0,16.0,1.0,1.0,18.0,18.0,20.0,2.0,-2.0,2.0,0,4,2017-02-13 19:15:00+00:00,Vfl Bochum,4,1.0,3,0.0,Hannover,Bundesliga_2,33.0,24.2,14.0,1.19,39.18,0
2021,Round of 16,4,810121,2022-01-19 17:30:00+00:00,Hannover 96,166,Borussia Monchengladbach,163,1,1,90,HDI-Arena,8.0,8.0,1.0,2.0,31.0,13.0,29.0,11.0,-23.0,-2.0,0,4,2022-01-23 12:30:00+00:00,Dynamo Dresden,3,,1,0.0,Hannover,Bundesliga_2,35.0,26.3,13.0,0.817,28.6,0
2021,Quarter-finals,3,832029,2022-03-02 17:30:00+00:00,Hannover 96,166,RB Leipzig,173,0,1,90,HDI-Arena,2.0,2.0,1.0,2.0,31.0,13.0,29.0,11.0,-29.0,-2.0,0,4,2022-03-05 12:30:00+00:00,SV Sandhausen,2,0.0,0,0.0,Hannover,Bundesliga_2,35.0,26.3,13.0,0.817,28.6,0
2013,8th Finals,4,559874,2013-12-03 19:30:00+00:00,1899 Hoffenheim,167,FC Schalke 04,174,1,0,90,Veltins-Arena,4.0,4.0,1.0,1.0,16.0,16.0,9.0,9.0,-12.0,-7.0,0,4,2013-12-07 14:30:00+00:00,Eintracht Frankfurt,3,1.0,3,278.0,Sinsheim,Bundesliga,43.0,23.7,25.0,2.27,97.4,0
2013,Quarter-finals,3,559881,2014-02-12 18:00:00+00:00,1899 Hoffenheim,167,VfL Wolfsburg,161,0,1,90,Wirsol Rhein-Neckar-Arena,11.0,11.0,1.0,1.0,16.0,16.0,9.0,9.0,-5.0,-7.0,1,4,2014-02-15 14:30:00+00:00,VfB Stuttgart,2,1.0,3,0.0,Sinsheim,Bundesliga,43.0,23.7,25.0,2.27,97.4,0
2014,8th Finals,4,559810,2015-03-03 18:00:00+00:00,1899 Hoffenheim,167,VfR Aalen,1327,1,0,90,Scholz Arena,29.0,11.0,2.0,1.0,9.0,9.0,8.0,8.0,20.0,-1.0,1,4,2015-03-07 14:30:00+00:00,FC Schalke 04,3,0.0,0,102.0,Sinsheim,Bundesliga,30.0,24.4,14.0,4.06,121.78,0
2014,Quarter-finals,3,559818,2015-04-07 18:30:00+00:00,1899 Hoffenheim,167,Borussia Dortmund,165,0,0,120,Signal-Iduna-Park,2.0,2.0,1.0,1.0,9.0,9.0,8.0,8.0,-7.0,-1.0,0,4,2015-04-12 13:30:00+00:00,1.FC Köln,4,0.0,0,267.0,Sinsheim,Bundesliga,30.0,24.4,14.0,4.06,121.78,1
2019,3rd Round,4,250167,2020-02-05 19:45:00+00:00,1899 Hoffenheim,167,Bayern Munich,157,0,0,90,Allianz Arena,1.0,1.0,1.0,1.0,9.0,9.0,6.0,6.0,-8.0,-3.0,0,4,2020-02-08 14:30:00+00:00,SC Freiburg,2,0.0,0,232.0,Sinsheim,Bundesliga,37.0,26.3,25.0,6.11,226.05,0
2021,Round of 16,4,810118,2022-01-19 19:45:00+00:00,1899 Hoffenheim,167,SC Freiburg,160,0,1,90,PreZero Arena,10.0,10.0,1.0,1.0,11.0,11.0,9.0,9.0,-1.0,-2.0,1,4,2022-01-22 14:30:00+00:00,Borussia Dortmund,2,0.0,0,0.0,Sinsheim,Bundesliga,40.0,24.9,21.0,5.29,211.43,0
2022,Round of 16,4,968260,2023-02-01 17:00:00+00:00,1899 Hoffenheim,167,RB Leipzig,173,0,0,90,Red Bull Arena,4.0,4.0,1.0,1.0,9.0,9.0,12.0,12.0,-5.0,3.0,0,4,2023-02-04 14:30:00+00:00,Vfl Bochum,2,0.0,0,340.0,Sinsheim,Bundesliga,37.0,25.8,21.0,4.83,178.8,0
2012,8th Finals,4,559939,2012-12-19 18:00:00+00:00,Bayer Leverkusen,168,VfL Wolfsburg,161,0,0,90,VOLKSWAGEN ARENA,8.0,8.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,-2.0,1,4,2013-01-19 14:30:00+00:00,Eintracht Frankfurt,30,1.0,3,306.0,Leverkusen,Bundesliga,33.0,23.6,11.0,4.71,155.3,0
2013,8th Finals,4,559876,2013-12-04 18:00:00+00:00,Bayer Leverkusen,168,SC Freiburg,160,1,0,90,MAGE SOLAR Stadion,5.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1,4,2013-12-07 17:30:00+00:00,Borussia Dortmund,2,1.0,3,344.0,Leverkusen,Bundesliga,35.0,24.3,14.0,5.03,175.88,0
2013,Quarter-finals,3,559882,2014-02-12 18:00:00+00:00,Bayer Leverkusen,168,FC Kaiserslautern,745,0,1,120,BayArena,21.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,18.0,1.0,1,4,2014-02-15 17:30:00+00:00,FC Schalke 04,2,0.0,0,0.0,Leverkusen,Bundesliga,35.0,24.3,14.0,5.03,175.88,1
2014,8th Finals,4,559809,2015-03-03 18:00:00+00:00,Bayer Leverkusen,168,FC Kaiserslautern,745,1,1,120,BayArena,22.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,18.0,0.0,1,4,2015-03-08 16:30:00+00:00,SC Paderborn 07,4,1.0,3,0.0,Leverkusen,Bundesliga,26.0,24.9,14.0,6.81,177.1,1
2014,Quarter-finals,3,559820,2015-04-08 18:30:00+00:00,Bayer Leverkusen,168,Bayern Munich,157,0,1,120,BayArena,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,-3.0,0.0,0,4,2015-04-11 13:30:00+00:00,FSV Mainz 05,2,1.0,3,0.0,Leverkusen,Bundesliga,26.0,24.9,14.0,6.81,177.1,1
2015,3rd Round,4,559753,2015-12-15 18:00:00+00:00,Bayer Leverkusen,168,SpVgg Unterhaching,1314,1,0,90,Alpenbauer Sportpark,55.0,19.0,3.0,1.0,4.0,4.0,3.0,3.0,51.0,-1.0,1,4,2015-12-19 14:30:00+00:00,FC Ingolstadt 04,3,1.0,3,469.0,Leverkusen,Bundesliga,33.0,24.2,21.0,7.31,241.3,0
2015,Quarter-finals,3,559746,2016-02-09 18:00:00+00:00,Bayer Leverkusen,168,Werder Bremen,162,0,1,90,BayArena,10.0,10.0,1.0,1.0,4.0,4.0,3.0,3.0,6.0,-1.0,1,4,2016-02-13 14:30:00+00:00,SV Darmstadt 98,3,1.0,3,0.0,Leverkusen,Bundesliga,33.0,24.2,21.0,7.31,241.3,0
2017,3rd Round,4,57408,2017-12-20 17:30:00+00:00,Bayer Leverkusen,168,Borussia Monchengladbach,163,1,0,90,Stadion im BORUSSIA-PARK (Mönchengladbach),9.0,9.0,1.0,1.0,12.0,12.0,5.0,5.0,-3.0,-7.0,1,4,2018-01-12 19:30:00+00:00,Bayern Munich,23,0.0,0,46.0,Leverkusen,Bundesliga,27.0,25.3,14.0,13.24,357.35,0
2017,Quarter-finals,3,57404,2018-02-06 19:45:00+00:00,Bayer Leverkusen,168,Werder Bremen,162,1,1,120,BayArena (Leverkusen),8.0,8.0,1.0,1.0,12.0,12.0,5.0,5.0,-4.0,-7.0,1,4,2018-02-10 14:30:00+00:00,Hertha Berlin,3,0.0,0,0.0,Leverkusen,Bundesliga,27.0,25.3,14.0,13.24,357.35,1
2017,Semi-finals,2,57401,2018-04-17 18:45:00+00:00,Bayer Leverkusen,168,Bayern Munich,157,0,1,90,BayArena (Leverkusen),1.0,1.0,1.0,1.0,12.0,12.0,5.0,5.0,-11.0,-7.0,0,4,2018-04-21 16:30:00+00:00,Borussia Dortmund,3,0.0,0,0.0,Leverkusen,Bundesliga,27.0,25.3,14.0,13.24,357.35,0
2018,3rd Round,4,57510,2019-02-05 17:30:00+00:00,Bayer Leverkusen,168,FC Heidenheim,180,0,0,90,Voith-Arena,28.0,10.0,2.0,1.0,5.0,5.0,4.0,4.0,23.0,-1.0,1,4,2019-02-08 19:30:00+00:00,FSV Mainz 05,3,1.0,3,346.0,Leverkusen,Bundesliga,31.0,24.6,16.0,13.85,429.4,0
2019,3rd Round,4,250166,2020-02-05 17:30:00+00:00,Bayer Leverkusen,168,VfB Stuttgart,172,1,1,90,BayArena,16.0,16.0,1.0,1.0,4.0,4.0,5.0,5.0,12.0,1.0,1,4,2020-02-08 17:30:00+00:00,Borussia Dortmund,3,1.0,3,0.0,Leverkusen,Bundesliga,29.0,25.1,18.0,13.76,398.95,0
2019,Quarter-finals,3,324069,2020-03-04 17:30:00+00:00,Bayer Leverkusen,168,Union Berlin,182,1,1,90,BayArena,21.0,3.0,2.0,1.0,4.0,4.0,5.0,5.0,17.0,1.0,1,4,2020-03-07 14:30:00+00:00,Eintracht Frankfurt,2,1.0,3,0.0,Leverkusen,Bundesliga,29.0,25.1,18.0,13.76,398.95,0
2019,Semi-finals,2,354883,2020-06-09 18:45:00+00:00,Bayer Leverkusen,168,FC Saarbrucken,1639,1,0,90,Hermann-Neuberger-Stadion,21.0,0.0,4.0,1.0,4.0,4.0,5.0,5.0,17.0,1.0,1,4,2020-06-14 16:00:00+00:00,FC Schalke 04,4,,1,199.0,Leverkusen,Bundesliga,29.0,25.1,18.0,13.76,398.95,0
2019,Final,1,564163,2020-07-04 18:00:00+00:00,Bayer Leverkusen,168,Bayern Munich,157,0,1,90,Olympiastadion Berlin,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,-3.0,1.0,0,4,2020-09-20 16:00:00+00:00,VfL Wolfsburg,77,,1,0.0,Leverkusen,Bundesliga,29.0,25.1,18.0,13.76,398.95,0
2020,Round of 16,4,663694,2021-02-02 17:30:00+00:00,Bayer Leverkusen,168,Rot-weiss Essen,1621,0,0,120,Stadion Essen,21.0,0.0,4.0,1.0,5.0,5.0,6.0,6.0,16.0,1.0,1,4,2021-02-06 14:30:00+00:00,VfB Stuttgart,3,1.0,3,48.0,Leverkusen,Bundesliga,33.0,25.0,22.0,11.31,373.25,1
2023,Round of 16,4,1141479,2023-12-06 17:00:00+00:00,Bayer Leverkusen,168,SC Paderborn 07,185,1,1,90,BayArena,24.0,6.0,2.0,1.0,6.0,6.0,1.0,1.0,18.0,-5.0,1,4,2023-12-10 14:30:00+00:00,VfB Stuttgart,3,,1,0.0,Leverkusen,,,,,,,0
2023,Quarter-finals,3,1147023,2024-02-06 19:45:00+00:00,Bayer Leverkusen,168,VfB Stuttgart,172,1,1,90,BayArena,16.0,16.0,1.0,1.0,6.0,6.0,1.0,1.0,10.0,-5.0,1,4,2024-02-10 17:30:00+00:00,Bayern Munich,3,1.0,3,0.0,Leverkusen,,,,,,,0
2023,Semi-finals,2,1173883,2024-04-03 18:45:00+00:00,Bayer Leverkusen,168,Fortuna Dusseldorf,158,1,1,90,BayArena,22.0,4.0,2.0,1.0,6.0,6.0,1.0,1.0,16.0,-5.0,1,4,2024-04-06 13:30:00+00:00,Union Berlin,2,1.0,3,0.0,Leverkusen,,,,,,,0
2013,8th Finals,4,559878,2013-12-04 19:30:00+00:00,Eintracht Frankfurt,169,SV Sandhausen,189,1,1,90,Commerzbank-Arena,35.0,17.0,2.0,1.0,6.0,6.0,13.0,13.0,29.0,7.0,1,4,2013-12-07 14:30:00+00:00,1899 Hoffenheim,2,0.0,0,0.0,Frankfurt am Main,Bundesliga,33.0,24.7,11.0,2.61,86.2,0
2013,Quarter-finals,3,559880,2014-02-11 19:45:00+00:00,Eintracht Frankfurt,169,Borussia Dortmund,165,0,1,90,Commerzbank-Arena,2.0,2.0,1.0,1.0,6.0,6.0,13.0,13.0,-4.0,7.0,0,4,2014-02-15 14:30:00+00:00,Borussia Dortmund,3,0.0,0,0.0,Frankfurt am Main,Bundesliga,33.0,24.7,11.0,2.61,86.2,0
2016,3rd Round,4,57357,2017-02-08 19:45:00+00:00,Eintracht Frankfurt,169,Hannover 96,166,1,0,90,HDI Arena,18.0,18.0,1.0,1.0,16.0,16.0,11.0,11.0,2.0,-5.0,1,4,2017-02-11 14:30:00+00:00,Bayer Leverkusen,2,0.0,0,270.0,Frankfurt am Main,Bundesliga,35.0,24.1,22.0,2.06,72.25,0
2016,Quarter-finals,3,57355,2017-02-28 17:30:00+00:00,Eintracht Frankfurt,169,Arminia Bielefeld,188,1,1,90,Commerzbank-Arena,30.0,12.0,2.0,1.0,16.0,16.0,11.0,11.0,14.0,-5.0,1,4,2017-03-05 14:30:00+00:00,SC Freiburg,4,0.0,0,0.0,Frankfurt am Main,Bundesliga,35.0,24.1,22.0,2.06,72.25,0
2016,Semi-finals,2,57351,2017-04-25 18:45:00+00:00,Eintracht Frankfurt,169,Borussia Monchengladbach,163,1,0,120,Borussia-Park,4.0,4.0,1.0,1.0,16.0,16.0,11.0,11.0,-12.0,-5.0,0,4,2017-04-30 15:30:00+00:00,1899 Hoffenheim,4,0.0,0,193.0,Frankfurt am Main,Bundesliga,35.0,24.1,22.0,2.06,72.25,1
2016,Final,1,57349,2017-05-27 18:00:00+00:00,Eintracht Frankfurt,169,Borussia Dortmund,165,0,1,90,Olympiastadion,2.0,2.0,1.0,1.0,16.0,16.0,11.0,11.0,-14.0,-5.0,0,4,2017-08-20 13:30:00+00:00,SC Freiburg,84,,1,0.0,Frankfurt am Main,Bundesliga,35.0,24.1,22.0,2.06,72.25,0
2017,3rd Round,4,57407,2017-12-20 19:45:00+00:00,Eintracht Frankfurt,169,FC Heidenheim,180,1,0,120,Voith-Arena (Heidenheim an der Brenz),24.0,6.0,2.0,1.0,11.0,11.0,8.0,8.0,13.0,-3.0,1,4,2018-01-13 14:30:00+00:00,SC Freiburg,23,,1,197.0,Frankfurt am Main,Bundesliga,36.0,25.0,24.0,3.5,126.15,1
2017,Quarter-finals,3,57403,2018-02-07 17:30:00+00:00,Eintracht Frankfurt,169,FSV Mainz 05,164,1,1,90,Commerzbank-Arena (Frankfurt am Main),15.0,15.0,1.0,1.0,11.0,11.0,8.0,8.0,4.0,-3.0,1,4,2018-02-10 14:30:00+00:00,1.FC Köln,2,1.0,3,0.0,Frankfurt am Main,Bundesliga,36.0,25.0,24.0,3.5,126.15,0
2017,Semi-finals,2,57400,2018-04-18 18:45:00+00:00,Eintracht Frankfurt,169,FC Schalke 04,174,1,0,90,VELTINS-Arena (Gelsenkirchen),10.0,10.0,1.0,1.0,11.0,11.0,8.0,8.0,-1.0,-3.0,1,4,2018-04-21 13:30:00+00:00,Hertha Berlin,2,0.0,0,187.0,Frankfurt am Main,Bundesliga,36.0,25.0,24.0,3.5,126.15,0
2017,Final,1,57399,2018-05-19 18:00:00+00:00,Eintracht Frankfurt,169,Bayern Munich,157,1,0,90,Olympiastadion Berlin (Berlin),1.0,1.0,1.0,1.0,11.0,11.0,8.0,8.0,-10.0,-3.0,0,4,2018-08-25 13:30:00+00:00,SC Freiburg,97,1.0,3,306.0,Frankfurt am Main,Bundesliga,36.0,25.0,24.0,3.5,126.15,0
2019,3rd Round,4,250165,2020-02-04 17:30:00+00:00,Eintracht Frankfurt,169,RB Leipzig,173,1,1,90,Commerzbank-Arena,3.0,3.0,1.0,1.0,7.0,7.0,9.0,9.0,-4.0,2.0,0,4,2020-02-07 19:30:00+00:00,FC Augsburg,3,1.0,3,0.0,Frankfurt am Main,Bundesliga,35.0,26.4,24.0,5.97,208.98,0
2019,Quarter-finals,3,324070,2020-03-04 19:45:00+00:00,Eintracht Frankfurt,169,Werder Bremen,162,1,1,90,Commerzbank-Arena,8.0,8.0,1.0,1.0,7.0,7.0,9.0,9.0,1.0,2.0,0,4,2020-03-07 14:30:00+00:00,Bayer Leverkusen,2,0.0,0,0.0,Frankfurt am Main,Bundesliga,35.0,26.4,24.0,5.97,208.98,0
2019,Semi-finals,2,354884,2020-06-10 18:45:00+00:00,Eintracht Frankfurt,169,Bayern Munich,157,0,0,90,Allianz Arena,1.0,1.0,1.0,1.0,7.0,7.0,9.0,9.0,-6.0,2.0,0,4,2020-06-13 13:30:00+00:00,Hertha Berlin,2,1.0,3,306.0,Frankfurt am Main,Bundesliga,35.0,26.4,24.0,5.97,208.98,0
2022,Round of 16,4,968257,2023-02-07 19:45:00+00:00,Eintracht Frankfurt,169,SV Darmstadt 98,181,1,1,90,Deutsche Bank Park,22.0,4.0,2.0,1.0,11.0,11.0,7.0,7.0,11.0,-4.0,1,4,2023-02-12 16:30:00+00:00,1.FC Köln,4,0.0,0,0.0,Frankfurt am Main,Bundesliga,36.0,25.0,22.0,9.02,324.55,0
2022,Quarter-finals,3,1008960,2023-04-04 16:00:00+00:00,Eintracht Frankfurt,169,Union Berlin,182,1,1,90,Deutsche Bank Park,5.0,5.0,1.0,1.0,11.0,11.0,7.0,7.0,-6.0,-4.0,0,4,2023-04-08 13:30:00+00:00,Bayer Leverkusen,3,0.0,0,0.0,Frankfurt am Main,Bundesliga,36.0,25.0,22.0,9.02,324.55,0
2022,Semi-finals,2,1021523,2023-05-03 18:45:00+00:00,Eintracht Frankfurt,169,VfB Stuttgart,172,1,0,90,Mercedes-Benz-Arena,15.0,15.0,1.0,1.0,11.0,11.0,7.0,7.0,4.0,-4.0,1,4,2023-05-06 13:30:00+00:00,1899 Hoffenheim,2,0.0,0,152.0,Frankfurt am Main,Bundesliga,36.0,25.0,22.0,9.02,324.55,0
2022,Final,1,1025223,2023-06-03 18:00:00+00:00,Eintracht Frankfurt,169,RB Leipzig,173,0,0,90,Olympiastadion Berlin,4.0,4.0,1.0,1.0,11.0,11.0,7.0,7.0,-7.0,-4.0,0,4,2023-08-20 15:30:00+00:00,SV Darmstadt 98,77,1.0,3,305.0,Frankfurt am Main,Bundesliga,36.0,25.0,22.0,9.02,324.55,0
2023,Round of 16,4,1141475,2023-12-06 17:00:00+00:00,Eintracht Frankfurt,169,FC Saarbrücken,1639,0,0,90,Stadion Ludwigspark,41.0,5.0,3.0,1.0,7.0,7.0,6.0,6.0,34.0,-1.0,1,4,2023-12-09 14:30:00+00:00,Bayern Munich,2,1.0,3,,Frankfurt am Main,,,,,,,0
2012,8th Finals,4,559938,2012-12-18 19:30:00+00:00,FC Augsburg,170,Bayern Munich,157,0,1,90,SGL Arena,2.0,2.0,1.0,1.0,14.0,14.0,15.0,15.0,-12.0,1.0,0,4,2013-01-20 16:30:00+00:00,Fortuna Dusseldorf,32,1.0,3,0.0,Augsburg,Bundesliga,33.0,26.2,18.0,1.17,38.45,0
2013,8th Finals,4,559879,2013-12-04 19:30:00+00:00,FC Augsburg,170,Bayern Munich,157,0,1,90,SGL arena,1.0,1.0,1.0,1.0,15.0,15.0,8.0,8.0,-14.0,-7.0,0,4,2013-12-07 14:30:00+00:00,Hamburger SV,2,1.0,3,0.0,Augsburg,Bundesliga,35.0,25.2,20.0,1.31,45.95,0
2015,3rd Round,4,559759,2015-12-16 19:30:00+00:00,FC Augsburg,170,Borussia Dortmund,165,0,1,90,WWK Arena,7.0,7.0,1.0,1.0,5.0,5.0,12.0,12.0,2.0,7.0,0,4,2015-12-19 14:30:00+00:00,Hamburger SV,2,1.0,3,0.0,Augsburg,Bundesliga,39.0,25.9,21.0,1.94,75.83,0
2018,3rd Round,4,57514,2019-02-06 17:30:00+00:00,FC Augsburg,170,Holstein Kiel,191,1,0,90,Holstein-Stadion,21.0,3.0,2.0,1.0,12.0,12.0,15.0,15.0,9.0,3.0,1,4,2019-02-10 14:30:00+00:00,Werder Bremen,3,0.0,0,667.0,Augsburg,Bundesliga,40.0,24.9,19.0,3.48,139.25,0
2018,Quarter-finals,3,107272,2019-04-02 18:45:00+00:00,FC Augsburg,170,RB Leipzig,173,0,1,120,WWK Arena,6.0,6.0,1.0,1.0,12.0,12.0,15.0,15.0,-6.0,3.0,0,4,2019-04-07 13:30:00+00:00,1899 Hoffenheim,4,0.0,0,0.0,Augsburg,Bundesliga,40.0,24.9,19.0,3.48,139.25,1
2015,3rd Round,4,559757,2015-12-16 18:00:00+00:00,FC Nurnberg,171,Hertha Berlin,159,0,1,90,Grundig-Stadion,15.0,15.0,1.0,2.0,27.0,9.0,21.0,3.0,-12.0,-6.0,0,4,2015-12-19 12:00:00+00:00,FC Heidenheim,2,1.0,3,0.0,Nuremberg,Bundesliga_2,32.0,25.5,12.0,0.869,27.8,0
