stage,causal_effect,std_error,p_value,r_squared,f_stat,f_p_value,grid_id,instrument,control_vars,significant
6,-2.050689044150413,4.182438502825354,0.6301830679222193,0.7159818868836307,2.482644882947281,0.08281993347213983,157,rank_diff,"['foreigners', 'mean_age', 'total_value']",False
1,-26.05126227955937,2.7292812785503924,1.2701752487922025e-19,0.625442009603275,36.82941426122142,2.688474852117895e-26,158,rank_diff,"['foreigners', 'mean_age', 'distance']",True
2,-21.09371872420198,3.3004090214067325,7.189194174337418e-10,0.48256750485269606,13.655152843263565,3.7442116419040417e-10,158,rank_diff,"['foreigners', 'mean_age', 'distance']",True
3,-21.62397665477822,4.563757015813391,5.235832919633091e-06,0.4855438061581061,5.279702514905121,0.0005448455249779275,158,rank_diff,"['foreigners', 'mean_age', 'distance']",False
4,-17.993166257927687,6.451210713149095,0.006899904062445627,0.3884420433952772,4.269207570142176,0.003919914302808529,158,rank_diff,"['foreigners', 'mean_age', 'distance']",False
5,-11.774911814326684,3.5114095276894273,0.0020649097113969546,0.3003694547593352,4.952093385065876,0.0031939151930171312,158,rank_diff,"['foreigners', 'mean_age', 'distance']",False
6,-8.974963555627701,2.676361804355138,0.003769034003788929,0.49725055583205047,4.546853447429897,0.011127239935359296,158,rank_diff,"['foreigners', 'mean_age', 'distance']",False
1,-13.703408227812616,3.2193250685251975,2.577713137812461e-05,0.64023628502058,37.323559760655904,1.3148857699846424e-26,159,rank_diff,"['foreigners', 'mean_age', 'team_home']",True
2,-20.977298542113644,3.268730690324509,6.189394515549239e-10,0.4825453677289837,13.681336957374805,3.590126095192065e-10,159,rank_diff,"['foreigners', 'mean_age', 'team_home']",True
3,-19.264615718866906,4.387968021560566,2.2150119466690138e-05,0.48588507994279284,5.725631677590638,0.00026859471619096757,159,rank_diff,"['foreigners', 'mean_age', 'team_home']",False
4,-16.662060050584657,6.434089669342435,0.011809624445950104,0.39404500087588,4.170528598877584,0.004513273953674027,159,rank_diff,"['foreigners', 'mean_age', 'team_home']",False
5,-12.204493191568337,3.6104905458243857,0.0019215657528299434,0.30660648969606474,4.399202212586603,0.006021509277881194,159,rank_diff,"['foreigners', 'mean_age', 'team_home']",False
6,-8.672518179444483,2.5946164874433326,0.003859013562543422,0.48285082363158704,3.9617998158832046,0.01888955905316681,159,rank_diff,"['foreigners', 'mean_age', 'team_home']",False
1,-30.21031052712369,2.459744400611063,1.0119668130770021e-29,0.621733558152004,36.76644909551282,2.945513821190742e-26,160,rank_diff,"['foreigners', 'mean_age', 'extra_time']",True
2,-22.971186245469607,3.4638188240953953,1.801725757461467e-10,0.48333506171741536,12.470541630247984,2.5345341213209794e-09,160,rank_diff,"['foreigners', 'mean_age', 'extra_time']",True
3,-23.608425666415464,5.018934245779143,6.056017625663907e-06,0.4846063420283361,4.050257830636436,0.003873356720806912,160,rank_diff,"['foreigners', 'mean_age', 'extra_time']",False
4,-16.921148266070656,5.518893374792779,0.003142194863507549,0.389844799899575,4.078119133809081,0.005151644089498956,160,rank_diff,"['foreigners', 'mean_age', 'extra_time']",False
5,-12.24925838746113,3.6064158790220295,0.0018399201727645035,0.30654190959832517,3.418108455923894,0.019525042952350035,160,rank_diff,"['foreigners', 'mean_age', 'extra_time']",False
6,-8.656270174902662,2.5609265650195643,0.0035574710126351898,0.4898273465375149,2.352906674022367,0.0952239512951009,160,rank_diff,"['foreigners', 'mean_age', 'extra_time']",False
1,-24.170260995091425,2.4201700900893472,3.7091057026095926e-21,0.7171415538308163,38.41150881858375,2.745901690704844e-27,161,rank_diff,"['foreigners', 'total_value', 'distance']",True
2,-17.069327530812814,3.0628227856269215,6.057364396553247e-08,0.6351664956199492,15.631612158561973,1.6177948334848002e-11,161,rank_diff,"['foreigners', 'total_value', 'distance']",True
3,-17.33124656987171,4.6768415420838,0.0003026649970599591,0.6391015502584645,7.349914841088865,2.1084639288141474e-05,161,rank_diff,"['foreigners', 'total_value', 'distance']",False
4,-14.745740797250914,6.673014591748079,0.03059591634154574,0.607439434410189,6.059666095360476,0.0003243735216043241,161,rank_diff,"['foreigners', 'total_value', 'distance']",False
5,-7.047692921755614,3.9692666062075044,0.0853165798427223,0.5925700488115193,5.925766356682888,0.0010987438820075249,161,rank_diff,"['foreigners', 'total_value', 'distance']",False
6,-0.8003238044239214,2.1030158433760193,0.7082431253895201,0.7136661644951874,3.050844670825195,0.04579638933170498,161,rank_diff,"['foreigners', 'total_value', 'distance']",False
1,-9.618981201125125,2.877910284552338,0.0009073770135659756,0.7393988293915705,38.769283512349524,1.6447328757265053e-27,162,rank_diff,"['foreigners', 'total_value', 'team_home']",True
2,-16.64381826784796,3.0327958717288586,9.36622979225405e-08,0.6350523696310937,15.495415407898617,2.0048686444261474e-11,162,rank_diff,"['foreigners', 'total_value', 'team_home']",True
3,-14.549057651429232,4.414866502880082,0.0012449391675891438,0.6457699011242473,7.862036668746514,9.567502154529318e-06,162,rank_diff,"['foreigners', 'total_value', 'team_home']",False
4,-13.135486564881587,6.763344699533267,0.05638739376084547,0.6123376014917022,5.992475687364047,0.0003553102667391131,162,rank_diff,"['foreigners', 'total_value', 'team_home']",False
5,-7.961706732258398,4.531467197115589,0.08848664035298148,0.5955653703651638,6.496258304962777,0.0006047478527026208,162,rank_diff,"['foreigners', 'total_value', 'team_home']",False
6,-0.9691672161116918,2.5198424165699707,0.7052922643207782,0.7137515297268511,3.203295212129526,0.03927283560340142,162,rank_diff,"['foreigners', 'total_value', 'team_home']",False
1,-28.250404714811843,2.182931922641316,2.454598285636449e-32,0.7161394238471943,38.36203918289392,2.947847938379236e-27,163,rank_diff,"['foreigners', 'total_value', 'extra_time']",True
