stage,causal_effect,std_error,p_value,r_squared,f_stat,f_p_value,grid_id,instrument,control_vars,significant
1,-35.51645423103541,1.9583350249829217,2.290600879762333e-54,0.6905377609353915,51.29676888185198,3.677289369296602e-28,123,rank_diff,"['team_size', 'total_value']",True
2,-26.437150422138703,3.290923162285039,2.927429097828246e-14,0.583679226256578,19.736133442624055,1.333759381595086e-11,123,rank_diff,"['team_size', 'total_value']",True
3,-30.486965190410228,6.071909413149174,1.527809690230731e-06,0.5644164034795658,8.723739904771705,2.3920559177887196e-05,123,rank_diff,"['team_size', 'total_value']",True
4,-17.44659074297669,5.644684566535622,0.002907125421711001,0.550732454116853,8.234555731928937,9.653957065731148e-05,123,rank_diff,"['team_size', 'total_value']",True
5,-5.555535014493497,3.7958647018899274,0.15277095387825285,0.6407185792134577,6.58599425486427,0.0013024843148404719,123,rank_diff,"['team_size', 'total_value']",False
6,-0.4713006176784602,2.477737478606455,0.8512700967723325,0.7488960965711466,2.0471772308329683,0.1432549571575487,123,rank_diff,"['team_size', 'total_value']",False
