stage,causal_effect,std_error,p_value,r_squared,f_stat,f_p_value,grid_id,instrument,control_vars,significant
1,-30.269209013390505,2.3092770772198112,5.130659681071077e-33,0.6924034709187145,51.336571138004324,3.5221670534144734e-28,136,rank_diff,"['total_value', 'distance']",True
2,-24.59763697826908,3.201374446826434,2.8452043556590237e-13,0.5750866322818922,20.828271605900852,3.574769563804105e-12,136,rank_diff,"['total_value', 'distance']",True
3,-25.885620323774436,5.323115658670143,3.049371775378833e-06,0.5574109182008135,9.595816227985024,8.303928866412694e-06,136,rank_diff,"['total_value', 'distance']",True
4,-18.787359115151514,6.540065755763742,0.005446495481443382,0.5354331343667433,7.977701765586228,0.00012674100069682168,136,rank_diff,"['total_value', 'distance']",False
5,-7.034761908148969,3.89672476771124,0.0801585399636226,0.5925631991056938,8.131143875806481,0.00034297586146865257,136,rank_diff,"['total_value', 'distance']",True
6,-1.5067780287704897,2.378075279658699,0.5343029050533428,0.6117469579662942,4.2965031841361165,0.018799915988755574,136,rank_diff,"['total_value', 'distance']",False
