stage,2sls_iv,std_error,p_value,r_squared,f_stat,f_p_value,causal_effect,grid_id,instrument,control_vars,significant
4,-1.1250201503682966,0.9735424089474874,0.25207728105148264,0.03624509344388349,9.492672813146127,7.851002035065177e-07,-0.5544430534846049,146,team_better,"['mean_age', 'distance', 'team_home', 'extra_time']",False
5,-0.9631014689509909,1.0999328095573813,0.38798161057487024,0.2706108372719681,3.2029383719557334,0.019098172466333562,-0.4746447599946416,146,team_better,"['mean_age', 'distance', 'team_home', 'extra_time']",False
6,1.294775814258458,1.588591303498174,0.42869377315466783,0.10920927487878074,5.0662956894998965,0.0073736248724648725,0.63810364267739,146,team_better,"['mean_age', 'distance', 'team_home', 'extra_time']",False
1,-17.079633176187638,3.4061832426633156,7.968191950019633e-07,0.07972766897874606,18.03431601607882,3.652341419951201e-16,-8.417346095980907,147,team_better,"['mean_age', 'distance', 'team_home', 'next_fixture_days']",True
2,-1.5936251115972635,0.7913610000517259,0.045028511688666305,0.02831713997198182,14.579889691345974,1.1985946361297944e-12,-0.7853853752703684,147,team_better,"['mean_age', 'distance', 'team_home', 'next_fixture_days']",True
3,-0.2457565313475214,0.9918659633325797,0.804676520851493,0.03527848299615255,7.9021788621011595,1.4106850107921714e-06,-0.1211160543297808,147,team_better,"['mean_age', 'distance', 'team_home', 'next_fixture_days']",False
4,-1.1367249338237615,0.9757750087875403,0.24829851985116116,0.037952990888758475,9.41236397108108,8.758466114324477e-07,-0.560211515389309,147,team_better,"['mean_age', 'distance', 'team_home', 'next_fixture_days']",False
5,-1.042339369174766,1.1294880010358332,0.363216728190185,0.23995146994015104,3.224706889011798,0.018528979035449818,-0.5136955301851988,147,team_better,"['mean_age', 'distance', 'team_home', 'next_fixture_days']",False
6,1.506078871882945,1.441086831642111,0.3136872527387837,0.14176160503492397,5.671385245150924,0.0046026457187911705,0.7422400107607535,147,team_better,"['mean_age', 'distance', 'team_home', 'next_fixture_days']",False
1,-0.7030020748625498,1.1198122200491911,0.5304972840613408,0.026181222495638035,18.07630644259633,3.36109299569197e-16,-0.34646012061668835,148,team_better,"['mean_age', 'distance', 'extra_time', 'next_fixture_days']",False
2,-1.2864487760385084,0.7868825488706787,0.10324643790822757,0.01799278526636816,14.566206244907306,1.2299785158187816e-12,-0.6339998330739438,148,team_better,"['mean_age', 'distance', 'extra_time', 'next_fixture_days']",False
3,-0.3853907487912196,1.0187196559390836,0.7057782510564798,0.0038712325907519496,7.6540252591283755,2.211774128769818e-06,-0.18993190786366876,148,team_better,"['mean_age', 'distance', 'extra_time', 'next_fixture_days']",False
4,-1.1815213611003845,0.9697817673274697,0.22749953497979222,0.030727429883949497,9.739493339126126,5.621297196734697e-07,-0.5822885136691363,148,team_better,"['mean_age', 'distance', 'extra_time', 'next_fixture_days']",False
5,-1.0845970687446185,1.2565690197235013,0.3946885499116902,0.06616530416936772,3.24180758572736,0.018094225303416818,-0.5345213687046901,148,team_better,"['mean_age', 'distance', 'extra_time', 'next_fixture_days']",False
6,1.4403086311721431,1.5376069645346508,0.36478081508165294,0.14285462970426033,5.283843870810398,0.0062028368003950105,0.7098264996994835,148,team_better,"['mean_age', 'distance', 'extra_time', 'next_fixture_days']",False
1,-17.447065626972552,3.412646022404352,4.908365637982052e-07,0.08750508477284646,18.120239379624973,3.081296611342122e-16,-8.598427625850242,149,team_better,"['mean_age', 'team_home', 'extra_time', 'next_fixture_days']",True
2,-1.5124814424253956,0.7826570968279455,0.05434813089767997,0.026094341047519065,14.456667874553277,1.5129439361494738e-12,-0.7453953860316274,149,team_better,"['mean_age', 'team_home', 'extra_time', 'next_fixture_days']",True
3,-0.15063365357162212,1.0076750761685882,0.8813865682481549,0.011474036352201122,7.814175666198563,1.6542084748697343e-06,-0.07423669950840543,149,team_better,"['mean_age', 'team_home', 'extra_time', 'next_fixture_days']",False
4,-1.0720202999897377,0.9668373593848046,0.27160619822991594,0.024121775462059403,9.65167554385574,6.328523480180567e-07,-0.5283231667710242,149,team_better,"['mean_age', 'team_home', 'extra_time', 'next_fixture_days']",False
5,-1.1592393240621415,1.2230595321654114,0.35055207211562067,0.14309724010841474,3.0374298064912546,0.02406623165080451,-0.5713072697782636,149,team_better,"['mean_age', 'team_home', 'extra_time', 'next_fixture_days']",False
6,1.2787616160077748,1.3376485380791068,0.35530108768031354,0.14379765974125946,5.686113827477077,0.0045518132037712655,0.630211374281744,149,team_better,"['mean_age', 'team_home', 'extra_time', 'next_fixture_days']",False
1,-18.965776908306214,3.6852109177693646,4.143107278381163e-07,0.07968111802262712,21.067070624410718,9.731066485083282e-19,-9.346893259917769,150,team_better,"['total_value', 'distance', 'team_home', 'extra_time']",True
2,-1.782341173145155,0.9621449975346762,0.06505423467825809,0.020856202870150775,15.271542144583998,3.2632485544272897e-13,-0.878390206670009,150,team_better,"['total_value', 'distance', 'team_home', 'extra_time']",True
3,-0.32502266463723556,1.2815955174134226,0.8001732737801532,0.03594970035199241,8.294680813709869,6.956154067060856e-07,-0.16018073860648413,150,team_better,"['total_value', 'distance', 'team_home', 'extra_time']",False
4,-1.7953822976060878,1.2330042436407838,0.1501773521104518,0.04156153625268688,9.780928496133463,5.31634200828184e-07,-0.8848172567674008,150,team_better,"['total_value', 'distance', 'team_home', 'extra_time']",False
5,-2.514468601096179,3.4164640396730226,0.46727226476728123,0.26558387323827437,4.117510411656455,0.005538524454652128,-1.2392041588113187,150,team_better,"['total_value', 'distance', 'team_home', 'extra_time']",False
