Year,Round,Stage,Team_name,Team_id,Opponent_name,Opponent_id,Team_win
2023,Quarter-finals,5,Everton,45,Fulham,36,0.0
2023,Quarter-finals,5,Fulham,36,Everton,45,1.0
2023,Quarter-finals,5,Chelsea,49,Newcastle,34,1.0
2023,Quarter-finals,5,Newcastle,34,Chelsea,49,0.0
2023,Quarter-finals,5,Port Vale,1351,Middlesbrough,70,0.0
2023,Quarter-finals,5,Middlesbrough,70,Port Vale,1351,1.0
2023,Quarter-finals,5,Liverpool,40,West Ham,48,1.0
2023,Quarter-finals,5,West Ham,48,Liverpool,40,0.0
2023,Semi-finals,6,Middlesbrough,70,Chelsea,49,1.0
2023,Semi-finals,6,Chelsea,49,Middlesbrough,70,0.0
2023,Semi-finals,6,Chelsea,49,Middlesbrough,70,1.0
2023,Semi-finals,6,Middlesbrough,70,Chelsea,49,0.0
2023,Semi-finals,6,Liverpool,40,Fulham,36,1.0
2023,Semi-finals,6,Fulham,36,Liverpool,40,0.0
2023,Semi-finals,6,Fulham,36,Liverpool,40,
2023,Semi-finals,6,Liverpool,40,Fulham,36,
2023,Final,7,Chelsea,49,Liverpool,40,0.0
2023,Final,7,Liverpool,40,Chelsea,49,1.0
