stage,model,instrument,first_stage_coefficient,first_stage_std_error,first_stage_t_value,first_stage_p_value,first_stage_r_squared,first_stage_f_stat,first_stage_f_p_value,first_stage_nobs,second_stage_coefficient,second_stage_std_error,second_stage_t_value,second_stage_p_value,second_stage_r_squared,second_stage_nobs
1,Model 1,opponent_league_rank_prev,-0.02732240437158466,0.04518017949222319,-0.6047431568147629,0.5621055003253024,0.04371584699453557,0.36571428571428616,0.5621055003253017,10.0,-4.050000000000013,3.973938537521693,-1.0191400701747528,0.3379639162373007,0.11491172761664548,10.0
1,Model 1,opponent_division,0.6256830601092894,0.27032702520908297,2.3145412843031816,0.04933807395041041,0.04371584699453557,0.36571428571428616,0.5621055003253017,10.0,-4.050000000000013,3.973938537521693,-1.0191400701747528,0.3379639162373007,0.11491172761664548,10.0
1,Model 2,opponent_league_rank_prev,-0.010847274689692427,0.051409828394329796,-0.21099612717028282,0.8389012354503607,0.11473286562331353,0.4536088758839307,0.6527700114786354,10.0,-3.1288557213930663,10.053075440495919,-0.3112336856430394,0.7646870059674371,0.3616827182531448,10.0
1,Model 2,opponent_division,0.4038316243928769,0.4061542595028176,0.9942813966477075,0.35320513712762464,0.11473286562331353,0.4536088758839307,0.6527700114786354,10.0,-3.1288557213930663,10.053075440495919,-0.3112336856430394,0.7646870059674371,0.3616827182531448,10.0
1,Model 3,opponent_league_rank_prev,0.024806203757624448,0.04361209102609028,0.5687918917436109,0.5901367646200382,0.5245092684690894,2.2061808304038086,0.18816777276595276,10.0,3.2907135192063084,4.596340690349783,0.7159420375681255,0.5009279717771896,0.479178764013117,10.0
1,Model 3,opponent_division,-0.13245899837162364,0.39873823493469346,-0.3321953772336836,0.7510399410831219,0.5245092684690894,2.2061808304038086,0.18816777276595276,10.0,3.2907135192063084,4.596340690349783,0.7159420375681255,0.5009279717771896,0.479178764013117,10.0
1,Model 4,opponent_league_rank_prev,0.0254907283882424,0.04986328527595303,0.5112123729347514,0.6309690471296872,0.5247265662332169,1.3800649503868032,0.3600080330673488,10.0,3.407880311000656,5.105182831494172,0.667533450511751,0.5339996799735857,0.4812187600058324,10.0
1,Model 4,opponent_division,-0.16874713200296382,0.8756350042620691,-0.19271400889823204,0.8547661044672155,0.5247265662332169,1.3800649503868032,0.3600080330673488,10.0,3.407880311000656,5.105182831494172,0.667533450511751,0.5339996799735857,0.4812187600058324,10.0
1,Model 5,opponent_league_rank_prev,0.025802608485216337,0.05493900138137685,0.4696592190691488,0.6630576931933883,0.5385586291437617,0.9336980395050868,0.5415962035523798,10.0,3.368269259746207,5.6393291681107796,0.5972819034563652,0.5824861564826824,0.4812566614232979,10.0
1,Model 5,opponent_division,-0.271771855783853,1.0094799664171707,-0.2692196624252199,0.8010772307009182,0.5385586291437617,0.9336980395050868,0.5415962035523798,10.0,3.368269259746207,5.6393291681107796,0.5972819034563652,0.5824861564826824,0.4812566614232979,10.0
1,Model 6,opponent_league_rank_prev,0.18332065408084003,0.1665778377222905,1.1005104675837023,0.4695606460290709,0.8103805411838271,0.5342150445971979,0.7915530440410832,10.0,-0.23415890015268703,2.7608596780004353,-0.08481376363259346,0.9461347918158549,0.7194725677687779,10.0
1,Model 6,opponent_division,10.11824763702595,9.989302539460923,1.0129083183791514,0.4959175596877087,0.8103805411838271,0.5342150445971979,0.7915530440410832,10.0,-0.23415890015268703,2.7608596780004353,-0.08481376363259346,0.9461347918158549,0.7194725677687779,10.0
1,Model 7,opponent_league_rank_prev,0.28383610040458324,inf,0.0,,1.0,,,10.0,-1.2272144687027113,inf,-0.0,,1.0,10.0
1,Model 7,opponent_division,76.96670696798984,inf,0.0,,1.0,,,10.0,-1.2272144687027113,inf,-0.0,,1.0,10.0
2,Model 1,opponent_league_rank_prev,0.030661275570357603,0.008653781149326795,3.543107347097961,0.000548633324800161,0.1705249546085278,13.465606456656156,4.804163507207283e-06,134.0,-0.14473107387541706,0.5717168190110635,-0.2531516811518122,0.8005448365224903,0.00048526269117366017,134.0
2,Model 1,opponent_division,0.2757022630761078,0.07518636566035428,3.66691833891215,0.000355685505679803,0.1705249546085278,13.465606456656156,4.804163507207283e-06,134.0,-0.14473107387541706,0.5717168190110635,-0.2531516811518122,0.8005448365224903,0.00048526269117366017,134.0
2,Model 2,opponent_league_rank_prev,0.032430710855413075,0.008215388913223853,3.947556372311379,0.00012862917634621175,0.26032415791344876,15.250888115746783,1.465281913843951e-08,134.0,-0.10766237079199603,0.5265073630263117,-0.20448407439767505,0.8382925924326423,0.1469796366132915,134.0
2,Model 2,opponent_division,0.26394087429175916,0.07133398230604002,3.7000720520465133,0.0003170261276313385,0.26032415791344876,15.250888115746783,1.465281913843951e-08,134.0,-0.10766237079199603,0.5265073630263117,-0.20448407439767505,0.8382925924326423,0.1469796366132915,134.0
2,Model 3,opponent_league_rank_prev,0.03207055644971371,0.00823136471833602,3.896140864500147,0.0001561809579092829,0.26490955450442744,11.622152328490904,4.328512764457599e-08,134.0,-0.10749613765949537,0.5387057688795082,-0.19954517636424074,0.842148093167009,0.14697368468255934,134.0
2,Model 3,opponent_division,0.258906668115067,0.07160787861871738,3.6156170676922152,0.0004283865865690265,0.26490955450442744,11.622152328490904,4.328512764457599e-08,134.0,-0.10749613765949537,0.5387057688795082,-0.19954517636424074,0.842148093167009,0.14697368468255934,134.0
