stage,model,instrument,first_stage_coefficient,first_stage_std_error,first_stage_t_value,first_stage_p_value,first_stage_r_squared,first_stage_f_stat,first_stage_f_p_value,first_stage_nobs,second_stage_coefficient,second_stage_std_error,second_stage_t_value,second_stage_p_value,second_stage_r_squared,second_stage_nobs
2,Model 1,opponent_league_rank_prev,0.0,0.0,,,,,,5.0,0.0,0.0,,,0.0,5.0
2,Model 1,opponent_division,0.0,0.0,,,,,,5.0,0.0,0.0,,,0.0,5.0
2,Model 2,opponent_league_rank_prev,0.0,0.0,,,,,,5.0,0.0,0.0,,,0.011116600790513798,5.0
2,Model 2,opponent_division,0.0,0.0,,,,,,5.0,0.0,0.0,,,0.011116600790513798,5.0
2,Model 3,opponent_league_rank_prev,0.0,0.0,,,,,,5.0,-9.087524971463368e-15,2.8781477278655457e-14,-0.31574213107548654,0.7821013066151145,0.5875932476218968,5.0
2,Model 3,opponent_division,0.0,0.0,,,,,,5.0,-9.087524971463368e-15,2.8781477278655457e-14,-0.31574213107548654,0.7821013066151145,0.5875932476218968,5.0
2,Model 4,opponent_league_rank_prev,0.0,,,,,,,5.0,1.9327953321488618e-13,5.35423865872279e-14,3.609841576635873,0.1720424516687075,0.9739413281612536,5.0
2,Model 4,opponent_division,0.0,,,,,,,5.0,1.9327953321488618e-13,5.35423865872279e-14,3.609841576635873,0.1720424516687075,0.9739413281612536,5.0
2,Model 5,opponent_league_rank_prev,0.0,,,,,,,5.0,-1.1638234938297389e-12,3.17774349065641e-13,-3.662421140195095,0.16968863675235452,0.9739413281612537,5.0
2,Model 5,opponent_division,0.0,,,,,,,5.0,-1.1638234938297389e-12,3.17774349065641e-13,-3.662421140195095,0.16968863675235452,0.9739413281612537,5.0
2,Model 6,opponent_league_rank_prev,0.0,,,,,,,5.0,7.282358711586026e-14,inf,0.0,,1.0,5.0
2,Model 6,opponent_division,0.0,,,,,,,5.0,7.282358711586026e-14,inf,0.0,,1.0,5.0
2,Model 7,opponent_league_rank_prev,0.0,,,,,,,5.0,9.386369338292409e-14,inf,0.0,,1.0,5.0
2,Model 7,opponent_division,0.0,,,,,,,5.0,9.386369338292409e-14,inf,0.0,,1.0,5.0
3,Model 1,opponent_league_rank_prev,-0.008708230701305934,0.014141892693684929,-0.6157754757391563,0.5446596581430945,0.41273607404671453,7.379524922215695,0.0037389521157394213,24.0,-0.09290370756685011,0.7572595004236732,-0.12268410962803655,0.9034710998055294,0.0006836863783813429,24.0
3,Model 1,opponent_division,0.334717897476414,0.09590492551467904,3.4901012193078933,0.0021827015567302582,0.41273607404671453,7.379524922215695,0.0037389521157394213,24.0,-0.09290370756685011,0.7572595004236732,-0.12268410962803655,0.9034710998055294,0.0006836863783813429,24.0
