stage,model,instrument,first_stage_coefficient,first_stage_std_error,first_stage_t_value,first_stage_p_value,first_stage_r_squared,first_stage_f_stat,first_stage_f_p_value,first_stage_nobs,second_stage_coefficient,second_stage_std_error,second_stage_t_value,second_stage_p_value,second_stage_r_squared,second_stage_nobs
1,Model 1,opponent_league_rank_prev,-0.02732240437158469,0.04518017949222317,-0.6047431568147638,0.5621055003253019,0.043715846994535346,0.3657142857142846,0.5621055003253022,10.0,-4.049999999999994,3.9739385375216854,-1.01914007017475,0.3379639162373022,0.11491172761664548,10.0
1,Model 1,opponent_division,0.6256830601092895,0.27032702520908314,2.3145412843031803,0.04933807395041054,0.043715846994535346,0.3657142857142846,0.5621055003253022,10.0,-4.049999999999994,3.9739385375216854,-1.01914007017475,0.3379639162373022,0.11491172761664548,10.0
1,Model 2,opponent_league_rank_prev,-0.01084727468969237,0.05140982839432976,-0.21099612717028185,0.8389012354503613,0.11473286562331353,0.4536088758839307,0.6527700114786354,10.0,-6.012437810945241,11.244092389285338,-0.5347197090513577,0.6094003762204905,0.20147681514384141,10.0
1,Model 2,opponent_division,0.4038316243928766,0.4061542595028176,0.9942813966477069,0.35320513712762525,0.11473286562331353,0.4536088758839307,0.6527700114786354,10.0,-6.012437810945241,11.244092389285338,-0.5347197090513577,0.6094003762204905,0.20147681514384141,10.0
1,Model 3,opponent_league_rank_prev,0.024806203757624736,0.0436120910260912,0.5687918917436056,0.5901367646200416,0.5245092684690894,2.2061808304038086,0.18816777276595276,10.0,4.166428892572592,5.4169620083011525,0.7691449351477456,0.47099055032353077,0.27660443943720603,10.0
1,Model 3,opponent_division,-0.13245899837162733,0.3987382349347043,-0.3321953772336838,0.7510399410831218,0.5245092684690894,2.2061808304038086,0.18816777276595276,10.0,4.166428892572592,5.4169620083011525,0.7691449351477456,0.47099055032353077,0.27660443943720603,10.0
1,Model 4,opponent_league_rank_prev,0.023839986144506584,0.04745471449337287,0.5023733974384331,0.6367433661941884,0.5329967494892826,1.4266408983941605,0.3476321207901621,10.0,4.520262191082494,6.0662213863410175,0.7451528559871757,0.4897021830222321,0.30493552362493703,10.0
1,Model 4,opponent_division,-0.13394219496528614,0.43290786951669497,-0.30940115529620954,0.7694948602208698,0.5329967494892826,1.4266408983941605,0.3476321207901621,10.0,4.520262191082494,6.0662213863410175,0.7451528559871757,0.4897021830222321,0.30493552362493703,10.0
1,Model 5,opponent_league_rank_prev,0.023117645573518513,0.05341366257618559,0.43280397670811444,0.687471480703121,0.5343162841793567,0.9179041757777885,0.5483570011139514,10.0,4.203194216503352,6.816611893591917,0.616610463103326,0.5708554625784702,0.35042981468639,10.0
1,Model 5,opponent_division,-0.1074499302786136,0.5436194495602025,-0.19765652307978027,0.8529519346438179,0.5343162841793567,0.9179041757777885,0.5483570011139514,10.0,4.203194216503352,6.816611893591917,0.616610463103326,0.5708554625784702,0.35042981468639,10.0
1,Model 6,opponent_league_rank_prev,0.07639588029867551,0.1478041517797209,0.5168723569587659,0.6962978602772355,0.6806908340768278,0.26647012782613255,0.9112717096627161,10.0,4.60958483823656,2.257108623963618,2.0422521048817988,0.28987706242609856,0.9303536552687799,10.0
1,Model 6,opponent_division,7.726352085567973,12.40803363376293,0.6226894859910882,0.6454434690139828,0.6806908340768278,0.26647012782613255,0.9112717096627161,10.0,4.60958483823656,2.257108623963618,2.0422521048817988,0.28987706242609856,0.9303536552687799,10.0
1,Model 7,opponent_league_rank_prev,0.2631528467322195,inf,0.0,,1.0,,,10.0,0.510257426402736,inf,0.0,,1.0,10.0
1,Model 7,opponent_division,-21.667351536739808,inf,-0.0,,1.0,,,10.0,0.510257426402736,inf,0.0,,1.0,10.0
2,Model 1,opponent_league_rank_prev,0.041438774166687405,0.009907773614189859,4.182450647372384,7.25757579581765e-05,0.29134521745787256,16.65053506689965,8.762060711030286e-07,84.0,0.4346933494901135,0.5680959185989669,0.765175976905714,0.44636346729485477,0.0070895534472377175,84.0
2,Model 1,opponent_division,0.3504449908724388,0.09215365041159694,3.802833521051029,0.00027617169418818303,0.29134521745787256,16.65053506689965,8.762060711030286e-07,84.0,0.4346933494901135,0.5680959185989669,0.765175976905714,0.44636346729485477,0.0070895534472377175,84.0
2,Model 2,opponent_league_rank_prev,0.047099678278237606,0.009284601933679356,5.072880734648003,2.4872448694646117e-06,0.40097522862185464,17.85013454226505,5.8154381070389415e-09,84.0,0.5952991716968087,0.4941796184487145,1.2046210516846483,0.23185760391574917,0.16848765516384312,84.0
2,Model 2,opponent_division,0.3406771153211493,0.0852922742207734,3.99423181564287,0.00014331746187371886,0.40097522862185464,17.85013454226505,5.8154381070389415e-09,84.0,0.5952991716968087,0.4941796184487145,1.2046210516846483,0.23185760391574917,0.16848765516384312,84.0
2,Model 3,opponent_league_rank_prev,0.04683992853174809,0.009372830780852244,4.997415362223053,3.4166247360212995e-06,0.40174168382844644,13.262495549391723,2.5953115476107212e-08,84.0,0.7329612592790384,0.49707760189840955,1.4745409096683413,0.14426059009828815,0.20007115633722472,84.0
2,Model 3,opponent_division,0.3371224371640175,0.08650016223083444,3.8973619062629288,0.00020262460253462039,0.40174168382844644,13.262495549391723,2.5953115476107212e-08,84.0,0.7329612592790384,0.49707760189840955,1.4745409096683413,0.14426059009828815,0.20007115633722472,84.0
2,Model 4,opponent_league_rank_prev,0.046685565669895936,0.009455287792730416,4.937508692838474,4.401794443124246e-06,0.40212020129832626,10.492201198093982,1.0044745251945898e-07,84.0,0.7197877018188341,0.5008977661775277,1.4369952322041852,0.15466819968892365,0.20317825652257704,84.0
